Chromosome	Source	Type	Start	Stop	Score	Strand	Phase	Name	GeneID	BioType	Function	Chr	length	TPM_SRR6344892	TPM_SRR6344893	TPM_SRR6344900	Mmean	log_2
chr1	EviAnn	gene	400919022	401030329	.	+	.	LOC_00002997	geneID=LOC_00002997	protein_coding	PTPN14:_Tyrosine-protein_phosphatase_non-receptor_type_14_(Homo_sapiens)	NA	NA	NA	NA	NA	NA	NA
chr1	EviAnn	gene	401068286	401093527	.	-	.	LOC_00002998	geneID=LOC_00002998	protein_coding	SMYD2:_N-lysine_methyltransferase_SMYD2_(Gallus_gallus)	chr1	396	13.2793763154	15.1513988067	14.599015606	14.343263576	3.842301418
chr1	EviAnn	gene	401272290	401363397	.	-	.	LOC_00002999	geneID=LOC_00002999	protein_coding	PROX1:_Prospero_homeobox_protein_1_(Homo_sapiens)	NA	NA	NA	NA	NA	NA	NA
chr1	EviAnn	gene	401423806	401432056	.	-	.	LOC_00003000	geneID=LOC_00003000	protein_coding	env:_Envelope_glycoprotein_gp95_(Rous_sarcoma_virus_subgroup_B_(strain_Schmidt-Ruppin))	NA	NA	NA	NA	NA	NA	NA
chr1	EviAnn	gene	401585794	401610683	.	-	.	LOC_00003001	geneID=LOC_00003001	protein_coding	function_unknown	NA	NA	NA	NA	NA	NA	NA
chr1	EviAnn	gene	402164141	402309496	.	-	.	LOC_00003002	geneID=LOC_00003002	protein_coding	RPS6KC1:_Ribosomal_protein_S6_kinase_delta-1_(Homo_sapiens)	chr1	5900	12.9237591192	13.8304022734	18.4774756357	15.0772123428	3.9142978053
chr1	EviAnn	gene	402305896	402312615	.	-	.	LOC_00003003	geneID=LOC_00003003	protein_coding	kti12:_Protein_KTI12_homolog_(Danio_rerio)	chr1	6720	50.6513353744	45.2496525361	45.6368207234	47.1792695446	5.560081177
chr1	EviAnn	gene	402313190	402337740	.	+	.	LOC_00003005	geneID=LOC_00003005	protein_coding	ANGEL2:_Protein_angel_homolog_2_(Bos_taurus)	NA	NA	NA	NA	NA	NA	NA
chr1	EviAnn	gene	402313206	402343875	.	+	.	LOC_00003004	geneID=LOC_00003004	protein_coding	Pol:_LINE-1_retrotransposable_element_ORF2_protein_(Mus_musculus)	chr1	29283	2.4324889716	2.5980745074	3.6758743174	2.9021459321	1.537120066
chr1	EviAnn	gene	402339912	402402819	.	-	.	LOC_00003006	geneID=LOC_00003006	protein_coding	VASH2:_Tubulinyl-Tyr_carboxypeptidase_2_(Homo_sapiens)	NA	NA	NA	NA	NA	NA	NA
chr1	EviAnn	gene	402428695	402442059	.	-	.	LOC_00003007	geneID=LOC_00003007	protein_coding	FLVCR1:_Choline/ethanolamine_transporter_FLVCR1_(Homo_sapiens)	NA	NA	NA	NA	NA	NA	NA
chr1	EviAnn	gene	402450101	402454345	.	+	.	LOC_00003008	geneID=LOC_00003008	protein_coding	SPATA45:_Spermatogenesis-associated_protein_45_(Homo_sapiens)	NA	NA	NA	NA	NA	NA	NA
chr1	EviAnn	gene	402470721	402491985	.	-	.	LOC_00003009	geneID=LOC_00003009	protein_coding	TATDN3:_Deoxyribonuclease_TATDN3_(Homo_sapiens)	chr1	2363	19.1182557025	7.0079868133	10.8347449114	12.3203291424	3.6229688936
chr1	EviAnn	gene	402491942	402517755	.	+	.	LOC_00003010	geneID=LOC_00003010	protein_coding	NSL1:_Kinetochore-associated_protein_NSL1_homolog_(Homo_sapiens)	chr1	15105	42.7577455462	30.7286617561	34.5554909325	36.0139660783	5.1704845816
chr1	EviAnn	gene	402491999	402538307	.	+	.	LOC_00003011	geneID=LOC_00003011	protein_coding	function_unknown	chr1	2668	3.2252758067	2.7885842841	4.0241878528	3.3460159812	1.742444336
chr1	EviAnn	gene	402579176	402598763	.	-	.	LOC_00003012	geneID=LOC_00003012	protein_coding	ATF3:_Cyclic_AMP-dependent_transcription_factor_ATF-3_(Homo_sapiens)	chr1	6025	16.4642225852	26.7284254626	26.3644202635	23.1856894371	4.5351627214
chr1	EviAnn	gene	402641582	402714450	.	+	.	LOC_00003013	geneID=LOC_00003013	protein_coding	NENF:_Neudesin_(Bos_taurus)	chr1	4062	1.2357469836	2.5996846165	1.9654298284	1.9336204761	0.9513046558
chr1	EviAnn	gene	402709737	402728134	.	-	.	LOC_00003014	geneID=LOC_00003014	protein_coding	NENF:_Neudesin_(Bos_taurus)	chr1	7617	4.3619534648	4.5686927634	6.1441870665	5.0249444316	2.3291076423
chr1	EviAnn	gene	402718152	402730101	.	-	.	LOC_00003015	geneID=LOC_00003015	protein_coding	function_unknown	chr1	4290	2.3401418402	4.7552082409	4.8128622877	3.9694041229	1.9889224498
chr1	EviAnn	gene	402732880	402775596	.	+	.	LOC_00003016	geneID=LOC_00003016	protein_coding	PACC1:_Proton-activated_chloride_channel_(Bos_taurus)	chr1	3009	147.834013896	132.5612951465	146.4767206023	142.2906765483	7.1526973236
chr1	EviAnn	gene	402757569	402875378	.	-	.	LOC_00003017	geneID=LOC_00003017	protein_coding	Ppp2r5a:_Serine/threonine-protein_phosphatase_2A_56_kDa_regulatory_subunit_alpha_isoform_(Mus_musculus)	chr1	10545	34.4319305088	31.066617775	35.3746519175	33.6244000671	5.0714366219
chr1	EviAnn	gene	402951636	402991524	.	-	.	LOC_00003018	geneID=LOC_00003018	protein_coding	DTL:_Denticleless_protein_homolog_(Gallus_gallus)	chr1	4754	2.3128572968	1.3630522174	1.505613966	1.7271744934	0.7884138432
chr1	EviAnn	gene	402991265	403056919	.	+	.	LOC_00003019	geneID=LOC_00003019	protein_coding	INTS7:_Integrator_complex_subunit_7_(Gallus_gallus)	chr1	17020	32.8208134009	26.636693229	24.5695771456	28.0090279252	4.8078200093
chr1	EviAnn	gene	403110151	403194414	.	+	.	LOC_00003020	geneID=LOC_00003020	protein_coding	Lpgat1:_Acyl-CoA:lysophosphatidylglycerol_acyltransferase_1_(Mus_musculus)	chr1	25813	92.7946128314	64.8040582253	50.5734443026	69.3907051198	6.1166705217
chr1	EviAnn	gene	403110524	403130427	.	+	.	LOC_00003021	geneID=LOC_00003021	protein_coding	function_unknown	chr1	17191	37.5276982232	26.762635516	21.8910623666	28.7271320353	4.8443420639
chr1	EviAnn	gene	403232186	403247247	.	+	.	LOC_00003022	geneID=LOC_00003022	protein_coding	NEK2:_Serine/threonine-protein_kinase_Nek2_(Homo_sapiens)	chr1	2808	7.2355576077	7.0939626208	4.2157108557	6.1817436947	2.6280138389
chr1	EviAnn	gene	403321062	403336996	.	+	.	LOC_00003023	geneID=LOC_00003023	protein_coding	SLC30A1:_Proton-coupled_zinc_antiporter_SLC30A1_(Macaca_fascicularis)	chr1	11479	41.8961488491	11.1019271207	72.7390824481	41.9123861393	5.3893047536
chr1	EviAnn	gene	403413081	403450302	.	+	.	LOC_00003025	geneID=LOC_00003025	protein_coding	RD3:_Protein_RD3_(Homo_sapiens)	NA	NA	NA	NA	NA	NA	NA
chr1	EviAnn	gene	403421873	403421920	.	-	.	LOC_00003024	geneID=LOC_00003024	protein_coding	function_unknown	NA	NA	NA	NA	NA	NA	NA
chr1	EviAnn	gene	403454002	403472452	.	-	.	LOC_00003026	geneID=LOC_00003026	protein_coding	function_unknown	chr1	9099	52.7497282716	35.6344115	47.2592503683	45.21446338	5.4987124363
chr1	EviAnn	gene	403487706	403543672	.	-	.	LOC_00003027	geneID=LOC_00003027	protein_coding	TRAF5:_TNF_receptor-associated_factor_5_(Homo_sapiens)	chr1	9377	16.7475636457	24.3402204756	7.3396534834	16.1424792016	4.0127902632
chr1	EviAnn	gene	403549482	403580152	.	-	.	LOC_00003028	geneID=LOC_00003028	protein_coding	RCOR3:_REST_corepressor_3_(Homo_sapiens)	chr1	7350	56.5864035644	48.3914651453	42.7738388437	49.2505691845	5.6220684927
chr1	EviAnn	gene	403604296	403955731	.	+	.	LOC_00003029	geneID=LOC_00003029	protein_coding	Kcnh1:_Voltage-gated_delayed_rectifier_potassium_channel_KCNH1_(Rattus_norvegicus)	NA	NA	NA	NA	NA	NA	NA
chr1	EviAnn	gene	403976479	404257496	.	-	.	LOC_00003030	geneID=LOC_00003030	protein_coding	HHAT:_Protein-cysteine_N-palmitoyltransferase_HHAT_(Homo_sapiens)	NA	NA	NA	NA	NA	NA	NA
chr1	EviAnn	gene	404370653	404384275	.	-	.	LOC_00003031	geneID=LOC_00003031	protein_coding	SERTAD4:_SERTA_domain-containing_protein_4_(Homo_sapiens)	NA	NA	NA	NA	NA	NA	NA
chr1	EviAnn	gene	404432280	404582142	.	-	.	LOC_00003032	geneID=LOC_00003032	protein_coding	SYT14:_Synaptotagmin-14_(Homo_sapiens)	chr1	3335	6.0205148392	4.4617348546	11.6391894821	7.3738130586	2.8824108416
chr1	EviAnn	gene	404667061	404693587	.	-	.	LOC_00003033	geneID=LOC_00003033	protein_coding	UTP25:_U3_small_nucleolar_RNA-associated_protein_25_homolog_(Homo_sapiens)	chr1	8753	37.4395577186	34.1091862709	23.7773982039	31.7753807312	4.9898375065
chr1	EviAnn	gene	404695890	404706807	.	+	.	LOC_00003034	geneID=LOC_00003034	protein_coding	function_unknown	chr1	6976	66.5758181271	41.3184900622	58.3661660126	55.4201580673	5.7923389205
chr1	EviAnn	gene	404706980	404726486	.	-	.	LOC_00003035	geneID=LOC_00003035	protein_coding	MRPS10:_Small_ribosomal_subunit_protein_uS10m_(Homo_sapiens)	chr1	15709	13.1162265523	7.0583199808	6.7820640872	8.9855368734	3.1676047053
chr1	EviAnn	gene	404716120	404823451	.	-	.	LOC_00003036	geneID=LOC_00003036	protein_coding	Trerf1:_Transcriptional-regulating_factor_1_(Mus_musculus)	chr1	19422	45.0071169466	28.2852322931	37.6756271934	36.9893254777	5.2090370872
chr1	EviAnn	gene	404782369	404822884	.	-	.	XLOC_003057U_lncRNA	geneID=XLOC_003057U_lncRNA	lncRNA	function_unknown	chr1	40449	28.9737219051	14.1925781052	22.0105903166	21.725630109	4.4413261151
chr1	EviAnn	gene	404782375	404787747	.	+	.	XLOC_001461U_lncRNA	geneID=XLOC_001461U_lncRNA	lncRNA	function_unknown	NA	NA	NA	NA	NA	NA	NA
chr1	EviAnn	gene	404847170	404924012	.	+	.	LOC_00003037	geneID=LOC_00003037	protein_coding	UBR2:_E3_ubiquitin-protein_ligase_UBR2_(Homo_sapiens)	chr1	13004	260.0016920688	226.3409257645	199.9302373616	228.7576183983	7.8376759806
chr1	EviAnn	gene	404931001	404962474	.	-	.	LOC_00003038	geneID=LOC_00003038	protein_coding	PRPH2:_Peripherin-2_(Gallus_gallus)	NA	NA	NA	NA	NA	NA	NA
chr1	EviAnn	gene	404964008	404969105	.	-	.	LOC_00003039	geneID=LOC_00003039	protein_coding	TBCC:_Tubulin-specific_chaperone_C_(Bos_taurus)	chr1	5075	43.001629629	46.2498911608	47.1935524896	45.4816910931	5.5072139922
chr1	EviAnn	gene	404982261	404988209	.	-	.	XLOC_003063U_lncRNA	geneID=XLOC_003063U_lncRNA	lncRNA	function_unknown	chr1	5639	14.9207533843	8.6397634139	16.7940643132	13.4515270372	3.7496980538
chr1	EviAnn	gene	404988346	405027462	.	+	.	LOC_00003040	geneID=LOC_00003040	protein_coding	BICRAL:_BRD4-interacting_chromatin-remodeling_complex-associated_protein-like_(Homo_sapiens)	chr1	8429	179.1935960215	120.7536106596	105.1016296299	135.0162787703	7.0769895518
chr1	EviAnn	gene	405222410	405234715	.	+	.	LOC_00003041	geneID=LOC_00003041	protein_coding	pol:_RNA-directed_DNA_polymerase_from_mobile_element_jockey_(Drosophila_melanogaster)	chr1	2871	7.0767836164	2.591411658	6.0409719749	5.2363890831	2.3885722988
chr1	EviAnn	gene	405272248	405278538	.	-	.	LOC_00003042	geneID=LOC_00003042	protein_coding	function_unknown	chr1	1517	5.9875368489	7.1192597689	7.0774773839	6.7280913339	2.7501972903
chr1	EviAnn	gene	405497784	405571259	.	+	.	LOC_00003043	geneID=LOC_00003043	protein_coding	Pkdcc:_Extracellular_tyrosine-protein_kinase_PKDCC_(Mus_musculus)	chr1	5544	11.3392076979	13.4631000825	15.7411154663	13.5144744156	3.7564335007
chr1	EviAnn	gene	405804010	405810367	.	+	.	XLOC_001467U_lncRNA	geneID=XLOC_001467U_lncRNA	lncRNA	function_unknown	NA	NA	NA	NA	NA	NA	NA
chr1	EviAnn	gene	406062714	406309420	.	+	.	LOC_00003044	geneID=LOC_00003044	protein_coding	EML4:_Echinoderm_microtubule-associated_protein-like_4_(Homo_sapiens)	chr1	6033	18.5422619063	15.3554265937	12.36617618	15.4212882267	3.9468513816
chr1	EviAnn	gene	406575548	406590138	.	-	.	LOC_00003045	geneID=LOC_00003045	protein_coding	cox7a2l:_Cytochrome_c_oxidase_subunit_7A2-like,_mitochondrial_(Danio_rerio)	chr1	351	366.3745875734	335.723917763	351.3745978331	351.1577010565	8.4559752643
chr1	EviAnn	gene	406595841	406603877	.	+	.	XLOC_001469U_lncRNA	geneID=XLOC_001469U_lncRNA	lncRNA	function_unknown	chr1	473	3.5374237119	0.507395681	0	1.348273131	0.4311127849
chr1	EviAnn	gene	406621243	406647074	.	-	.	LOC_00003046	geneID=LOC_00003046	protein_coding	Kcng3:_Voltage-gated_potassium_channel_regulatory_subunit_KCNG3_(Rattus_norvegicus)	NA	NA	NA	NA	NA	NA	NA
chr1	EviAnn	gene	406694742	406884167	.	+	.	LOC_00003047	geneID=LOC_00003047	protein_coding	MTA3:_Metastasis-associated_protein_MTA3_(Homo_sapiens)	chr1	2548	43.7156234433	19.9684494916	27.3350933605	30.3397220985	4.9231359659
chr1	EviAnn	gene	406717420	406724700	.	+	.	LOC_00003048	geneID=LOC_00003048	protein_coding	function_unknown	chr1	1422	3.0256806795	1.0126504519	3.2911584308	2.4431631874	1.2887502294
chr1	EviAnn	gene	407749726	407784476	.	-	.	LOC_00003049	geneID=LOC_00003049	protein_coding	haao:_3-hydroxyanthranilate_3,4-dioxygenase_(Xenopus_laevis)	NA	NA	NA	NA	NA	NA	NA
chr1	EviAnn	gene	408100062	408178543	.	+	.	XLOC_001474U_lncRNA	geneID=XLOC_001474U_lncRNA	lncRNA	function_unknown	NA	NA	NA	NA	NA	NA	NA
chr1	EviAnn	gene	408398602	408398691	.	-	.	LOC_00003050	geneID=LOC_00003050	protein_coding	function_unknown	NA	NA	NA	NA	NA	NA	NA
chr1	EviAnn	gene	409224262	409232029	.	-	.	LOC_00003051	geneID=LOC_00003051	protein_coding	Zfp36l2:_mRNA_decay_activator_protein_ZFP36L2_(Mus_musculus)	chr1	6969	22.4657550235	12.4321042778	20.027971228	18.3086101764	4.1944503739
chr1	EviAnn	gene	409235904	409466207	.	-	.	LOC_00003052	geneID=LOC_00003052	protein_coding	THADA:_tRNA_(32-2'-O)-methyltransferase_regulator_THADA_(Gallus_gallus)	chr1	23124	37.0575226445	21.6604460241	21.7031699864	26.8070462184	4.7445403571
chr1	EviAnn	gene	409489715	409582617	.	+	.	LOC_00003053	geneID=LOC_00003053	protein_coding	PLEKHH2:_Pleckstrin_homology_domain-containing_family_H_member_2_(Homo_sapiens)	NA	NA	NA	NA	NA	NA	NA
chr1	EviAnn	gene	409586871	409630738	.	+	.	LOC_00003054	geneID=LOC_00003054	protein_coding	DYNC2LI1:_Cytoplasmic_dynein_2_light_intermediate_chain_1_(Bos_taurus)	chr1	3751	20.4554082512	12.156664849	13.724420201	15.445497767100001	3.9491144608
chr1	EviAnn	gene	409683273	409845536	.	-	.	LOC_00003055	geneID=LOC_00003055	protein_coding	lrpprc:_Leucine-rich_PPR_motif-containing_protein,_mitochondrial_(Xenopus_tropicalis)	chr1	13743	101.2780724093	63.4092489573	92.1258116433	85.60437767	6.4196126705
chr1	EviAnn	gene	409956206	410022068	.	+	.	LOC_00003056	geneID=LOC_00003056	protein_coding	PPM1B:_Protein_phosphatase_1B_(Bos_taurus)	chr1	49586	75.3056810871	65.9068064614	79.0033101327	73.4052658937	6.1978116567
chr1	EviAnn	gene	410031886	410060301	.	+	.	LOC_00003057	geneID=LOC_00003057	protein_coding	Slc3a1:_Amino_acid_transporter_heavy_chain_SLC3A1_(Mus_musculus)	NA	NA	NA	NA	NA	NA	NA
chr1	EviAnn	gene	410060014	410095977	.	-	.	LOC_00003058	geneID=LOC_00003058	protein_coding	PREPL:_Prolyl_endopeptidase-like_(Gallus_gallus)	chr1	2493	13.9984761159	8.2791181349	6.9569316245	9.7448419584	3.2846387881
chr1	EviAnn	gene	410090880	410095984	.	-	.	XLOC_003073U_lncRNA	geneID=XLOC_003073U_lncRNA	lncRNA	function_unknown	chr1	2806	7.4962694525	3.5922746251	3.5319479768	4.8734973514	2.2849574603
chr1	EviAnn	gene	410096775	410105563	.	-	.	XLOC_003074U_lncRNA	geneID=XLOC_003074U_lncRNA	lncRNA	function_unknown	NA	NA	NA	NA	NA	NA	NA
chr1	EviAnn	gene	410096884	410547380	.	+	.	LOC_00003059	geneID=LOC_00003059	protein_coding	Camkmt:_Calmodulin-lysine_N-methyltransferase_(Rattus_norvegicus)	chr1	3453	15.5060658279	4.1007504398	8.1321064962	9.246307588	3.2088773561
chr1	EviAnn	gene	410825008	410829445	.	+	.	LOC_00003060	geneID=LOC_00003060	protein_coding	SIX3:_Homeobox_protein_SIX3_(Gallus_gallus)	NA	NA	NA	NA	NA	NA	NA
chr1	EviAnn	gene	410995275	411008663	.	-	.	LOC_00003061	geneID=LOC_00003061	protein_coding	Six2:_Homeobox_protein_SIX2_(Mus_musculus)	NA	NA	NA	NA	NA	NA	NA
chr1	EviAnn	gene	411427170	411701465	.	-	.	LOC_00003062	geneID=LOC_00003062	protein_coding	SRBD1:_S1_RNA-binding_domain-containing_protein_1_(Homo_sapiens)	chr1	20519	49.3574206379	28.3169520119	39.7937089522	39.1560272007	5.2911624904
chr1	EviAnn	gene	411701451	411707154	.	+	.	XLOC_001483U_lncRNA	geneID=XLOC_001483U_lncRNA	lncRNA	function_unknown	chr1	2318	12.0648690769	4.8662266538	10.4512612646	9.1274523318	3.1902122292
chr1	EviAnn	gene	411733031	412229998	.	+	.	LOC_00003063	geneID=LOC_00003063	protein_coding	Prkce:_Protein_kinase_C_epsilon_type_(Mus_musculus)	chr1	139155	38.5146287477	18.4765208364	30.6365532259	29.20923427	4.8683526328
chr1	EviAnn	gene	412345278	412552095	.	+	.	LOC_00003064	geneID=LOC_00003064	protein_coding	EPAS1:_Endothelial_PAS_domain-containing_protein_1_(Homo_sapiens)	chr1	13643	246.1595155144	174.171498455	139.4941971782	186.6084037159	7.5438701477
chr1	EviAnn	gene	412345295	412375463	.	+	.	LOC_00003065	geneID=LOC_00003065	protein_coding	function_unknown	chr1	5768	196.8423500288	108.1406397878	133.3523317717	146.1117738628	7.1909286267
chr1	EviAnn	gene	412606887	412612380	.	-	.	LOC_00003066	geneID=LOC_00003066	protein_coding	TMEM247:_Transmembrane_protein_247_(Bos_taurus)	NA	NA	NA	NA	NA	NA	NA
chr1	EviAnn	gene	412742826	412790599	.	+	.	LOC_00003067	geneID=LOC_00003067	protein_coding	Rhoq:_Rho-related_GTP-binding_protein_RhoQ_(Rattus_norvegicus)	chr1	2771	12.5078210694	6.6690213268	11.3257713481	10.1675379147	3.3458984655
chr1	EviAnn	gene	412786750	412825354	.	-	.	LOC_00003068	geneID=LOC_00003068	protein_coding	PIGF:_GPI_ethanolamine_phosphate_transferase,_stabilizing_subunit_(Homo_sapiens)	chr1	12344	31.1178904163	28.0944051366	41.481695116	33.5646635563	5.0688712762
chr1	EviAnn	gene	412825422	412857266	.	+	.	LOC_00003069	geneID=LOC_00003069	protein_coding	CRIPT:_Cysteine-rich_PDZ-binding_protein_(Gallus_gallus)	NA	NA	NA	NA	NA	NA	NA
chr1	EviAnn	gene	412825619	412838742	.	+	.	LOC_00003070	geneID=LOC_00003070	protein_coding	function_unknown	NA	NA	NA	NA	NA	NA	NA
chr1	EviAnn	gene	412825633	412857266	.	+	.	LOC_00003072	geneID=LOC_00003072	protein_coding	RTase:_Probable_RNA-directed_DNA_polymerase_from_transposon_BS_(Drosophila_melanogaster)	NA	NA	NA	NA	NA	NA	NA
chr1	EviAnn	gene	412838186	412853310	.	+	.	LOC_00003071	geneID=LOC_00003071	protein_coding	CFDP2:_Craniofacial_development_protein_2_(Bos_taurus)	NA	NA	NA	NA	NA	NA	NA
chr1	EviAnn	gene	412921122	413000981	.	+	.	LOC_00003073	geneID=LOC_00003073	protein_coding	SOCS5:_Suppressor_of_cytokine_signaling_5_(Homo_sapiens)	chr1	11649	18.6520006243	14.957392227	17.5117289584	17.040373936600002	4.0908850895
chr1	EviAnn	gene	413049236	413065142	.	-	.	LOC_00003074	geneID=LOC_00003074	protein_coding	function_unknown	chr1	2128	5.7286031285	0.4511243554	1.0349463265	2.4048912702	1.2659716684
chr1	EviAnn	gene	413070936	413092562	.	-	.	LOC_00003075	geneID=LOC_00003075	protein_coding	Mcfd2:_Multiple_coagulation_factor_deficiency_protein_2_homolog_(Rattus_norvegicus)	chr1	2089	61.9026168307	55.3753526668	67.0777993938	61.4519229638	5.9413862512
chr1	EviAnn	gene	413092502	413349891	.	+	.	LOC_00003076	geneID=LOC_00003076	protein_coding	TTC7A:_Tetratricopeptide_repeat_protein_7A_(Homo_sapiens)	chr1	4150	13.4777669977	11.2191909583	12.2058826519	12.3009468693	3.6206974666
chr1	EviAnn	gene	413419870	413455979	.	-	.	LOC_00003077	geneID=LOC_00003077	protein_coding	Stpg4:_Protein_STPG4_(Mus_musculus)	NA	NA	NA	NA	NA	NA	NA
chr1	EviAnn	gene	413456738	413480377	.	-	.	LOC_00003078	geneID=LOC_00003078	protein_coding	calm2-b:_Calmodulin-2_B_(Xenopus_laevis)	chr1	2045	111.85845301170001	109.2607746981	69.7326085278	96.9506120792	6.5991781014
chr1	EviAnn	gene	413566931	413595191	.	-	.	LOC_00003079	geneID=LOC_00003079	protein_coding	SLC22A7:_Solute_carrier_family_22_member_7_(Pongo_abelii)	NA	NA	NA	NA	NA	NA	NA
chr1	EviAnn	gene	413632249	413786827	.	-	.	LOC_00003080	geneID=LOC_00003080	protein_coding	Ttbk1:_Tau-tubulin_kinase_1_(Mus_musculus)	NA	NA	NA	NA	NA	NA	NA
chr1	EviAnn	gene	413794565	413890741	.	-	.	LOC_00003081	geneID=LOC_00003081	protein_coding	CUL9:_Cullin-9_(Homo_sapiens)	chr1	14512	86.5062788969	51.6809702956	65.048858439399993	67.7453692106	6.0820504281
chr1	EviAnn	gene	413890619	413893573	.	+	.	LOC_00003082	geneID=LOC_00003082	protein_coding	function_unknown	chr1	1584	35.914676853	28.0300877923	25.7220751153	29.8889465869	4.9015401461
chr1	EviAnn	gene	413893733	413967908	.	-	.	LOC_00003083	geneID=LOC_00003083	protein_coding	function_unknown	NA	NA	NA	NA	NA	NA	NA
chr1	EviAnn	gene	413894471	413967911	.	-	.	LOC_00003084	geneID=LOC_00003084	protein_coding	SRF:_Serum_response_factor_(Homo_sapiens)	chr1	7066	6.5964634683	5.6382244662	7.3635566968	6.5327482104	2.7076900355
chr1	EviAnn	gene	413992097	414120505	.	-	.	LOC_00003085	geneID=LOC_00003085	protein_coding	PTK7:_Inactive_tyrosine-protein_kinase_7_(Gallus_gallus)	chr1	7607	3.6763989116	1.3250851319	3.2570809855	2.7528550097	1.4609286265
chr1	EviAnn	gene	414131593	414150921	.	-	.	LOC_00003086	geneID=LOC_00003086	protein_coding	HEBP1:_Heme-binding_protein_1_(Gallus_gallus)	chr1	4229	33.6867224194	28.7157880093	32.8740458837	31.7588521041	4.9890868634
chr1	EviAnn	gene	414151638	414221878	.	-	.	LOC_00003087	geneID=LOC_00003087	protein_coding	KLC4:_Kinesin_light_chain_4_(Homo_sapiens)	chr1	21408	53.526903074	28.5087496963	38.9127829485	40.3161452396	5.3332857995
chr1	EviAnn	gene	414221979	414242025	.	+	.	LOC_00003088	geneID=LOC_00003088	protein_coding	Mrpl2:_Large_ribosomal_subunit_protein_uL2m_(Rattus_norvegicus)	chr1	4465	39.9362743926	36.5506711817	32.4312542491	36.3060666078	5.1821387322
chr1	EviAnn	gene	414243011	414275151	.	+	.	LOC_00003089	geneID=LOC_00003089	protein_coding	CUL9:_Cullin-9_(Homo_sapiens)	chr1	8382	67.1573326186	26.3705920647	57.6735014716	50.400475385	5.6553654364
chr1	EviAnn	gene	414275572	414482102	.	-	.	LOC_00003090	geneID=LOC_00003090	protein_coding	Pacs1:_Phosphofurin_acidic_cluster_sorting_protein_1_(Mus_musculus)	chr1	3931	50.1650313619	27.4126615458	31.0241682079	36.2006203719	5.1779425159
chr1	EviAnn	gene	414363933	414474884	.	-	.	LOC_00003091	geneID=LOC_00003091	protein_coding	pol:_RNA-directed_DNA_polymerase_from_mobile_element_jockey_(Drosophila_melanogaster)	chr1	110952	15.8710521278	7.4799339105	11.4011811101	11.5840557161	3.5340685414
chr1	EviAnn	gene	414520463	414522012	.	+	.	LOC_00003092	geneID=LOC_00003092	protein_coding	TMEM121:_Transmembrane_protein_121_(Gallus_gallus)	NA	NA	NA	NA	NA	NA	NA
chr1	EviAnn	gene	414568331	414605998	.	-	.	LOC_00003093	geneID=LOC_00003093	protein_coding	RRP36:_Ribosomal_RNA_processing_protein_36_homolog_(Bos_taurus)	chr1	6809	20.7469533328	11.4553386777	13.7061609705	15.3028176603	3.9357254112
chr1	EviAnn	gene	414607983	414647979	.	-	.	LOC_00003094	geneID=LOC_00003094	protein_coding	NPAS4:_Neuronal_PAS_domain-containing_protein_4_(Homo_sapiens)	NA	NA	NA	NA	NA	NA	NA
chr1	EviAnn	gene	414655185	414717898	.	-	.	LOC_00003095	geneID=LOC_00003095	protein_coding	KLHDC3:_Kelch_domain-containing_protein_3_(Bos_taurus)	chr1	24208	21.3968668439	13.4334725242	16.0232845962	16.9512079881	4.0833161822
chr1	EviAnn	gene	414722849	414731346	.	+	.	LOC_00003096	geneID=LOC_00003096	protein_coding	MEA1:_Male-enhanced_antigen_1_(Homo_sapiens)	chr1	2778	18.1551732347	17.0193077567	21.0088888573	18.7277899495	4.2271087533
