Chromosome	Source	Type	Start	Stop	Score	Strand	Phase	Name	GeneID	BioType	Function	Chr	length	TPM_SRR6344890	TPM_SRR6344891	TPM_SRR6344901	Fmean	log_2
chr15	EviAnn	gene	3764350	3774235	.	+	.	LOC_00005734	geneID=LOC_00005734	protein_coding	Aurkaip1:_Small_ribosomal_subunit_protein_mS38_(Mus_musculus)	chr15	2433	27.1447419757	32.6705525279	35.6296238584	31.8149727873	4.9916339825
chr15	EviAnn	gene	3851462	3875149	.	+	.	LOC_00005735	geneID=LOC_00005735	protein_coding	EIF2AK2:_Interferon-induced,_double-stranded_RNA-activated_protein_kinase_(Homo_sapiens)	chr15	3702	73.341641677	77.9054045485	72.7346523969	74.6605662075	6.2222745446
chr15	EviAnn	gene	3886980	3895913	.	-	.	XLOC_005400U_lncRNA	geneID=XLOC_005400U_lncRNA	lncRNA	function_unknown	NA	NA	NA	NA	NA	NA	NA
chr15	EviAnn	gene	3911162	3935339	.	+	.	LOC_00005736	geneID=LOC_00005736	protein_coding	MXRA8:_Matrix_remodeling-associated_protein_8_(Gallus_gallus)	NA	NA	NA	NA	NA	NA	NA
chr15	EviAnn	gene	3956645	4087296	.	+	.	LOC_00005737	geneID=LOC_00005737	protein_coding	Dvl1:_Segment_polarity_protein_dishevelled_homolog_DVL-1_(Rattus_norvegicus)	chr15	2406	2.6980138973	1.0232754767	0.8637198726	1.5283364155	0.6119621426
chr15	EviAnn	gene	4097318	4106277	.	-	.	LOC_00005738	geneID=LOC_00005738	protein_coding	TAS1R3:_Taste_receptor_type_1_member_3_(Gorilla_gorilla_gorilla)	NA	NA	NA	NA	NA	NA	NA
chr15	EviAnn	gene	4108383	4118235	.	-	.	LOC_00005739	geneID=LOC_00005739	protein_coding	CPTP:_Ceramide-1-phosphate_transfer_protein_(Homo_sapiens)	chr15	4784	39.5861547924	34.1862867465	63.7929136957	45.8551184115	5.5190108733
chr15	EviAnn	gene	4118247	4149749	.	+	.	LOC_00005740	geneID=LOC_00005740	protein_coding	INTS11:_Integrator_complex_subunit_11_(Gallus_gallus)	chr15	5975	114.689257767	131.355762781	138.9215922928	128.3222042803	7.0036270191
chr15	EviAnn	gene	4148095	4149277	.	-	.	LOC_00005741	geneID=LOC_00005741	protein_coding	Lpar4:_Lysophosphatidic_acid_receptor_4_(Mus_musculus)	chr15	1183	3.8172201474	1.7838431085	4.26613576	3.2890663386	1.7176781068
chr15	EviAnn	gene	4151448	4214528	.	-	.	LOC_00005742	geneID=LOC_00005742	protein_coding	pusl1:_tRNA_pseudouridine_synthase-like_1_(Xenopus_laevis)	chr15	2092	3.3727977372	3.530593877	3.4058071786	3.4363995976	1.7808978083
chr15	EviAnn	gene	4219917	4393516	.	+	.	LOC_00005743	geneID=LOC_00005743	protein_coding	ACAP3:_Arf-GAP_with_coiled-coil,_ANK_repeat_and_PH_domain-containing_protein_3_(Homo_sapiens)	NA	NA	NA	NA	NA	NA	NA
chr15	EviAnn	gene	4398448	4400688	.	-	.	LOC_00005744	geneID=LOC_00005744	protein_coding	Phospholipase_A2_homolog_otoconin-22_(Xenopus_laevis)	NA	NA	NA	NA	NA	NA	NA
chr15	EviAnn	gene	4425761	4460207	.	-	.	LOC_00005745	geneID=LOC_00005745	protein_coding	scnn1a:_Epithelial_sodium_channel_subunit_alpha_(Neoceratodus_forsteri)	chr15	1920	2.3519642887	1.1906997902	0.3092425615	1.2839688801	0.3606102359
chr15	EviAnn	gene	4493436	4497901	.	-	.	XLOC_005405U_lncRNA	geneID=XLOC_005405U_lncRNA	lncRNA	function_unknown	chr15	635	2.6667941541	4.1541070814	2.3375815675	3.052827601	1.6101461201
chr15	EviAnn	gene	4498114	4526709	.	+	.	LOC_00005746	geneID=LOC_00005746	protein_coding	UBE2J2:_Ubiquitin-conjugating_enzyme_E2_J2_(Bos_taurus)	chr15	9471	61.5369813897	77.29843973	83.5983439056	74.1445883418	6.2122694921
chr15	EviAnn	gene	4538729	4583280	.	+	.	LOC_00005747	geneID=LOC_00005747	protein_coding	c1qtnf12:_Adipolin_(Xenopus_tropicalis)	NA	NA	NA	NA	NA	NA	NA
chr15	EviAnn	gene	4678323	4687607	.	-	.	LOC_00005748	geneID=LOC_00005748	protein_coding	function_unknown	chr15	3941	11.0287490625	6.1579024536	14.0112539422	10.3993018194	3.3784147679
chr15	EviAnn	gene	4690636	4696614	.	-	.	LOC_00005749	geneID=LOC_00005749	protein_coding	B3galt6:_Beta-1,3-galactosyltransferase_6_(Mus_musculus)	chr15	5979	14.0197369543	14.7944759139	19.9603427571	16.2581852084	4.023094323
chr15	EviAnn	gene	4696984	4725220	.	+	.	LOC_00005750	geneID=LOC_00005750	protein_coding	sdf4:_45_kDa_calcium-binding_protein_(Xenopus_tropicalis)	chr15	5160	214.6304155555	228.7506831243	215.8081578213	219.729752167	7.7795864187
chr15	EviAnn	gene	4728433	4745357	.	+	.	LOC_00005751	geneID=LOC_00005751	protein_coding	TNFRSF4:_Tumor_necrosis_factor_receptor_superfamily_member_4_(Homo_sapiens)	chr15	879	4.4952218487	3.0009761055	1.013217949	2.8364719677	1.5040976062
chr15	EviAnn	gene	4750607	4756241	.	+	.	XLOC_005257U_lncRNA	geneID=XLOC_005257U_lncRNA	lncRNA	function_unknown	chr15	2241	6.9268024567	1.883343505	7.2860362555	5.3653940724	2.4236841366
chr15	EviAnn	gene	4754672	4775072	.	+	.	LOC_00005752	geneID=LOC_00005752	protein_coding	TNFRSF18:_Tumor_necrosis_factor_receptor_superfamily_member_18_(Homo_sapiens)	chr15	2972	8.9267016072	4.3786785948	11.5872313767	8.2975371929	3.0526831911
chr15	EviAnn	gene	4779426	4822030	.	-	.	LOC_00005753	geneID=LOC_00005753	protein_coding	Ttll10:_Protein_polyglycylase_TTLL10_(Rattus_norvegicus)	NA	NA	NA	NA	NA	NA	NA
chr15	EviAnn	gene	5039561	5084891	.	+	.	LOC_00005754	geneID=LOC_00005754	protein_coding	C1orf159:_Uncharacterized_protein_C1orf159_(Homo_sapiens)	chr15	4190	5.3213893692	3.8613036706	5.8807750125	5.0211560174	2.3280195531
chr15	EviAnn	gene	5136247	5139439	.	+	.	LOC_00005755	geneID=LOC_00005755	protein_coding	RNF223:_RING_finger_protein_223_(Homo_sapiens)	NA	NA	NA	NA	NA	NA	NA
chr15	EviAnn	gene	5150422	5714458	.	-	.	LOC_00005756	geneID=LOC_00005756	protein_coding	Ptpn11:_Tyrosine-protein_phosphatase_non-receptor_type_11_(Rattus_norvegicus)	chr15	1824	286.1040769618	261.4718891461	378.252480521	308.6094822096	8.26963858
chr15	EviAnn	gene	5231138	5237967	.	-	.	LOC_00005757	geneID=LOC_00005757	protein_coding	AGRN:_Agrin_(Gallus_gallus)	chr15	2644	14.1971823176	14.4330606476	15.4948769104	14.7083732919	3.878565792
chr15	EviAnn	gene	5678693	5682167	.	+	.	LOC_00005758	geneID=LOC_00005758	protein_coding	HES1:_Transcription_factor_HES-1_(Gallus_gallus)	NA	NA	NA	NA	NA	NA	NA
chr15	EviAnn	gene	5813989	5823153	.	+	.	LOC_00005759	geneID=LOC_00005759	protein_coding	PERM1:_PGC-1_and_ERR-induced_regulator_in_muscle_protein_1_(Bos_taurus)	NA	NA	NA	NA	NA	NA	NA
chr15	EviAnn	gene	5840238	5906900	.	-	.	LOC_00005760	geneID=LOC_00005760	protein_coding	PLEKHN1:_Pleckstrin_homology_domain-containing_family_N_member_1_(Homo_sapiens)	NA	NA	NA	NA	NA	NA	NA
chr15	EviAnn	gene	5924171	5961600	.	-	.	LOC_00005761	geneID=LOC_00005761	protein_coding	Klhl17:_Kelch-like_protein_17_(Rattus_norvegicus)	NA	NA	NA	NA	NA	NA	NA
chr15	EviAnn	gene	5958578	6052508	.	+	.	LOC_00005762	geneID=LOC_00005762	protein_coding	Noc2l:_Nucleolar_complex_protein_2_homolog_(Mus_musculus)	chr15	5962	38.723383861	39.9970417479	36.9970704942	38.5724987011	5.2695007007
chr15	EviAnn	gene	6051016	6277153	.	-	.	LOC_00005763	geneID=LOC_00005763	protein_coding	SAMD11:_Sterile_alpha_motif_domain-containing_protein_11_(Homo_sapiens)	chr15	3893	8.7722891015	16.5331967941	15.6329144898	13.6461334618	3.7704203262
chr15	EviAnn	gene	6457740	6461746	.	+	.	LOC_00005764	geneID=LOC_00005764	protein_coding	function_unknown	NA	NA	NA	NA	NA	NA	NA
chr15	EviAnn	gene	6471317	6662710	.	-	.	LOC_00005765	geneID=LOC_00005765	protein_coding	Rere:_Arginine-glutamic_acid_dipeptide_repeats_protein_(Rattus_norvegicus)	chr15	21048	39.7849375404	20.4698849991	40.1980068576	33.4842764657	5.0654118893
chr15	EviAnn	gene	6920095	6947332	.	-	.	LOC_00005766	geneID=LOC_00005766	protein_coding	ENO1:_Alpha-enolase_(Gallus_gallus)	chr15	5236	45.4401656695	67.0044143546	65.9969457512	59.4805085918	5.8943450782
chr15	EviAnn	gene	6965327	6991041	.	+	.	LOC_00005767	geneID=LOC_00005767	protein_coding	CA6:_Carbonic_anhydrase_6_(Bos_taurus)	NA	NA	NA	NA	NA	NA	NA
chr15	EviAnn	gene	6992688	7013153	.	-	.	LOC_00005768	geneID=LOC_00005768	protein_coding	SLC2A5:_Solute_carrier_family_2,_facilitated_glucose_transporter_member_5_(Ovis_aries)	NA	NA	NA	NA	NA	NA	NA
chr15	EviAnn	gene	7039953	7050532	.	-	.	LOC_00005769	geneID=LOC_00005769	protein_coding	SLC2A5:_Solute_carrier_family_2,_facilitated_glucose_transporter_member_5_(Bos_taurus)	NA	NA	NA	NA	NA	NA	NA
chr15	EviAnn	gene	7090920	7105342	.	-	.	LOC_00005770	geneID=LOC_00005770	protein_coding	Slc2a5:_Solute_carrier_family_2,_facilitated_glucose_transporter_member_5_(Rattus_norvegicus)	NA	NA	NA	NA	NA	NA	NA
chr15	EviAnn	gene	7129387	7151367	.	-	.	LOC_00005771	geneID=LOC_00005771	protein_coding	Gpr157:_G-protein_coupled_receptor_157_(Mus_musculus)	chr15	2924	2.3165722132	2.1049938414	5.3810743948	3.2675468165	1.7082079067
chr15	EviAnn	gene	7225016	7247933	.	+	.	LOC_00005772	geneID=LOC_00005772	protein_coding	H6pd:_GDH/6PGL_endoplasmic_bifunctional_protein_(Mus_musculus)	chr15	9216	27.4089588332	23.3751160731	35.3051924411	28.6964224491	4.8427989838
chr15	EviAnn	gene	7257567	7283348	.	+	.	LOC_00005773	geneID=LOC_00005773	protein_coding	function_unknown	chr15	6928	38.6200140709	25.5612298179	44.4366563008	36.2059667299	5.1781555674
chr15	EviAnn	gene	7257567	7314524	.	+	.	LOC_00005774	geneID=LOC_00005774	protein_coding	SPSB1:_SPRY_domain-containing_SOCS_box_protein_1_(Bos_taurus)	chr15	23861	45.3616347036	48.5834902539	64.6971571663	52.8807607079	5.7246710255
chr15	EviAnn	gene	7338918	7359484	.	+	.	LOC_00005775	geneID=LOC_00005775	protein_coding	function_unknown	chr15	18561	10.5984749263	12.1558529884	18.2176707331	13.6573328826	3.7716038646
chr15	EviAnn	gene	7369655	7401181	.	+	.	LOC_00005776	geneID=LOC_00005776	protein_coding	SLC25A33:_Solute_carrier_family_25_member_33_(Homo_sapiens)	chr15	1966	10.479759496	10.6444591932	13.5903139959	11.571510895	3.5325053447
chr15	EviAnn	gene	7403917	7449417	.	+	.	LOC_00005777	geneID=LOC_00005777	protein_coding	TMEM201:_Transmembrane_protein_201_(Homo_sapiens)	chr15	11072	19.7554803874	25.7464343247	30.0841174018	25.195344038000002	4.6550852511
chr15	EviAnn	gene	7452311	7453060	.	+	.	LOC_00005778	geneID=LOC_00005778	protein_coding	FOXL2:_Forkhead_box_protein_L2_(Sus_scrofa)	NA	NA	NA	NA	NA	NA	NA
chr15	EviAnn	gene	7481387	7525816	.	+	.	LOC_00005779	geneID=LOC_00005779	protein_coding	Pik3cd:_Phosphatidylinositol_4,5-bisphosphate_3-kinase_catalytic_subunit_delta_isoform_(Mus_musculus)	chr15	9060	272.9213130247	287.175195446	227.6025252842	262.566344585	8.0365381951
chr15	EviAnn	gene	7529365	7599425	.	-	.	LOC_00005780	geneID=LOC_00005780	protein_coding	CLSTN1:_Calsyntenin-1_(Homo_sapiens)	chr15	11268	24.1458314623	25.0176687298	37.8336373464	28.9990458462	4.857933527
chr15	EviAnn	gene	7624720	7664939	.	-	.	LOC_00005781	geneID=LOC_00005781	protein_coding	CTNNBIP1:_Beta-catenin-interacting_protein_1_(Bos_taurus)	chr15	3743	49.7663830258	62.0175003231	42.2744413258	51.3527748915	5.6823703308
chr15	EviAnn	gene	7675286	7687598	.	-	.	LOC_00005782	geneID=LOC_00005782	protein_coding	LZIC:_Protein_LZIC_(Gallus_gallus)	chr15	1180	159.5349336171	193.4429197577	134.8507224234	162.609525266	7.3452679592
chr15	EviAnn	gene	7687698	7698560	.	+	.	XLOC_005278U_lncRNA	geneID=XLOC_005278U_lncRNA	lncRNA	function_unknown	chr15	2828	6.5868306812	5.4100340809	8.0831719053	6.6933455558	2.7427274979
chr15	EviAnn	gene	7687698	7710186	.	+	.	LOC_00005784	geneID=LOC_00005784	protein_coding	NMNAT1:_Nicotinamide/nicotinic_acid_mononucleotide_adenylyltransferase_1_(Bos_taurus)	chr15	4358	22.1488330446	33.8559409397	34.1969195161	30.0672311668	4.9101201139
chr15	EviAnn	gene	7695069	7699327	.	-	.	LOC_00005783	geneID=LOC_00005783	protein_coding	function_unknown	NA	NA	NA	NA	NA	NA	NA
chr15	EviAnn	gene	7716920	7722274	.	+	.	LOC_00005785	geneID=LOC_00005785	protein_coding	Rbp7:_Retinoid-binding_protein_7_(Mus_musculus)	NA	NA	NA	NA	NA	NA	NA
chr15	EviAnn	gene	7733399	7803448	.	+	.	LOC_00005786	geneID=LOC_00005786	protein_coding	UBE4B:_Ubiquitin_conjugation_factor_E4_B_(Homo_sapiens)	chr15	20237	86.0779182086	64.4007366491	111.4025049044	87.2937199207	6.4478059622
chr15	EviAnn	gene	7809240	7968831	.	+	.	LOC_00005787	geneID=LOC_00005787	protein_coding	Kif1c:_Kinesin-like_protein_KIF1C_(Mus_musculus)	chr15	11479	43.1012464302	40.0921937297	51.4917555886	44.8950652495	5.4884849712
chr15	EviAnn	gene	7837709	7849088	.	-	.	XLOC_005424U_lncRNA	geneID=XLOC_005424U_lncRNA	lncRNA	function_unknown	chr15	7889	1.8961202784	2.0285213817	1.4676183932	1.7974200177	0.8459275745
chr15	EviAnn	gene	7972306	7991889	.	+	.	LOC_00005788	geneID=LOC_00005788	protein_coding	PGD:_6-phosphogluconate_dehydrogenase,_decarboxylating_(Homo_sapiens)	chr15	2825	27.8738988977	26.5186432234	51.0726405332	35.1550608848	5.135660488
chr15	EviAnn	gene	7999426	8023178	.	+	.	LOC_00005789	geneID=LOC_00005789	protein_coding	CENPS:_Centromere_protein_S_(Homo_sapiens)	chr15	3289	7.8947053048	4.170526477	8.3943982649	6.8198766822	2.7697456525
chr15	EviAnn	gene	7999643	8023174	.	+	.	LOC_00005790	geneID=LOC_00005790	protein_coding	function_unknown	chr15	9104	25.6380641489	21.4219721612	28.7937977324	25.2846113475	4.6601876977
chr15	EviAnn	gene	8023590	8039295	.	-	.	LOC_00005791	geneID=LOC_00005791	protein_coding	Dffa:_DNA_fragmentation_factor_subunit_alpha_(Mus_musculus)	chr15	4691	20.8172153628	25.3420309211	30.5036704477	25.5543055772	4.6754944824
chr15	EviAnn	gene	8046055	8200262	.	+	.	LOC_00005792	geneID=LOC_00005792	protein_coding	Pex14:_Peroxisomal_membrane_protein_PEX14_(Rattus_norvegicus)	chr15	8679	10.7639153759	11.4887697056	14.9479708966	12.4002186594	3.6322936555
chr15	EviAnn	gene	8225669	8366423	.	-	.	LOC_00005793	geneID=LOC_00005793	protein_coding	Casz1:_Zinc_finger_protein_castor_homolog_1_(Mus_musculus)	chr15	7543	2.0953466817	0.8159885977	2.8730901116	1.928141797	0.9472111523
chr15	EviAnn	gene	8703867	8719862	.	+	.	LOC_00005794	geneID=LOC_00005794	protein_coding	TARDBP:_TAR_DNA-binding_protein_43_(Gallus_gallus)	chr15	8176	111.6722770152	113.0940749072	114.8131091448	113.1931536891	6.8226428914
chr15	EviAnn	gene	8715481	8720621	.	+	.	LOC_00005796	geneID=LOC_00005796	protein_coding	function_unknown	chr15	4619	4.0328116836	4.0356923959	5.527401143	4.5319684075	2.1801378041
chr15	EviAnn	gene	8718837	8743186	.	-	.	LOC_00005795	geneID=LOC_00005795	protein_coding	MASP2:_Mannan-binding_lectin_serine_protease_2_(Homo_sapiens)	chr15	2718	3.5305424201	1.2940191301	4.1505403401	2.9917006301	1.5809658166
chr15	EviAnn	gene	8759564	8764208	.	-	.	LOC_00005797	geneID=LOC_00005797	protein_coding	sst2:_Somatostatin-2_(Protopterus_annectens)	NA	NA	NA	NA	NA	NA	NA
chr15	EviAnn	gene	8835191	8853642	.	-	.	LOC_00005798	geneID=LOC_00005798	protein_coding	SRM:_Spermidine_synthase_(Homo_sapiens)	chr15	4400	2.1167678598	4.8360729939	3.845852947	3.5995646003	1.8478224102
chr15	EviAnn	gene	8838566	8890787	.	-	.	LOC_00005799	geneID=LOC_00005799	protein_coding	F52C9.6:_Putative_uncharacterized_transposon-derived_protein_F52C9.6_(Caenorhabditis_elegans)	NA	NA	NA	NA	NA	NA	NA
chr15	EviAnn	gene	8853953	8890700	.	-	.	LOC_00005800	geneID=LOC_00005800	protein_coding	EXOSC10:_Exosome_complex_component_10_(Homo_sapiens)	NA	NA	NA	NA	NA	NA	NA
chr15	EviAnn	gene	8891341	9010864	.	+	.	LOC_00005801	geneID=LOC_00005801	protein_coding	Mtor:_Serine/threonine-protein_kinase_mTOR_(Rattus_norvegicus)	chr15	8788	62.1124114842	56.8314118542	73.8128353505	64.2522195629	6.0056743873
chr15	EviAnn	gene	8949689	8959221	.	-	.	LOC_00005802	geneID=LOC_00005802	protein_coding	ANGPTL7:_Angiopoietin-related_protein_7_(Homo_sapiens)	NA	NA	NA	NA	NA	NA	NA
chr15	EviAnn	gene	9011504	9022728	.	-	.	LOC_00005803	geneID=LOC_00005803	protein_coding	FBXO44:_F-box_only_protein_44_(Homo_sapiens)	chr15	2907	16.3108359341	15.7890365127	24.2032568279	18.7677097582	4.2301807023
chr15	EviAnn	gene	9023706	9043112	.	-	.	LOC_00005804	geneID=LOC_00005804	protein_coding	FBXO6:_F-box_only_protein_6_(Bos_taurus)	chr15	9375	33.988706329	32.5077895699	30.5897793982	32.3620917657	5.0162329561
chr15	EviAnn	gene	9048352	9050598	.	-	.	LOC_00005805	geneID=LOC_00005805	protein_coding	Fbxo6:_F-box_only_protein_6_(Rattus_norvegicus)	chr15	723	3.5133076512	4.3781875464	2.463675179	3.4517234588	1.787316885
chr15	EviAnn	gene	9069563	9076459	.	-	.	LOC_00005806	geneID=LOC_00005806	protein_coding	FBXO44:_F-box_only_protein_44_(Homo_sapiens)	NA	NA	NA	NA	NA	NA	NA
chr15	EviAnn	gene	9093188	9159785	.	+	.	LOC_00005807	geneID=LOC_00005807	protein_coding	UBIAD1:_UbiA_prenyltransferase_domain-containing_protein_1_(Gallus_gallus)	chr15	14025	16.8435859649	13.3037068782	24.4483530996	18.1985486475	4.1857514935
chr15	EviAnn	gene	9300633	9330688	.	+	.	LOC_00005808	geneID=LOC_00005808	protein_coding	DISP3:_Protein_dispatched_homolog_3_(Gallus_gallus)	NA	NA	NA	NA	NA	NA	NA
chr15	EviAnn	gene	9428246	9445884	.	-	.	LOC_00005809	geneID=LOC_00005809	protein_coding	FBXO2:_F-box_only_protein_2_(Homo_sapiens)	NA	NA	NA	NA	NA	NA	NA
chr15	EviAnn	gene	9447598	9449977	.	-	.	XLOC_005434U_lncRNA	geneID=XLOC_005434U_lncRNA	lncRNA	function_unknown	NA	NA	NA	NA	NA	NA	NA
chr15	EviAnn	gene	9456489	9458102	.	+	.	XLOC_005288U_lncRNA	geneID=XLOC_005288U_lncRNA	lncRNA	function_unknown	NA	NA	NA	NA	NA	NA	NA
chr15	EviAnn	gene	9458631	9467475	.	-	.	LOC_00005810	geneID=LOC_00005810	protein_coding	FBXO44:_F-box_only_protein_44_(Homo_sapiens)	chr15	2632	49.7558402717	24.9888270204	35.078821873	36.6078297217	5.1940803416
chr15	EviAnn	gene	9467615	9479301	.	+	.	LOC_00005811	geneID=LOC_00005811	protein_coding	FBXO44:_F-box_only_protein_44_(Homo_sapiens)	chr15	2486	14.8724370951	9.0545943571	14.8078175882	12.9116163468	3.6905977113
chr15	EviAnn	gene	9482942	9490283	.	+	.	LOC_00005812	geneID=LOC_00005812	protein_coding	Fbxo6:_F-box_only_protein_6_(Rattus_norvegicus)	NA	NA	NA	NA	NA	NA	NA
chr15	EviAnn	gene	9507406	9507483	.	+	.	LOC_00005813	geneID=LOC_00005813	protein_coding	function_unknown	NA	NA	NA	NA	NA	NA	NA
chr15	EviAnn	gene	9507651	9517967	.	+	.	LOC_00005814	geneID=LOC_00005814	protein_coding	Fbxo6:_F-box_only_protein_6_(Rattus_norvegicus)	chr15	2825	57.8458331962	54.2200428347	61.1610633546	57.7423131285	5.8515569973
chr15	EviAnn	gene	9517416	9527896	.	-	.	LOC_00005815	geneID=LOC_00005815	protein_coding	MAD2L2:_Mitotic_spindle_assembly_checkpoint_protein_MAD2B_(Gallus_gallus)	chr15	1939	618.4732086261	554.1451731067	668.4615279442	613.6933032257	9.2613740303
chr15	EviAnn	gene	9526928	9549559	.	+	.	LOC_00005816	geneID=LOC_00005816	protein_coding	DRAXIN:_Draxin_(Gallus_gallus)	chr15	2952	9.4652221375	7.9826777678	16.3923699281	11.2800899445	3.4957066663
chr15	EviAnn	gene	9553350	9572649	.	+	.	LOC_00005817	geneID=LOC_00005817	protein_coding	AGTRAP:_Type-1_angiotensin_II_receptor-associated_protein_(Homo_sapiens)	chr15	2110	6.9555721145	5.5840911778	14.3511998222	8.9636210382	3.1640816562
chr15	EviAnn	gene	9578388	9609300	.	+	.	LOC_00005818	geneID=LOC_00005818	protein_coding	C1orf167:_Uncharacterized_protein_C1orf167_(Homo_sapiens)	chr15	4143	3.2699286273	1.4856389071	2.5079773274	2.4211816206	1.2757113046
chr15	EviAnn	gene	9609815	9640605	.	-	.	LOC_00005819	geneID=LOC_00005819	protein_coding	function_unknown	NA	NA	NA	NA	NA	NA	NA
chr15	EviAnn	gene	9609815	9640605	.	-	.	LOC_00005820	geneID=LOC_00005820	protein_coding	MTHFR:_Methylenetetrahydrofolate_reductase_(NADPH)_(Bos_taurus)	chr15	4218	4.081644996	1.5842990971	5.2082957731	3.6247466221	1.857880151
chr15	EviAnn	gene	9689795	9696455	.	+	.	XLOC_005292U_lncRNA	geneID=XLOC_005292U_lncRNA	lncRNA	function_unknown	NA	NA	NA	NA	NA	NA	NA
chr15	EviAnn	gene	9702094	9707811	.	-	.	XLOC_005438U_lncRNA	geneID=XLOC_005438U_lncRNA	lncRNA	function_unknown	chr15	452	73.0565898528	52.1346565719	70.9342229628	65.3751564625	6.0306705891
chr15	EviAnn	gene	9709500	9724586	.	-	.	LOC_00005821	geneID=LOC_00005821	protein_coding	SPCC24B10.20:_Uncharacterized_oxidoreductase_C24B10.20_(Schizosaccharomyces_pombe_(strain_972_/_ATCC_24843))	NA	NA	NA	NA	NA	NA	NA
chr15	EviAnn	gene	9740374	9762122	.	-	.	LOC_00005822	geneID=LOC_00005822	protein_coding	CCNL1:_Cyclin-L1_(Gallus_gallus)	chr15	5246	370.3604002316	379.1019962464	477.8487270218	409.1037078333	8.6763228027
chr15	EviAnn	gene	9762242	9769610	.	-	.	LOC_00005823	geneID=LOC_00005823	protein_coding	Mrpl20:_Large_ribosomal_subunit_protein_bL20m_(Mus_musculus)	chr15	3213	11.3315926515	14.4495178157	10.4409066525	12.0740057066	3.593832483
chr15	EviAnn	gene	9773290	9785817	.	-	.	LOC_00005824	geneID=LOC_00005824	protein_coding	ANKRD65:_Ankyrin_repeat_domain-containing_protein_65_(Bos_taurus)	NA	NA	NA	NA	NA	NA	NA
chr15	EviAnn	gene	9829100	9867693	.	+	.	LOC_00005825	geneID=LOC_00005825	protein_coding	TMEM278:_Transmembrane_protein_278_(Bos_taurus)	NA	NA	NA	NA	NA	NA	NA
chr15	EviAnn	gene	9962519	10004598	.	+	.	LOC_00005826	geneID=LOC_00005826	protein_coding	Vwa1:_von_Willebrand_factor_A_domain-containing_protein_1_(Mus_musculus)	NA	NA	NA	NA	NA	NA	NA
chr15	EviAnn	gene	10004038	10016501	.	-	.	LOC_00005827	geneID=LOC_00005827	protein_coding	function_unknown	chr15	8408	18.932081715	17.3180020715	20.9731777219	19.0744205028	4.2535673223
chr15	EviAnn	gene	10018551	10077923	.	+	.	LOC_00005828	geneID=LOC_00005828	protein_coding	atad3:_ATPase_family_AAA_domain-containing_protein_3_(Xenopus_tropicalis)	chr15	2560	13.1195507979	12.9145131088	26.5562049712	17.530089626	4.1317614671
chr15	EviAnn	gene	10106153	10148249	.	-	.	LOC_00005829	geneID=LOC_00005829	protein_coding	Tmem240:_Transmembrane_protein_240_(Mus_musculus)	NA	NA	NA	NA	NA	NA	NA
chr15	EviAnn	gene	10165665	10224279	.	-	.	LOC_00005830	geneID=LOC_00005830	protein_coding	SSU72:_RNA_polymerase_II_subunit_A_C-terminal_domain_phosphatase_SSU72_(Gallus_gallus)	chr15	7048	5.8064952644	7.385603169	8.129463933	7.1071874555	2.8292787516
chr15	EviAnn	gene	10166375	10212036	.	-	.	LOC_00005831	geneID=LOC_00005831	protein_coding	function_unknown	chr15	43960	27.1834853459	17.5937207605	32.4628715544	25.7466925536	4.686315209
chr15	EviAnn	gene	10225604	10226750	.	-	.	LOC_00005832	geneID=LOC_00005832	protein_coding	ACTRT2:_Actin-related_protein_T2_(Macaca_fascicularis)	NA	NA	NA	NA	NA	NA	NA
chr15	EviAnn	gene	10270294	10327891	.	-	.	LOC_00005833	geneID=LOC_00005833	protein_coding	Golim4:_Golgi_integral_membrane_protein_4_(Rattus_norvegicus)	chr15	2968	9.6043824728	5.3325970284	10.6026021095	8.5131938702	3.0897004852
chr15	EviAnn	gene	10345192	10435599	.	+	.	LOC_00005834	geneID=LOC_00005834	protein_coding	MIB2:_E3_ubiquitin-protein_ligase_MIB2_(Gallus_gallus)	chr15	3805	101.0262926009	83.6072731673	142.3897418649	109.007769211	6.7682871523
