"Chromosome","Source","Type","Start","Stop","Score","Strand","Phase","Name","GeneID","BioType","Function","Length","rna_10","rna_16","rna_KI01","Mmean","value"
"chr11","EviAnn","gene",41146918,41159295,".","+",".","LOC_00010645","geneID=LOC_00010645","protein_coding","Transposon_TX1_uncharacterized_149_kDa_protein_(Xenopus_laevis)",10652,12.8416,13.005,12.7617,12.8694333333333,3.68587662512133
"chr11","EviAnn","gene",41168637,41331258,".","+",".","LOC_00010646","geneID=LOC_00010646","protein_coding","MAP2K5:_Dual_specificity_mitogen-activated_protein_kinase_kinase_5_(Homo_sapiens)",1094,6.65968,6.61946,0,4.42638,2.14612731028548
"chr11","EviAnn","gene",41372094,41385029,".","+",".","LOC_00010647","geneID=LOC_00010647","protein_coding","SKOR1:_SKI_family_transcriptional_corepressor_1_(Homo_sapiens)",2729,1.58064,0.911098,0,0.830579333333333,-0.267810120149033
"chr11","EviAnn","gene",41427602,41508886,".","+",".","LOC_00010648","geneID=LOC_00010648","protein_coding","PIAS1:_E3_SUMO-protein_ligase_PIAS1_(Homo_sapiens)",15319.4,106.796,57.6311,84.9957,83.1409333333333,6.37748703851736
"chr11","EviAnn","gene",41504362,41538877,".","-",".","LOC_00010650","geneID=LOC_00010650","protein_coding","CALML4:_Calmodulin-like_protein_4_(Bos_taurus)",3016.53,694.638,660.151,670.128,674.972333333333,9.39868455804068
"chr11","EviAnn","gene",41544498,41553478,".","+",".","LOC_00010653","geneID=LOC_00010653","protein_coding","FEM1B:_Protein_fem-1_homolog_B_(Gallus_gallus)",2438,3.57052,1.50463,0,1.69171666666667,0.75848796217924
"chr11","EviAnn","gene",41922950,41949153,".","-",".","LOC_00010656","geneID=LOC_00010656","protein_coding","ANP32A:_Acidic_leucine-rich_nuclear_phosphoprotein_32_family_member_A_(Bos_taurus)",2364,1.84603,4.25464,8.87502,4.99189666666667,2.31958807041199
"chr11","EviAnn","gene",41949174,41970352,".","+",".","LOC_00010658","geneID=LOC_00010658","protein_coding","function_unknown",7722,31.1694,39.9242,19.9066,30.3334,4.92283531023239
"chr11","EviAnn","gene",41949633,41955776,".","-",".","LOC_00010657","geneID=LOC_00010657","protein_coding","function_unknown",5704,236.903,224.724,240.938,234.188333333333,7.8715253960093
"chr11","EviAnn","gene",42091670,42183009,".","+",".","LOC_00010660","geneID=LOC_00010660","protein_coding","GLCE:_D-glucuronyl_C5-epimerase_(Homo_sapiens)",19632,368.037,94.1355,258.118,240.096833333333,7.90747256558619
"chr11","EviAnn","gene",42114037,42183023,".","+",".","LOC_00010662","geneID=LOC_00010662","protein_coding","function_unknown",35718,0.737617,0,0.708507,0.482041333333333,-1.05277123714922
"chr11","EviAnn","gene",42160863,42173917,".","-",".","LOC_00010661","geneID=LOC_00010661","protein_coding","function_unknown",13055,480.231,61.9684,518.398,353.532466666667,8.46569890084384
"chr11","EviAnn","gene",42471264,42573172,".","-",".","LOC_00010665","geneID=LOC_00010665","protein_coding","Tle3:_Transducin-like_enhancer_protein_3_(Rattus_norvegicus)",4526.35,8.79199,4.18149,1.67332,4.88226666666667,2.28755109646499
"chr11","EviAnn","gene",42821738,42880871,".","-",".","LOC_00010666","geneID=LOC_00010666","protein_coding","UACA:_Uveal_autoantigen_with_coiled-coil_domains_and_ankyrin_repeats_(Homo_sapiens)",15906.7,120.686,100.744,63.3738,94.9346,6.56886208467172
"chr11","EviAnn","gene",42854574,42919136,".","-",".","LOC_00010667","geneID=LOC_00010667","protein_coding","Morf4l1:_Mortality_factor_4-like_protein_1_(Rattus_norvegicus)",19652.8,165.139,172.021,161.803,166.321,7.37782652727018
"chr11","EviAnn","gene",42921104,43010685,".","+",".","LOC_00010668","geneID=LOC_00010668","protein_coding","Adamts7:_A_disintegrin_and_metalloproteinase_with_thrombospondin_motifs_7_(Mus_musculus)",6607,13.7586,14.4395,8.6662,12.2881,3.6191899566936
"chr11","EviAnn","gene",43053780,43058516,".","-",".","LOC_00010669","geneID=LOC_00010669","protein_coding","CIAO2A:_Cytosolic_iron-sulfur_assembly_component_2A_(Bos_taurus)",1240,135.694,272.308,256.692,221.564666666667,7.79158402021815
"chr11","EviAnn","gene",43067695,43116224,".","+",".","LOC_00010670","geneID=LOC_00010670","protein_coding","SPG11:_Spatacsin_(Homo_sapiens)",6345,0.652013,2.25804,1.17843,1.36282766666667,0.446603140892688
"chr11","EviAnn","gene",43123637,43140278,".","-",".","LOC_00010671","geneID=LOC_00010671","protein_coding","Eif3j:_Eukaryotic_translation_initiation_factor_3_subunit_J_(Rattus_norvegicus)",2911.07,115.04,115.592,119.59,116.740666666667,6.86716340187698
"chr11","EviAnn","gene",43155631,43265435,".","-",".","LOC_00010676","geneID=LOC_00010676","protein_coding","function_unknown",40040,33.6561,35.4223,27.8653,32.3145666666667,5.01411274031591
"chr11","EviAnn","gene",43203131,43221300,".","+",".","LOC_00010674","geneID=LOC_00010674","protein_coding","function_unknown",10505,137.418,110.036,165.085,137.513,7.10342420222283
"chr11","EviAnn","gene",43221574,43265468,".","-",".","LOC_00010675","geneID=LOC_00010675","protein_coding","Golm2:_Protein_GOLM2_(Mus_musculus)",9755,96.2168,78.0183,76.0034,83.4128333333333,6.38219745891726
"chr11","EviAnn","gene",43300926,43525024,".","+",".","LOC_00010677","geneID=LOC_00010677","protein_coding","FRMD5:_FERM_domain-containing_protein_5_(Homo_sapiens)",2883,4.47074,2.57733,9.85857,5.63554666666667,2.49455556337635
"chr11","EviAnn","gene",43527565,43563857,".","-",".","LOC_00010678","geneID=LOC_00010678","protein_coding","WDR76:_WD_repeat-containing_protein_76_(Rhinolophus_ferrumequinum)",2572,1.68483,7.05912,0.871395,3.205115,1.68037612188403
"chr11","EviAnn","gene",43565925,43611983,".","-",".","LOC_00010679","geneID=LOC_00010679","protein_coding","blm:_RecQ-like_DNA_helicase_BLM_(Xenopus_laevis)",16551.3,357.353,352.876,366.351,358.86,8.48727731321378
"chr11","EviAnn","gene",43596235,43606452,".","-",".","LOC_00010680","geneID=LOC_00010680","protein_coding","CTSH:_Pro-cathepsin_H_(Sus_scrofa)",2102,0,55.1809,49.5103,34.8970666666667,5.12503386819025
"chr11","EviAnn","gene",43618873,43727382,".","-",".","LOC_00010681","geneID=LOC_00010681","protein_coding","RASGRF1:_Ras-specific_guanine_nucleotide-releasing_factor_1_(Homo_sapiens)",3750,1.1273,1.30044,0,0.809246666666667,-0.305348576984114
"chr11","EviAnn","gene",43951160,43985046,".","+",".","LOC_00010683","geneID=LOC_00010683","protein_coding","Znf710:_Zinc_finger_protein_710_(Mus_musculus)",2400,4.5399,3.6389,5.31536,4.49805333333333,2.16930076722497
"chr11","EviAnn","gene",43984470,43993264,".","-",".","LOC_00010684","geneID=LOC_00010684","protein_coding","IDH2:_Isocitrate_dehydrogenase_[NADP],_mitochondrial_(Homo_sapiens)",2725,8.70724,5.4752,0.951911,5.04478366666667,2.33479240417425
"chr11","EviAnn","gene",44001002,44025778,".","+",".","LOC_00010685","geneID=LOC_00010685","protein_coding","Sema4b:_Semaphorin-4B_(Mus_musculus)",11544,1.23709,2.24512,4.90068,2.79429666666667,1.48248519784399
"chr11","EviAnn","gene",44024929,44037979,".","-",".","LOC_00010686","geneID=LOC_00010686","protein_coding","CIB1:_Calcium_and_integrin-binding_protein_1_(Homo_sapiens)",6206.55,131.944,135.785,156.953,141.560666666667,7.14527665090333
"chr11","EviAnn","gene",44037623,44041671,".","+",".","LOC_00010687","geneID=LOC_00010687","protein_coding","gdpgp1:_GDP-D-glucose_phosphorylase_1_(Xenopus_tropicalis)",2887,15.6244,16.2989,8.05418,13.3258266666667,3.73615312812753
"chr11","EviAnn","gene",44042106,44054317,".","+",".","LOC_00010688","geneID=LOC_00010688","protein_coding","Ttll13:_Tubulin_polyglutamylase_TTLL13_(Mus_musculus)",3517.67,0,5.1977,7.34551,4.18107,2.06387219736614
"chr11","EviAnn","gene",44047659,44054829,".","+",".","LOC_00010689","geneID=LOC_00010689","protein_coding","function_unknown",2269.4,19.3002,11.9962,0,10.4321333333333,3.38296230880495
"chr11","EviAnn","gene",44062166,44063101,".","+",".","LOC_00010690","geneID=LOC_00010690","protein_coding","NGRN:_Neugrin_(Homo_sapiens)",737,0,0,17.4289,5.80963333333333,2.53844711287688
"chr11","EviAnn","gene",44064764,44067484,".","+",".","LOC_00010691","geneID=LOC_00010691","protein_coding","HDDC3:_Guanosine-3',5'-bis(diphosphate)_3'-pyrophosphohydrolase_MESH1_(Homo_sapiens)",1941,3.43803,0,2.75223,2.06342,1.04503750529886
"chr11","EviAnn","gene",44067736,44081937,".","+",".","LOC_00010692","geneID=LOC_00010692","protein_coding","Vps33b:_Vacuolar_protein_sorting-associated_protein_33B_(Mus_musculus)",2575.96,6.72813,7.61183,12.9025,9.08082,3.18282257907113
"chr11","EviAnn","gene",44085371,44093693,".","+",".","LOC_00010693","geneID=LOC_00010693","protein_coding","PRC1:_Protein_regulator_of_cytokinesis_1_(Homo_sapiens)",2975,4.32305,11.631,26.8682,14.2740833333333,3.83532619508724
"chr11","EviAnn","gene",44093613,44100412,".","-",".","LOC_00010694","geneID=LOC_00010694","protein_coding","RCCD1:_RCC1_domain-containing_protein_1_(Homo_sapiens)",4891,0.426842,0,1.02818,0.485007333333333,-1.04392153380688
"chr11","EviAnn","gene",44101462,44114206,".","-",".","LOC_00010695","geneID=LOC_00010695","protein_coding","Unc45a:_Protein_unc-45_homolog_A_(Rattus_norvegicus)",3685,0.574134,0.473678,0.691062,0.579624666666667,-0.786809102959307
"chr11","EviAnn","gene",44117468,44161260,".","-",".","LOC_00010696","geneID=LOC_00010696","protein_coding","MAN2A2:_Alpha-mannosidase_2x_(Homo_sapiens)",8800.41,107.983,111.866,101.309,107.052666666667,6.74217692327357
"chr11","EviAnn","gene",44175619,44201749,".","-",".","LOC_00010697","geneID=LOC_00010697","protein_coding","V-FPS:_Tyrosine-protein_kinase_transforming_protein_Fps_(Fujinami_sarcoma_virus)",3050,11.9274,8.09045,22.1085,14.0421166666667,3.81168851445708
"chr11","EviAnn","gene",44201636,44226806,".","-",".","LOC_00010698","geneID=LOC_00010698","protein_coding","FURIN:_Furin_(Bos_taurus)",6892.14,24.5502,16.5843,16.2129,19.1158,4.25669367339534
"chr11","EviAnn","gene",44244146,44258217,".","+",".","LOC_00010699","geneID=LOC_00010699","protein_coding","MFAP1:_Microfibrillar-associated_protein_1_(Bos_taurus)",3223,49.6194,32.0454,55.7228,45.7958666666667,5.51714548778169
"chr11","EviAnn","gene",44255543,44266898,".","-",".","LOC_00010700","geneID=LOC_00010700","protein_coding","Hypk:_Huntingtin-interacting_protein_K_(Mus_musculus)",3845,382.637,379.308,440.804,400.916333333333,8.64715738386355
"chr11","EviAnn","gene",44271460,44280325,".","+",".","LOC_00010701","geneID=LOC_00010701","protein_coding","SERINC4:_Serine_incorporator_4_(Homo_sapiens)",1503,0,1.75809,3.66456,1.80755,0.854035555200929
"chr11","EviAnn","gene",44302369,44311920,".","-",".","LOC_00010702","geneID=LOC_00010702","protein_coding","PDIA3:_Protein_disulfide-isomerase_A3_(Gallus_gallus)",2339.03,81.2355,67.5262,71.0991,73.2869333333333,6.19548409139602
"chr11","EviAnn","gene",44312898,44314998,".","-",".","LOC_00010703","geneID=LOC_00010703","protein_coding","slc39a1:_Zinc_transporter_ZIP1_(Danio_rerio)",969.912,584.079,371.475,374.89,443.481333333333,8.7927295707967
"chr11","EviAnn","gene",44368380,44394092,".","-",".","LOC_00010704","geneID=LOC_00010704","protein_coding","CKMT1:_Creatine_kinase_U-type,_mitochondrial_(Gallus_gallus)",1282.5,0,2.26026,0,0.75342,-0.408473763861358
"chr11","EviAnn","gene",44409955,44520541,".","+",".","LOC_00010705","geneID=LOC_00010705","protein_coding","PPIP5K1:_Inositol_hexakisphosphate_and_diphosphoinositol-pentakisphosphate_kinase_1_(Homo_sapiens)",12262.6,12.4714,10.7051,13.831,12.3358333333333,3.62478327345676
"chr11","EviAnn","gene",44522082,44588450,".","-",".","LOC_00010706","geneID=LOC_00010706","protein_coding","MAP1A:_Microtubule-associated_protein_1A_(Homo_sapiens)",9132,3.59036,1.91485,3.85693,3.12071333333333,1.64187583832952
"chr11","EviAnn","gene",44607543,44725758,".","+",".","LOC_00010707","geneID=LOC_00010707","protein_coding","Tp53bp1:_TP53-binding_protein_1_(Mus_musculus)",7932.93,201.878,162.985,151.075,171.979333333333,7.42609139720844
"chr11","EviAnn","gene",44665243,44793087,".","-",".","LOC_00010710","geneID=LOC_00010710","protein_coding","TUBGCP4:_Gamma-tubulin_complex_component_4_(Homo_sapiens)",11449.9,169.541,100.629,101.157,123.775666666667,6.95158390957857
"chr11","EviAnn","gene",44725898,44790033,".","-",".","LOC_00010708","geneID=LOC_00010708","protein_coding","Transposable_element_Tcb1_transposase_(Caenorhabditis_briggsae)",14049,52.6427,69.6937,63.778,62.0381333333333,5.95508337263374
"chr11","EviAnn","gene",44755021,44790036,".","-",".","LOC_00010711","geneID=LOC_00010711","protein_coding","pol:_RNA-directed_DNA_polymerase_from_mobile_element_jockey_(Drosophila_melanogaster)",8428.17,4.38458,5.14661,5.01542,4.84887,2.27764857506453
"chr11","EviAnn","gene",44793104,44983790,".","+",".","LOC_00010712","geneID=LOC_00010712","protein_coding","IQGAP1:_Ras_GTPase-activating-like_protein_IQGAP1_(Homo_sapiens)",6173,0,1.68629,0,0.562096666666667,-0.831109835387675
"chr12","EviAnn","gene",401303,555189,".","+",".","LOC_00015285","geneID=LOC_00015285","protein_coding","Crebbp:_Histone_lysine_acetyltransferase_CREBBP_(Rattus_norvegicus)",11545.5,39.5944,27.0619,31.5062,32.7208333333333,5.03213758615474
"chr12","EviAnn","gene",433914,440153,".","-",".","LOC_00015286","geneID=LOC_00015286","protein_coding","function_unknown",2970,235.523,246.108,431.643,304.424666666667,8.24994145083662
"chr12","EviAnn","gene",556959,583431,".","-",".","LOC_00015287","geneID=LOC_00015287","protein_coding","SLX4:_Structure-specific_endonuclease_subunit_SLX4_(Homo_sapiens)",5648.98,42.6385,27.6703,17.4031,29.2373,4.8697381826324
"chr12","EviAnn","gene",584557,612534,".","-",".","LOC_00015288","geneID=LOC_00015288","protein_coding","TRAP1:_Heat_shock_protein_75_kDa,_mitochondrial_(Homo_sapiens)",2769.36,17.8929,40.4208,24.0293,27.4476666666667,4.77861160544719
"chr12","EviAnn","gene",605660,617576,".","+",".","LOC_00015289","geneID=LOC_00015289","protein_coding","Fam234a:_Protein_FAM234A_(Rattus_norvegicus)",2773,3.88428,1.79123,4.67139,3.44896666666667,1.78616418560738
"chr12","EviAnn","gene",642866,649869,".","+",".","LOC_00015290","geneID=LOC_00015290","protein_coding","PDIA2:_Protein_disulfide-isomerase_A2_(Homo_sapiens)",1608,1.41516,4.88531,0,2.10015666666667,1.07049695350688
"chr12","EviAnn","gene",650866,685182,".","-",".","LOC_00015291","geneID=LOC_00015291","protein_coding","AXIN1:_Axin-1_(Gallus_gallus)",12296.6,84.7679,29.9742,51.0278,55.2566333333333,5.78807575943974
"chr12","EviAnn","gene",691074,698063,".","-",".","LOC_00015292","geneID=LOC_00015292","protein_coding","mrpl28:_Large_ribosomal_subunit_protein_bL28m_(Xenopus_laevis)",1699,17.2875,4.59183,0,7.29311,2.86653415402989
"chr12","EviAnn","gene",698449,710140,".","-",".","LOC_00015293","geneID=LOC_00015293","protein_coding","Pgap6:_Post-GPI_attachment_to_proteins_factor_6_(Mus_musculus)",7175,76.9878,44.3296,33.5803,51.6325666666667,5.69020941146879
"chr12","EviAnn","gene",710299,727519,".","+",".","LOC_00015294","geneID=LOC_00015294","protein_coding","cygb2:_Cytoglobin-2_(Danio_rerio)",957.877,44.2924,19.9619,42.0524,35.4355666666667,5.14712621491755
"chr12","EviAnn","gene",733848,734858,".","-",".","LOC_00015295","geneID=LOC_00015295","protein_coding","Hemoglobin_subunit_alpha-D_(Drymarchon_melanurus_erebennus)",792,60.1341,21.5884,127.639,69.7871666666667,6.12488985498131
"chr12","EviAnn","gene",746520,776258,".","+",".","LOC_00015296","geneID=LOC_00015296","protein_coding","Nprl3:_GATOR1_complex_protein_NPRL3_(Mus_musculus)",2228.21,507.024,344.064,288.701,379.929666666667,8.5695885584816
"chr12","EviAnn","gene",773766,806595,".","-",".","LOC_00015297","geneID=LOC_00015297","protein_coding","Mpg:_DNA-3-methyladenine_glycosylase_(Mus_musculus)",31171,347.165,376.142,541.698,421.668333333333,8.71996487120119
"chr12","EviAnn","gene",788479,808042,".","+",".","LOC_00015298","geneID=LOC_00015298","protein_coding","RHBDF1:_Inactive_rhomboid_protein_1_(Callithrix_jacchus)",2958,237.778,107.828,197.077,180.894333333333,7.49900340480991
"chr12","EviAnn","gene",807914,858768,".","-",".","LOC_00015299","geneID=LOC_00015299","protein_coding","SNRNP25:_U11/U12_small_nuclear_ribonucleoprotein_25_kDa_protein_(Homo_sapiens)",9616.31,278.644,329.988,336.62,315.084,8.29959268577814
"chr12","EviAnn","gene",810618,837253,".","+",".","LOC_00015300","geneID=LOC_00015300","protein_coding","Polr3k:_DNA-directed_RNA_polymerase_III_subunit_RPC10_(Mus_musculus)",26466,224.983,163.491,238.041,208.838333333333,7.70624273996791
"chr12","EviAnn","gene",811449,813328,".","+",".","LOC_00015301","geneID=LOC_00015301","protein_coding","function_unknown",1793,46.9433,73.8608,79.9187,66.9076,6.06409819005249
"chr12","EviAnn","gene",858854,891030,".","+",".","LOC_00015302","geneID=LOC_00015302","protein_coding","KATNIP:_Katanin-interacting_protein_(Homo_sapiens)",4883,37.1985,20.2309,42.227,33.2188,5.05392805303659
"chr12","EviAnn","gene",927766,974696,".","-",".","LOC_00015303","geneID=LOC_00015303","protein_coding","ADCY9:_Adenylate_cyclase_type_9_(Gallus_gallus)",15163.7,439.674,334.672,403.882,392.742666666667,8.61744052738864
"chr12","EviAnn","gene",971697,1000125,".","+",".","LOC_00015304","geneID=LOC_00015304","protein_coding","function_unknown",1196,725.946,625.589,548.978,633.504333333333,9.30721067758142
"chr12","EviAnn","gene",997268,1031735,".","-",".","LOC_00015305","geneID=LOC_00015305","protein_coding","SRL:_Sarcalumenin_(Gallus_gallus)",2067.78,0,1.58719,3.91335,1.83351333333333,0.874610757385241
"chr12","EviAnn","gene",1033770,1048238,".","-",".","LOC_00015306","geneID=LOC_00015306","protein_coding","TFAP4:_Transcription_factor_AP-4_(Homo_sapiens)",3763,14.04,29.1537,12.8442,18.6793,4.22336848647397
"chr12","EviAnn","gene",1080765,1084893,".","+",".","LOC_00015307","geneID=LOC_00015307","protein_coding","Glis2:_Zinc_finger_protein_GLIS2_(Mus_musculus)",1590,1.43335,3.29858,5.15727,3.2964,1.72089131624756
"chr12","EviAnn","gene",1088406,1199412,".","-",".","LOC_00015308","geneID=LOC_00015308","protein_coding","CORO7:_Coronin-7_(Bos_taurus)",11358.5,159.888,125.201,140.278,141.789,7.14760180231677
"chr12","EviAnn","gene",1128847,1130835,".","+",".","LOC_00015309","geneID=LOC_00015309","protein_coding","VASN:_Vasorin_(Homo_sapiens)",1989,56.8869,61.664,54.9221,57.8243333333333,5.85360482276589
"chr12","EviAnn","gene",1153853,1160576,".","-",".","LOC_00015311","geneID=LOC_00015311","protein_coding","function_unknown",6330,0.326803,1.13178,0.393767,0.61745,-0.69560578033197
"chr12","EviAnn","gene",1204784,1227483,".","+",".","LOC_00015313","geneID=LOC_00015313","protein_coding","DNAJA3:_DnaJ_homolog_subfamily_A_member_3,_mitochondrial_(Homo_sapiens)",2906.23,31.7663,24.5252,29.5396,28.6103666666667,4.83846608205534
"chr12","EviAnn","gene",1224990,1233838,".","-",".","LOC_00015314","geneID=LOC_00015314","protein_coding","NMRAL1:_NmrA-like_family_domain-containing_protein_1_(Bos_taurus)",2010.65,198.39,150.849,165.565,171.601333333333,7.42291695232031
"chr12","EviAnn","gene",1235064,1248584,".","+",".","LOC_00015315","geneID=LOC_00015315","protein_coding","Hmox2:_Heme_oxygenase_2_(Rattus_norvegicus)",10638,15.5016,4.82972,10.9323,10.4212066666667,3.3814504311627
"chr12","EviAnn","gene",1249276,1263215,".","-",".","LOC_00015316","geneID=LOC_00015316","protein_coding","Cdip1:_Cell_death-inducing_p53-target_protein_1_(Rattus_norvegicus)",4584.7,98.6239,86.5566,118.752,101.310833333333,6.66264464190606
"chr12","EviAnn","gene",1266498,1281078,".","+",".","LOC_00015317","geneID=LOC_00015317","protein_coding","C16orf96:_Uncharacterized_protein_C16orf96_(Homo_sapiens)",2025,2.18709,3.77863,2.62681,2.86417666666667,1.51812048291752
