Chromosome	Source	Type	Start	Stop	Score	Strand	Phase	Name	GeneID	BioType	Function	Length	SRR2889295	SRR2889296	SRR2889297
NC_052534.1	Gnomon	gene	64496573	64501564	.	+	.	gene-LOC121110193	Name=LOC121110193	lncRNA	Dbxref=CGNC:90056,GeneID:121110193	NA	NA	NA	NA
NC_052534.1	BestRefSeq%2CGnomon	gene	64512322	64534630	.	+	.	gene-HDAC2	Name=HDAC2	protein_coding	Dbxref=CGNC:11140,GeneID:395635	1467	27.4111	32.7479	28.1927
NC_052534.1	Gnomon	gene	64515184	64517379	.	-	.	gene-LOC121113157	Name=LOC121113157	lncRNA	Dbxref=CGNC:93003,GeneID:121113157	NA	NA	NA	NA
NC_052534.1	BestRefSeq%2CGnomon	gene	64578574	64583336	.	-	.	gene-MARCKS	Name=MARCKS	protein_coding	Dbxref=CGNC:49823,GeneID:396473	846	4.8168	5.57139	3.12071
NC_052534.1	Gnomon	gene	64583427	64585614	.	+	.	gene-LOC124418339	Name=LOC124418339	protein_coding	Dbxref=GeneID:124418339	487	0	0	0.427465
NC_052534.1	Gnomon	gene	64585174	64586447	.	-	.	gene-LOC121110194	Name=LOC121110194	lncRNA	Dbxref=CGNC:90057,GeneID:121110194	NA	NA	NA	NA
NC_052534.1	Gnomon	gene	64768893	64786564	.	+	.	gene-LOC121110195	Name=LOC121110195	lncRNA	Dbxref=CGNC:90058,GeneID:121110195	NA	NA	NA	NA
NC_052534.1	Gnomon	gene	64775989	64798209	.	-	.	gene-LOC124417837	Name=LOC124417837	lncRNA	Dbxref=GeneID:124417837	NA	NA	NA	NA
NC_052534.1	Gnomon	gene	64808252	64832996	.	-	.	gene-LOC107053094	Name=LOC107053094	lncRNA	Dbxref=CGNC:76093,GeneID:107053094	NA	NA	NA	NA
NC_052534.1	Gnomon	gene	64979490	65098894	.	+	.	gene-LOC101751140	Name=LOC101751140	lncRNA	Dbxref=CGNC:70571,GeneID:101751140	NA	NA	NA	NA
NC_052534.1	Gnomon	gene	65032242	65247019	.	-	.	gene-LOC112532117	Name=LOC112532117	lncRNA	Dbxref=CGNC:85515,GeneID:112532117	NA	NA	NA	NA
NC_052534.1	Gnomon	gene	65140344	65146651	.	+	.	gene-LOC107053093	Name=LOC107053093	lncRNA	Dbxref=CGNC:76092,GeneID:107053093	NA	NA	NA	NA
NC_052534.1	Gnomon	gene	65156561	65166851	.	-	.	gene-LOC124417817	Name=LOC124417817	lncRNA	Dbxref=GeneID:124417817	NA	NA	NA	NA
NC_052534.1	Gnomon	gene	65170632	65171301	.	-	.	gene-LOC121110196	Name=LOC121110196	lncRNA	Dbxref=CGNC:90059,GeneID:121110196	NA	NA	NA	NA
NC_052534.1	Gnomon	gene	65319152	65322495	.	-	.	gene-LOC101751267	Name=LOC101751267	lncRNA	Dbxref=CGNC:70693,GeneID:101751267	NA	NA	NA	NA
NC_052534.1	Gnomon	gene	65400812	65497195	.	+	.	gene-LAMA4	Name=LAMA4	protein_coding	Dbxref=CGNC:11149,GeneID:421749	5484	0.631908	0.896868	0.611548
NC_052534.1	Gnomon	gene	65435640	65442622	.	-	.	gene-LOC121110223	Name=LOC121110223	lncRNA	Dbxref=CGNC:90086,GeneID:121110223	NA	NA	NA	NA
NC_052534.1	Gnomon	gene	65501680	65517034	.	+	.	gene-TUBE1	Name=TUBE1	protein_coding	Dbxref=CGNC:11163,GeneID:421750	1203	2.01502	0.503184	1.47632
NC_052534.1	Gnomon	gene	65516573	65524119	.	-	.	gene-WISP3	Name=WISP3	protein_coding	Dbxref=CGNC:14041,GeneID:107056138	1029	0	0.401545	0.823909
NC_052534.1	Gnomon	gene	65579609	65581699	.	-	.	gene-LOC124417876	Name=LOC124417876	protein_coding	Dbxref=GeneID:124417876	609	0	0	0
NC_052534.1	BestRefSeq%2CGnomon	gene	65580445	65711082	.	+	.	gene-FYN	Name=FYN	protein_coding	Dbxref=CGNC:49738,GeneID:396294	1605	5.35311	5.09099	4.73066
NC_052534.1	Gnomon	gene	65708969	65743599	.	+	.	gene-TRAF3IP2	Name=TRAF3IP2	protein_coding	Dbxref=CGNC:11172,GeneID:421752	1599	29.808	32.4577	34.5468
NC_052534.1	Gnomon	gene	65709627	65774842	.	-	.	gene-LOC121110407	Name=LOC121110407	protein_coding	Dbxref=CGNC:90270,GeneID:121110407	918	1.37929	0.918531	0
NC_052534.1	Gnomon	gene	65722816	65729860	.	-	.	gene-LOC121110441	Name=LOC121110441	lncRNA	Dbxref=CGNC:90304,GeneID:121110441	NA	NA	NA	NA
NC_052534.1	Gnomon	gene	65774456	65889836	.	+	.	gene-REV3L	Name=REV3L	protein_coding	Dbxref=CGNC:11179,GeneID:428622	9504	3.81332	2.86117	3.04192
NC_052534.1	Gnomon	gene	65776341	65779607	.	+	.	gene-LOC107053089	Name=LOC107053089	lncRNA	Dbxref=CGNC:76088,GeneID:107053089	NA	NA	NA	NA
NC_052534.1	Gnomon	gene	65862352	65882891	.	-	.	gene-LOC121110442	Name=LOC121110442	lncRNA	Dbxref=CGNC:90305,GeneID:121110442	NA	NA	NA	NA
NC_052534.1	Gnomon	gene	65890059	65900276	.	-	.	gene-MFSD4B	Name=MFSD4B	protein_coding	Dbxref=CGNC:11181,GeneID:428623	1731	4.70367	5.81676	4.01013
NC_052534.1	BestRefSeq%2CGnomon	gene	65902335	65968667	.	-	.	gene-SLC16A10	Name=SLC16A10	protein_coding	Dbxref=CGNC:11185,GeneID:421753	1518	4.78686	6.09335	5.27056
NC_052534.1	Gnomon	gene	65972145	65988951	.	+	.	gene-LOC121110443	Name=LOC121110443	lncRNA	Dbxref=CGNC:90306,GeneID:121110443	NA	NA	NA	NA
NC_052534.1	Gnomon	gene	65988644	66000255	.	-	.	gene-RPF2	Name=RPF2	protein_coding	Dbxref=CGNC:11187,GeneID:428624	921	3.20589	4.80363	3.5219
NC_052534.1	BestRefSeq%2CGnomon	gene	66000624	66006057	.	-	.	gene-GTF3C6	Name=GTF3C6	protein_coding	Dbxref=CGNC:11188,GeneID:421754	598.949	10.9665	9.34649	8.20671
NC_052534.1	Gnomon	gene	66005257	66006236	.	+	.	gene-LOC121110444	Name=LOC121110444	lncRNA	Dbxref=CGNC:90307,GeneID:121110444	NA	NA	NA	NA
NC_052534.1	BestRefSeq%2CGnomon	gene	66023294	66040525	.	-	.	gene-AMD1	Name=AMD1	protein_coding	Dbxref=CGNC:11191,GeneID:421755	1026	2.82352	1.81311	2.2735
NC_052534.1	Gnomon	gene	66050132	66067185	.	-	.	gene-LOC121110445	Name=LOC121110445	lncRNA	Dbxref=CGNC:90308,GeneID:121110445	NA	NA	NA	NA
NC_052534.1	Gnomon	gene	66067094	66184716	.	+	.	gene-CDK19	Name=CDK19	protein_coding	Dbxref=CGNC:11193,GeneID:421756	1526.57	3.85715	3.20184	3.45233
NC_052534.1	Gnomon	gene	66212854	66246462	.	+	.	gene-SLC22A16	Name=SLC22A16	protein_coding	Dbxref=CGNC:11196,GeneID:421757	1656	1.17553	1.77299	1.20277
NC_052534.1	Gnomon	gene	66249852	66256629	.	+	.	gene-DDO	Name=DDO	protein_coding	Dbxref=CGNC:11198,GeneID:770953	1029	4.62289	7.42859	8.03311
NC_052534.1	Gnomon	gene	66263765	66318314	.	+	.	gene-METTL24	Name=METTL24	protein_coding	Dbxref=CGNC:11201,GeneID:421758	669	5.4281	5.83031	4.59094
NC_052534.1	BestRefSeq%2CGnomon	gene	66318177	66355168	.	-	.	gene-CDC40	Name=CDC40	protein_coding	Dbxref=CGNC:11202,GeneID:421760	1640	5.34655	6.20927	5.34449
NC_052534.1	Gnomon	gene	66355939	66435829	.	+	.	gene-WASF1	Name=WASF1	protein_coding	Dbxref=CGNC:11206,GeneID:421761	1686	1.15264	1.72693	1.1793
NC_052534.1	Gnomon	gene	66454118	66455837	.	-	.	gene-GPR6	Name=GPR6	protein_coding	Dbxref=CGNC:72019,GeneID:101747493	987	0	0	0
NC_052534.1	BestRefSeq%2CGnomon	gene	66483508	66550149	.	-	.	gene-FIG4	Name=FIG4	protein_coding	Dbxref=CGNC:11209,GeneID:421762	2697	1.94849	1.25109	1.89614
NC_052534.1	Gnomon	gene	66550441	66606484	.	+	.	gene-AK9	Name=AK9	protein_coding	Dbxref=CGNC:56490,GeneID:771077	5244.6	0	0.035237	0
NC_052534.1	Gnomon	gene	66606582	66616011	.	+	.	gene-ZBTB24	Name=ZBTB24	protein_coding	Dbxref=CGNC:11332,GeneID:421763	2028	0.660251	1.13052	0.675254
NC_052534.1	Gnomon	gene	66615634	66630768	.	+	.	gene-PPIL6	Name=PPIL6	protein_coding	Dbxref=CGNC:11337,GeneID:421764	885.882	0	0	0
NC_052534.1	Gnomon	gene	66626683	66636004	.	-	.	gene-LOC121110446	Name=LOC121110446	lncRNA	Dbxref=CGNC:90309,GeneID:121110446	NA	NA	NA	NA
NC_052534.1	Gnomon	gene	66636267	66647837	.	+	.	gene-CD164	Name=CD164	protein_coding	Dbxref=CGNC:49291,GeneID:395380	648	144.555	133.82	123.141
NC_052534.1	Gnomon	gene	66649441	66739078	.	-	.	gene-LOC101748060	Name=LOC101748060	protein_coding	Dbxref=CGNC:67551,GeneID:101748060	6453	0.309637	0.028114	0
NC_052534.1	Gnomon	gene	66703627	66714084	.	+	.	gene-LOC121110448	Name=LOC121110448	lncRNA	Dbxref=CGNC:90311,GeneID:121110448	NA	NA	NA	NA
NC_052534.1	Gnomon	gene	66741379	66764136	.	-	.	gene-CEP57L1	Name=CEP57L1	protein_coding	Dbxref=CGNC:51542,GeneID:421765	1317	0.30315	0	0
NC_052534.1	Gnomon	gene	66764500	66837795	.	+	.	gene-SESN1	Name=SESN1	protein_coding	Dbxref=CGNC:11380,GeneID:421766	1393.3	72.5758	77.8956	89.2035
NC_052534.1	Gnomon	gene	66822753	66824613	.	-	.	gene-LOC121110447	Name=LOC121110447	lncRNA	Dbxref=CGNC:90310,GeneID:121110447	NA	NA	NA	NA
NC_052534.1	Gnomon	gene	66841024	66936337	.	-	.	gene-ARMC2	Name=ARMC2	protein_coding	Dbxref=CGNC:11383,GeneID:421767	2521.71	0	0	0
NC_052534.1	Gnomon	gene	66934895	66967765	.	+	.	gene-LOC107053085	Name=LOC107053085	lncRNA	Dbxref=CGNC:76084,GeneID:107053085	NA	NA	NA	NA
NC_052534.1	Gnomon	gene	66965717	66975382	.	-	.	gene-LOC124417878	Name=LOC124417878	lncRNA	Dbxref=GeneID:124417878	NA	NA	NA	NA
NC_052534.1	Gnomon	gene	66979449	67065134	.	-	.	gene-FOXO3	Name=FOXO3	protein_coding	Dbxref=CGNC:11389,GeneID:421769	1983	10.8227	9.74824	10.0808
NC_052534.1	Gnomon	gene	67063503	67085074	.	+	.	gene-LOC112532062	Name=LOC112532062	lncRNA	Dbxref=CGNC:85491,GeneID:112532062	NA	NA	NA	NA
NC_052534.1	Gnomon	gene	67086571	67151321	.	-	.	gene-AFG1L	Name=AFG1L	protein_coding	Dbxref=CGNC:11393,GeneID:421770	1557	2.39019	3.51829	3.08963
NC_052534.1	BestRefSeq	gene	67140726	67140835	.	-	.	gene-MIR6699	Name=MIR6699	miRNA	Dbxref=CGNC:71840,GeneID:102465412,miRBase:MI0022521	NA	NA	NA	NA
NC_052534.1	Gnomon	gene	67152188	67156857	.	-	.	gene-LOC121110450	Name=LOC121110450	lncRNA	Dbxref=CGNC:90313,GeneID:121110450	NA	NA	NA	NA
NC_052534.1	BestRefSeq	gene	67156982	67177832	.	+	.	gene-SNX3	Name=SNX3	protein_coding	Dbxref=CGNC:51543,GeneID:421772	489	22.2333	13.4317	21.3224
NC_052534.1	BestRefSeq	gene	67175750	67195474	.	-	.	gene-NR2E1	Name=NR2E1	protein_coding	Dbxref=CGNC:11395,GeneID:396082	1158	0	0	0
NC_052534.1	Gnomon	gene	67210469	67212442	.	+	.	gene-LOC112532118	Name=LOC112532118	lncRNA	Dbxref=CGNC:85516,GeneID:112532118	NA	NA	NA	NA
NC_052534.1	BestRefSeq	gene	67232625	67244703	.	+	.	gene-OSTM1	Name=OSTM1	protein_coding	Dbxref=CGNC:11396,GeneID:421773	921	2.9769	3.65991	5.40025
NC_052534.1	Gnomon	gene	67247110	67252661	.	-	.	gene-LOC107053084	Name=LOC107053084	lncRNA	Dbxref=CGNC:76083,GeneID:107053084	NA	NA	NA	NA
NC_052534.1	Gnomon	gene	67259780	67315245	.	+	.	gene-SEC63	Name=SEC63	protein_coding	Dbxref=CGNC:11398,GeneID:421774	2268	11.0425	11.0293	14.285
NC_052534.1	Gnomon	gene	67322261	67327304	.	+	.	gene-LOC121110212	Name=LOC121110212	lncRNA	Dbxref=CGNC:90075,GeneID:121110212	NA	NA	NA	NA
NC_052534.1	Gnomon	gene	67343807	67377837	.	+	.	gene-SCML4	Name=SCML4	protein_coding	Dbxref=CGNC:11399,GeneID:428626	1263	0	0	0
NC_052534.1	Gnomon	gene	67373363	67381108	.	-	.	gene-LOC124417813	Name=LOC124417813	lncRNA	Dbxref=GeneID:124417813	NA	NA	NA	NA
NC_052534.1	BestRefSeq%2CGnomon	gene	67414311	67524883	.	-	.	gene-SOBP	Name=SOBP	protein_coding	Dbxref=CGNC:11400,GeneID:421775	2622	1.07545	0.501271	0.762545
NC_052534.1	Gnomon	gene	67513025	67517118	.	+	.	gene-LOC121110216	Name=LOC121110216	lncRNA	Dbxref=CGNC:90079,GeneID:121110216	NA	NA	NA	NA
NC_052534.1	Gnomon	gene	67525045	67536058	.	+	.	gene-LOC112532082	Name=LOC112532082	lncRNA	Dbxref=CGNC:85500,GeneID:112532082	NA	NA	NA	NA
NC_052534.1	BestRefSeq	gene	67540818	67654817	.	+	.	gene-PDSS2	Name=PDSS2	protein_coding	Dbxref=CGNC:11402,GeneID:421777	1140	10.5349	10.3447	8.59656
NC_052534.1	Gnomon	gene	67561149	67562711	.	-	.	gene-LOC121110213	Name=LOC121110213	lncRNA	Dbxref=CGNC:90076,GeneID:121110213	NA	NA	NA	NA
NC_052534.1	Gnomon	gene	67590130	67593708	.	-	.	gene-LOC121110214	Name=LOC121110214	lncRNA	Dbxref=CGNC:90077,GeneID:121110214	NA	NA	NA	NA
NC_052534.1	Gnomon	gene	67638257	67686005	.	+	.	gene-BEND3	Name=BEND3	protein_coding	Dbxref=CGNC:11403,GeneID:421778	2511	3.37775	2.99884	4.01145
NC_052534.1	Gnomon	gene	67660639	67667222	.	-	.	gene-LOC107053100	Name=LOC107053100	protein_coding	Dbxref=CGNC:76098,GeneID:107053100	828	0	0	0.266953
NC_052534.1	BestRefSeq%2CGnomon	gene	67690261	67694437	.	-	.	gene-C6orf203	Name=C6orf203	protein_coding	Dbxref=CGNC:11405,GeneID:421779	681	11.2762	11.9275	9.88083
NC_052534.1	BestRefSeq	gene	67704184	67708241	.	+	.	gene-CD24	Name=CD24	protein_coding	Dbxref=CGNC:63407,GeneID:100859742	264	7.48363	7.48421	11.0008
NC_052534.1	Gnomon	gene	67766557	67769430	.	+	.	gene-LOC121113159	Name=LOC121113159	lncRNA	Dbxref=CGNC:93005,GeneID:121113159	NA	NA	NA	NA
NC_052534.1	Gnomon	gene	67772590	67796394	.	+	.	gene-LOC124417814	Name=LOC124417814	lncRNA	Dbxref=GeneID:124417814	NA	NA	NA	NA
NC_052534.1	Gnomon	gene	67792326	67804277	.	-	.	gene-QRSL1	Name=QRSL1	protein_coding	Dbxref=CGNC:11423,GeneID:421781	1425.27	4.30125	4.23647	6.21635
NC_052534.1	Gnomon	gene	67804371	67824410	.	+	.	gene-RTN4IP1	Name=RTN4IP1	protein_coding	Dbxref=CGNC:11427,GeneID:421782	1170	8.1464	9.34915	9.84086
NC_052534.1	Gnomon	gene	67825479	67921674	.	-	.	gene-AIM1	Name=AIM1	protein_coding	Dbxref=CGNC:11429,GeneID:421783	4557	0.040247	0.080396	0
NC_052534.1	Gnomon	gene	67831287	67840033	.	+	.	gene-LOC112532206	Name=LOC112532206	lncRNA	Dbxref=CGNC:85553,GeneID:112532206	NA	NA	NA	NA
NC_052534.1	Gnomon	gene	67893905	67908578	.	+	.	gene-LOC107053080	Name=LOC107053080	lncRNA	Dbxref=CGNC:76079,GeneID:107053080	NA	NA	NA	NA
NC_052534.1	Gnomon	gene	67922007	67929488	.	+	.	gene-LOC107053079	Name=LOC107053079	lncRNA	Dbxref=CGNC:76078,GeneID:107053079	NA	NA	NA	NA
NC_052534.1	Gnomon	gene	67923118	67937100	.	-	.	gene-LOC121110218	Name=LOC121110218	lncRNA	Dbxref=CGNC:90081,GeneID:121110218	NA	NA	NA	NA
NC_052534.1	BestRefSeq%2CGnomon	gene	67937240	68009125	.	+	.	gene-ATG5	Name=ATG5	protein_coding	Dbxref=CGNC:11461,GeneID:421784	712.572	3.75819	3.92508	3.78684
NC_052534.1	Gnomon	gene	68015047	68020775	.	+	.	gene-LOC121110217	Name=LOC121110217	lncRNA	Dbxref=CGNC:90080,GeneID:121110217	NA	NA	NA	NA
NC_052534.1	Gnomon	gene	68037906	68135680	.	-	.	gene-PRDM1	Name=PRDM1	protein_coding	Dbxref=CGNC:11462,GeneID:445340	2439	3.79346	2.47439	2.05794
NC_052534.1	Gnomon	gene	68156777	68186357	.	+	.	gene-LOC101751005	Name=LOC101751005	lncRNA	Dbxref=CGNC:70441,GeneID:101751005	NA	NA	NA	NA
NC_052534.1	BestRefSeq%2CGnomon	gene	68404211	68502054	.	+	.	gene-PREP	Name=PREP	protein_coding	Dbxref=CGNC:11476,GeneID:421785	2062.79	9.07578	10.7078	8.77052
NC_052534.1	BestRefSeq	gene	68536172	68540520	.	+	.	gene-POPDC3	Name=POPDC3	protein_coding	Dbxref=CGNC:49318,GeneID:395434	918	0	0	0
NC_052534.1	BestRefSeq	gene	68549142	68575797	.	+	.	gene-BVES	Name=BVES	protein_coding	Dbxref=CGNC:49890,GeneID:408032	1074	0.382504	0.191039	0
NC_052534.1	BestRefSeq%2CGnomon	gene	68589642	68683197	.	-	.	gene-LIN28B	Name=LIN28B	protein_coding	Dbxref=CGNC:66411,GeneID:421786	763.5	0	0	0
NC_052534.1	BestRefSeq%2CGnomon	gene	68714168	68758254	.	+	.	gene-HACE1	Name=HACE1	protein_coding	Dbxref=CGNC:11486,GeneID:421788	2746.05	4.16485	4.75817	2.57006
NC_052534.1	Gnomon	gene	68841111	68883970	.	+	.	gene-LOC101751157	Name=LOC101751157	lncRNA	Dbxref=CGNC:70586,GeneID:101751157	NA	NA	NA	NA
NC_052534.1	Gnomon	gene	69173328	69176195	.	-	.	gene-LOC121113177	Name=LOC121113177	protein_coding	Dbxref=CGNC:93023,GeneID:121113177	1695	2.7345	0.174716	1.44828
NC_052534.1	Gnomon	gene	69567224	69604932	.	-	.	gene-LOC121110169	Name=LOC121110169	lncRNA	Dbxref=CGNC:90032,GeneID:121110169	NA	NA	NA	NA
NC_052534.1	Gnomon	gene	69606158	69613307	.	+	.	gene-LOC112532171	Name=LOC112532171	lncRNA	Dbxref=CGNC:85540,GeneID:112532171	NA	NA	NA	NA
NC_052534.1	Gnomon	gene	69607635	69611453	.	-	.	gene-LOC107053101	Name=LOC107053101	lncRNA	Dbxref=CGNC:76099,GeneID:107053101	NA	NA	NA	NA
NC_052534.1	Gnomon	gene	69615454	69620553	.	+	.	gene-LOC112532199	Name=LOC112532199	lncRNA	Dbxref=CGNC:85550,GeneID:112532199	NA	NA	NA	NA
NC_052534.1	Gnomon	gene	69848094	70219714	.	-	.	gene-GRIK2	Name=GRIK2	protein_coding	Dbxref=CGNC:11503,GeneID:428628	2381.62	0	0	0
NC_052534.1	Gnomon	gene	70212919	70218194	.	+	.	gene-LOC101751234	Name=LOC101751234	lncRNA	Dbxref=CGNC:70660,GeneID:101751234	NA	NA	NA	NA
NC_052534.1	BestRefSeq	gene	70366854	70627351	.	+	.	gene-ASCC3	Name=ASCC3	protein_coding	Dbxref=CGNC:11527,GeneID:421790	6636	1.31305	1.20214	1.87207
NC_052534.1	Gnomon	gene	70646809	70693397	.	+	.	gene-SIM1	Name=SIM1	protein_coding	Dbxref=CGNC:49663,GeneID:396129	2199	0	0	0
NC_052534.1	Gnomon	gene	71074088	71080582	.	-	.	gene-PRDM13	Name=PRDM13	protein_coding	Dbxref=CGNC:76097,GeneID:107053098	1854	0	0	0
NC_052534.1	BestRefSeq%2CGnomon	gene	71093192	71111048	.	+	.	gene-CCNC	Name=CCNC	protein_coding	Dbxref=CGNC:11532,GeneID:421791	607.247	12.308	10.7083	11.4488
NC_052534.1	BestRefSeq	gene	71113558	71116466	.	-	.	gene-LOC421792	Name=LOC421792	protein_coding	Dbxref=CGNC:51545,GeneID:421792	486	2.60805	3.64811	2.15122
NC_052534.1	BestRefSeq%2CGnomon	gene	71115780	71170159	.	+	.	gene-USP45	Name=USP45	protein_coding	Dbxref=CGNC:11538,GeneID:421793	2318.2	6.29261	5.31276	5.98856
NC_052534.1	BestRefSeq%2CGnomon	gene	71174487	71199329	.	+	.	gene-PNISR	Name=PNISR	protein_coding	Dbxref=CGNC:11541,GeneID:421796	2466	19.8944	21.756	20.909300000000002
NC_052534.1	Gnomon	gene	71202080	71208173	.	+	.	gene-COQ3	Name=COQ3	protein_coding	Dbxref=CGNC:11544,GeneID:421797	1032	11.2176	9.60446	9.85331
NC_052534.1	Gnomon	gene	71215097	71238675	.	+	.	gene-FAXC	Name=FAXC	protein_coding	Dbxref=CGNC:11547,GeneID:428630	1227	0.164191	0.71128	0.336288
NC_052534.1	Gnomon	gene	71314068	71329259	.	+	.	gene-LOC124417882	Name=LOC124417882	lncRNA	Dbxref=GeneID:124417882	NA	NA	NA	NA
NC_052534.1	Gnomon	gene	71335007	71344261	.	+	.	gene-LOC124417883	Name=LOC124417883	lncRNA	Dbxref=GeneID:124417883	NA	NA	NA	NA
NC_052534.1	Gnomon	gene	71366611	71423906	.	+	.	gene-FBXL4	Name=FBXL4	protein_coding	Dbxref=CGNC:11548,GeneID:421798	1863	1.24061	1.03262	0.634508
NC_052534.1	Gnomon	gene	71436710	71440390	.	-	.	gene-POU3F2	Name=POU3F2	protein_coding	Dbxref=CGNC:76101,GeneID:107053103	1278	0	0	0
NC_052534.1	Gnomon	gene	71442759	71443663	.	+	.	gene-LOC121113165	Name=LOC121113165	lncRNA	Dbxref=CGNC:93011,GeneID:121113165	NA	NA	NA	NA
NC_052534.1	Gnomon	gene	71475369	71514166	.	-	.	gene-LOC112532202	Name=LOC112532202	lncRNA	Dbxref=CGNC:85552,GeneID:112532202	NA	NA	NA	NA
NC_052534.1	Gnomon	gene	71585453	71597322	.	+	.	gene-LOC121110451	Name=LOC121110451	protein_coding	Dbxref=CGNC:90314,GeneID:121110451	687	0	0	0
NC_052534.1	BestRefSeq	gene	71763133	71763189	.	-	.	gene-MIR12262	Name=MIR12262	miRNA	Dbxref=CGNC:86163,GeneID:114482198,miRBase:MI0040727	NA	NA	NA	NA
NC_052534.1	Gnomon	gene	71978920	71989787	.	-	.	gene-LOC101752274	Name=LOC101752274	lncRNA	Dbxref=CGNC:71681,GeneID:101752274	NA	NA	NA	NA
NC_052534.1	Gnomon	gene	71982972	71987475	.	+	.	gene-LOC112532103	Name=LOC112532103	lncRNA	Dbxref=CGNC:85510,GeneID:112532103	NA	NA	NA	NA
NC_052534.1	Gnomon	gene	72077632	72121497	.	-	.	gene-LOC121110281	Name=LOC121110281	lncRNA	Dbxref=CGNC:90144,GeneID:121110281	NA	NA	NA	NA
NC_052534.1	BestRefSeq%2CGnomon	gene	72123026	72209601	.	+	.	gene-MMS22L	Name=MMS22L	protein_coding	Dbxref=CGNC:11566,GeneID:421799	3750	0.34481	0.590381	0.243298
NC_052534.1	Gnomon	gene	72198990	72202793	.	-	.	gene-LOC121110280	Name=LOC121110280	lncRNA	Dbxref=CGNC:90143,GeneID:121110280	NA	NA	NA	NA
NC_052534.1	Gnomon	gene	72215228	72329382	.	-	.	gene-KLHL32	Name=KLHL32	protein_coding	Dbxref=CGNC:11569,GeneID:421801	1194	0.16936	1.01501	0.520361
NC_052534.1	Gnomon	gene	72320403	72341397	.	+	.	gene-LOC124417820	Name=LOC124417820	lncRNA	Dbxref=GeneID:124417820	NA	NA	NA	NA
NC_052534.1	Gnomon	gene	72344917	72353145	.	+	.	gene-NDUFAF4	Name=NDUFAF4	protein_coding	Dbxref=CGNC:14038,GeneID:421802	522	7.07581	5.65552	5.83084
NC_052534.1	Gnomon	gene	72362903	72365902	.	-	.	gene-LOC121113193	Name=LOC121113193	protein_coding	Dbxref=CGNC:93038,GeneID:121113193	873	0	0	0
NC_052534.1	Gnomon	gene	72370775	72372504	.	-	.	gene-LOC121110426	Name=LOC121110426	protein_coding	Dbxref=CGNC:90289,GeneID:121110426	819	0	0	0
NC_052534.1	Gnomon	gene	72387996	72417629	.	+	.	gene-GPR63	Name=GPR63	protein_coding	Dbxref=CGNC:66110,GeneID:100857561	1260	0	0	0.163149
NC_052534.1	Gnomon	gene	72441060	72447970	.	-	.	gene-LOC101747614	Name=LOC101747614	lncRNA	Dbxref=CGNC:67112,GeneID:101747614	NA	NA	NA	NA
NC_052534.1	Gnomon	gene	72447983	72466535	.	+	.	gene-LOC121113164	Name=LOC121113164	lncRNA	Dbxref=CGNC:93010,GeneID:121113164	NA	NA	NA	NA
NC_052534.1	Gnomon	gene	72467844	72472870	.	-	.	gene-LOC121110211	Name=LOC121110211	protein_coding	Dbxref=CGNC:90074,GeneID:121110211	819	0	0	0
NC_052534.1	BestRefSeq%2CGnomon	gene	72471854	72499777	.	-	.	gene-FHL5	Name=FHL5	protein_coding	Dbxref=CGNC:11609,GeneID:421803	888	0	0.255434	0
NC_052534.1	BestRefSeq	gene	72502582	72524199	.	-	.	gene-UFL1	Name=UFL1	protein_coding	Dbxref=CGNC:11616,GeneID:421804	2370	6.38553	6.53734	5.30469
NC_052534.1	BestRefSeq%2CGnomon	gene	72596626	72712448	.	-	.	gene-FUT9	Name=FUT9	protein_coding	Dbxref=CGNC:56537,GeneID:771133	1156.5	0	0	0
NC_052534.1	Gnomon	gene	72821272	72828596	.	+	.	gene-LOC121110323	Name=LOC121110323	lncRNA	Dbxref=CGNC:90186,GeneID:121110323	NA	NA	NA	NA
NC_052534.1	Gnomon	gene	72832020	72833598	.	-	.	gene-LOC421806	Name=LOC421806	lncRNA	Dbxref=CGNC:51547,GeneID:421806	NA	NA	NA	NA
NC_052534.1	Gnomon	gene	72848018	72853519	.	-	.	gene-LOC121110273	Name=LOC121110273	lncRNA	Dbxref=CGNC:90136,GeneID:121110273	NA	NA	NA	NA
NC_052534.1	Gnomon	gene	72857439	72874313	.	-	.	gene-MANEA	Name=MANEA	protein_coding	Dbxref=CGNC:11620,GeneID:421807	1374	0.578166	2.02126	1.47966
NC_052534.1	Gnomon	gene	72911700	72913214	.	+	.	gene-LOC121113182	Name=LOC121113182	protein_coding	Dbxref=CGNC:93028,GeneID:121113182	819	0	0	0
NC_052534.1	Gnomon	gene	72988910	73048695	.	-	.	gene-LOC112532165	Name=LOC112532165	lncRNA	Dbxref=CGNC:85535,GeneID:112532165	NA	NA	NA	NA
NC_052534.1	Gnomon	gene	73027266	73030323	.	+	.	gene-LOC121110345	Name=LOC121110345	lncRNA	Dbxref=CGNC:90208,GeneID:121110345	NA	NA	NA	NA
NC_052534.1	Gnomon	gene	73084134	73091446	.	-	.	gene-LOC121110382	Name=LOC121110382	lncRNA	Dbxref=CGNC:90245,GeneID:121110382	NA	NA	NA	NA
NC_052534.1	Gnomon	gene	73342485	73354139	.	+	.	gene-LOC124417853	Name=LOC124417853	lncRNA	Dbxref=GeneID:124417853	NA	NA	NA	NA
NC_052534.1	Gnomon	gene	73374548	73376188	.	-	.	gene-LOC121110332	Name=LOC121110332	protein_coding	Dbxref=CGNC:90195,GeneID:121110332	813	0	0	0
