Chromosome	Source	Type	Start	Stop	Score	Strand	Phase	Name	GeneID	BioType	Function	Length	rna_10	rna_16	rna_KI01
chr1	EviAnn	gene	402339912	402402819	.	-	.	LOC_00003006	geneID=LOC_00003006	protein_coding	VASH2:_Tubulinyl-Tyr_carboxypeptidase_2_(Homo_sapiens)	2398	28.1729	21.9938	16.3854
chr1	EviAnn	gene	402428695	402442059	.	-	.	LOC_00003007	geneID=LOC_00003007	protein_coding	FLVCR1:_Choline/ethanolamine_transporter_FLVCR1_(Homo_sapiens)	1364	0	0	0
chr1	EviAnn	gene	402450101	402454345	.	+	.	LOC_00003008	geneID=LOC_00003008	protein_coding	SPATA45:_Spermatogenesis-associated_protein_45_(Homo_sapiens)	341	0	0	0
chr1	EviAnn	gene	402470721	402491985	.	-	.	LOC_00003009	geneID=LOC_00003009	protein_coding	TATDN3:_Deoxyribonuclease_TATDN3_(Homo_sapiens)	1175.27	0	0	0
chr1	EviAnn	gene	402491942	402517755	.	+	.	LOC_00003010	geneID=LOC_00003010	protein_coding	NSL1:_Kinetochore-associated_protein_NSL1_homolog_(Homo_sapiens)	9356.06	7.27484	7.70903	6.16948
chr1	EviAnn	gene	402491999	402538307	.	+	.	LOC_00003011	geneID=LOC_00003011	protein_coding	function_unknown	2668	0	0	0.973735
chr1	EviAnn	gene	402579176	402598763	.	-	.	LOC_00003012	geneID=LOC_00003012	protein_coding	ATF3:_Cyclic_AMP-dependent_transcription_factor_ATF-3_(Homo_sapiens)	6025	0.687771	1.58784	0.41432
chr1	EviAnn	gene	402641582	402714450	.	+	.	LOC_00003013	geneID=LOC_00003013	protein_coding	NENF:_Neudesin_(Bos_taurus)	4062	16.0109	16.3484	14.3616
chr1	EviAnn	gene	402709737	402728134	.	-	.	LOC_00003014	geneID=LOC_00003014	protein_coding	NENF:_Neudesin_(Bos_taurus)	7617	48.4569	73.4814	71.3728
chr1	EviAnn	gene	402718152	402730101	.	-	.	LOC_00003015	geneID=LOC_00003015	protein_coding	function_unknown	4290	7.44007	4.56942	10.3374
chr1	EviAnn	gene	402732880	402775596	.	+	.	LOC_00003016	geneID=LOC_00003016	protein_coding	PACC1:_Proton-activated_chloride_channel_(Bos_taurus)	2966.79	57.8112	54.0502	46.7902
chr1	EviAnn	gene	402757569	402875378	.	-	.	LOC_00003017	geneID=LOC_00003017	protein_coding	Ppp2r5a:_Serine/threonine-protein_phosphatase_2A_56_kDa_regulatory_subunit_alpha_isoform_(Mus_musculus)	10545	176.918	203.641	197.169
chr1	EviAnn	gene	402951636	402991524	.	-	.	LOC_00003018	geneID=LOC_00003018	protein_coding	DTL:_Denticleless_protein_homolog_(Gallus_gallus)	4754	7.91378	8.11785	5.29492
chr1	EviAnn	gene	402991265	403056919	.	+	.	LOC_00003019	geneID=LOC_00003019	protein_coding	INTS7:_Integrator_complex_subunit_7_(Gallus_gallus)	7097.68	1.16196	2.48253	0.991142
chr1	EviAnn	gene	403110151	403194414	.	+	.	LOC_00003020	geneID=LOC_00003020	protein_coding	Lpgat1:_Acyl-CoA:lysophosphatidylglycerol_acyltransferase_1_(Mus_musculus)	24818.5	8.48674	10.3444	9.73453
chr1	EviAnn	gene	403110524	403130427	.	+	.	LOC_00003021	geneID=LOC_00003021	protein_coding	function_unknown	17191	14.3864	12.1413	6.96494
chr1	EviAnn	gene	403232186	403247247	.	+	.	LOC_00003022	geneID=LOC_00003022	protein_coding	NEK2:_Serine/threonine-protein_kinase_Nek2_(Homo_sapiens)	2808	0	0	0
chr1	EviAnn	gene	403321062	403336996	.	+	.	LOC_00003023	geneID=LOC_00003023	protein_coding	SLC30A1:_Proton-coupled_zinc_antiporter_SLC30A1_(Macaca_fascicularis)	11479	0.355488	0	0
chr1	EviAnn	gene	403413081	403450302	.	+	.	LOC_00003025	geneID=LOC_00003025	protein_coding	RD3:_Protein_RD3_(Homo_sapiens)	6326	1.30807	2.26503	1.57609
chr1	EviAnn	gene	403421873	403421920	.	-	.	LOC_00003024	geneID=LOC_00003024	protein_coding	function_unknown	48	0	0	0
chr1	EviAnn	gene	403454002	403472452	.	-	.	LOC_00003026	geneID=LOC_00003026	protein_coding	function_unknown	5431.66	107.571	69.9822	81.7352
chr1	EviAnn	gene	403487706	403543672	.	-	.	LOC_00003027	geneID=LOC_00003027	protein_coding	TRAF5:_TNF_receptor-associated_factor_5_(Homo_sapiens)	6431.87	30.2085	15.983	26.7535
chr1	EviAnn	gene	403549482	403580152	.	-	.	LOC_00003028	geneID=LOC_00003028	protein_coding	RCOR3:_REST_corepressor_3_(Homo_sapiens)	4345.7	16.9076	21.2841	16.157
chr1	EviAnn	gene	403604296	403955731	.	+	.	LOC_00003029	geneID=LOC_00003029	protein_coding	Kcnh1:_Voltage-gated_delayed_rectifier_potassium_channel_KCNH1_(Rattus_norvegicus)	2996	0	0	0
chr1	EviAnn	gene	403976479	404257496	.	-	.	LOC_00003030	geneID=LOC_00003030	protein_coding	HHAT:_Protein-cysteine_N-palmitoyltransferase_HHAT_(Homo_sapiens)	1928.33	0	2.25849	0
chr1	EviAnn	gene	404370653	404384275	.	-	.	LOC_00003031	geneID=LOC_00003031	protein_coding	SERTAD4:_SERTA_domain-containing_protein_4_(Homo_sapiens)	1926	0	0	0
chr1	EviAnn	gene	404432280	404582142	.	-	.	LOC_00003032	geneID=LOC_00003032	protein_coding	SYT14:_Synaptotagmin-14_(Homo_sapiens)	2230.86	0	0	0
chr1	EviAnn	gene	404667061	404693587	.	-	.	LOC_00003033	geneID=LOC_00003033	protein_coding	UTP25:_U3_small_nucleolar_RNA-associated_protein_25_homolog_(Homo_sapiens)	4002.31	1.05269	0.779898	0
chr1	EviAnn	gene	404695890	404706807	.	+	.	LOC_00003034	geneID=LOC_00003034	protein_coding	function_unknown	6177.15	74.39	60.0247	42.5118
chr1	EviAnn	gene	404706980	404726486	.	-	.	LOC_00003035	geneID=LOC_00003035	protein_coding	MRPS10:_Small_ribosomal_subunit_protein_uS10m_(Homo_sapiens)	10386.8	302.082	249.711	381.106
chr1	EviAnn	gene	404716120	404823451	.	-	.	LOC_00003036	geneID=LOC_00003036	protein_coding	Trerf1:_Transcriptional-regulating_factor_1_(Mus_musculus)	18032.7	61.8403	44.2586	105.599
chr1	EviAnn	gene	404782369	404822884	.	-	.	XLOC_003057U_lncRNA	geneID=XLOC_003057U_lncRNA	lncRNA	function_unknown	40449	4.4725	3.1644	4.23834
chr1	EviAnn	gene	404782375	404787747	.	+	.	XLOC_001461U_lncRNA	geneID=XLOC_001461U_lncRNA	lncRNA	function_unknown	1958	303.715	189.187	194.442
chr1	EviAnn	gene	404847170	404924012	.	+	.	LOC_00003037	geneID=LOC_00003037	protein_coding	UBR2:_E3_ubiquitin-protein_ligase_UBR2_(Homo_sapiens)	8089	1.52416	0.285861	0.566435
chr1	EviAnn	gene	404931001	404962474	.	-	.	LOC_00003038	geneID=LOC_00003038	protein_coding	PRPH2:_Peripherin-2_(Gallus_gallus)	1745	0	0	0
chr1	EviAnn	gene	404964008	404969105	.	-	.	LOC_00003039	geneID=LOC_00003039	protein_coding	TBCC:_Tubulin-specific_chaperone_C_(Bos_taurus)	3716.5	0	0	1.97903
chr1	EviAnn	gene	404982261	404988209	.	-	.	XLOC_003063U_lncRNA	geneID=XLOC_003063U_lncRNA	lncRNA	function_unknown	5639	1.69312	0	1.13234
chr1	EviAnn	gene	404988346	405027462	.	+	.	LOC_00003040	geneID=LOC_00003040	protein_coding	BICRAL:_BRD4-interacting_chromatin-remodeling_complex-associated_protein-like_(Homo_sapiens)	6729	0.306862	0	0
chr1	EviAnn	gene	405222410	405234715	.	+	.	LOC_00003041	geneID=LOC_00003041	protein_coding	pol:_RNA-directed_DNA_polymerase_from_mobile_element_jockey_(Drosophila_melanogaster)	2871	11.2269	4.31473	3.60093
chr1	EviAnn	gene	405272248	405278538	.	-	.	LOC_00003042	geneID=LOC_00003042	protein_coding	function_unknown	1517	30.2442	27.834	41.7006
chr1	EviAnn	gene	405497784	405571259	.	+	.	LOC_00003043	geneID=LOC_00003043	protein_coding	Pkdcc:_Extracellular_tyrosine-protein_kinase_PKDCC_(Mus_musculus)	5544	1.12434	0	0
chr1	EviAnn	gene	405804010	405810367	.	+	.	XLOC_001467U_lncRNA	geneID=XLOC_001467U_lncRNA	lncRNA	function_unknown	344	24.0812	0	0
chr1	EviAnn	gene	406062714	406309420	.	+	.	LOC_00003044	geneID=LOC_00003044	protein_coding	EML4:_Echinoderm_microtubule-associated_protein-like_4_(Homo_sapiens)	5924	0.699886	0	0
chr1	EviAnn	gene	406575548	406590138	.	-	.	LOC_00003045	geneID=LOC_00003045	protein_coding	cox7a2l:_Cytochrome_c_oxidase_subunit_7A2-like,_mitochondrial_(Danio_rerio)	331.5	0	0	0
chr1	EviAnn	gene	406595841	406603877	.	+	.	XLOC_001469U_lncRNA	geneID=XLOC_001469U_lncRNA	lncRNA	function_unknown	473	0	0	0
chr1	EviAnn	gene	406621243	406647074	.	-	.	LOC_00003046	geneID=LOC_00003046	protein_coding	Kcng3:_Voltage-gated_potassium_channel_regulatory_subunit_KCNG3_(Rattus_norvegicus)	2139.67	0	0	0
chr1	EviAnn	gene	406694742	406884167	.	+	.	LOC_00003047	geneID=LOC_00003047	protein_coding	MTA3:_Metastasis-associated_protein_MTA3_(Homo_sapiens)	2548	0	0	0
chr1	EviAnn	gene	406717420	406724700	.	+	.	LOC_00003048	geneID=LOC_00003048	protein_coding	function_unknown	1422	70.8107	48.2492	88.2129
chr1	EviAnn	gene	407749726	407784476	.	-	.	LOC_00003049	geneID=LOC_00003049	protein_coding	haao:_3-hydroxyanthranilate_3,4-dioxygenase_(Xenopus_laevis)	1337.14	0	0	0
chr1	EviAnn	gene	408100062	408178543	.	+	.	XLOC_001474U_lncRNA	geneID=XLOC_001474U_lncRNA	lncRNA	function_unknown	486	1211.55	1076.98	1248.34
chr1	EviAnn	gene	408398602	408398691	.	-	.	LOC_00003050	geneID=LOC_00003050	protein_coding	function_unknown	90	0	0	0
chr1	EviAnn	gene	409224262	409232029	.	-	.	LOC_00003051	geneID=LOC_00003051	protein_coding	Zfp36l2:_mRNA_decay_activator_protein_ZFP36L2_(Mus_musculus)	6969	7.10394	6.83457	1.42678
chr1	EviAnn	gene	409235904	409466207	.	-	.	LOC_00003052	geneID=LOC_00003052	protein_coding	THADA:_tRNA_(32-2'-O)-methyltransferase_regulator_THADA_(Gallus_gallus)	11025.4	187.8	196.788	301.853
chr1	EviAnn	gene	409489715	409582617	.	+	.	LOC_00003053	geneID=LOC_00003053	protein_coding	PLEKHH2:_Pleckstrin_homology_domain-containing_family_H_member_2_(Homo_sapiens)	3293.14	0	0	0
chr1	EviAnn	gene	409586871	409630738	.	+	.	LOC_00003054	geneID=LOC_00003054	protein_coding	DYNC2LI1:_Cytoplasmic_dynein_2_light_intermediate_chain_1_(Bos_taurus)	2431	0	0	0
chr1	EviAnn	gene	409683273	409845536	.	-	.	LOC_00003055	geneID=LOC_00003055	protein_coding	lrpprc:_Leucine-rich_PPR_motif-containing_protein,_mitochondrial_(Xenopus_tropicalis)	11735.4	6.25516	26.1568	37.4892
chr1	EviAnn	gene	409956206	410022068	.	+	.	LOC_00003056	geneID=LOC_00003056	protein_coding	PPM1B:_Protein_phosphatase_1B_(Bos_taurus)	22995.7	10.2519	9.47063	8.5325
chr1	EviAnn	gene	410031886	410060301	.	+	.	LOC_00003057	geneID=LOC_00003057	protein_coding	Slc3a1:_Amino_acid_transporter_heavy_chain_SLC3A1_(Mus_musculus)	3879	17.95	22.5907	14.4056
chr1	EviAnn	gene	410060014	410095977	.	-	.	LOC_00003058	geneID=LOC_00003058	protein_coding	PREPL:_Prolyl_endopeptidase-like_(Gallus_gallus)	2280	0	1.18065	0
chr1	EviAnn	gene	410090880	410095984	.	-	.	XLOC_003073U_lncRNA	geneID=XLOC_003073U_lncRNA	lncRNA	function_unknown	2806	0.767057	1.76868	0
chr1	EviAnn	gene	410096775	410105563	.	-	.	XLOC_003074U_lncRNA	geneID=XLOC_003074U_lncRNA	lncRNA	function_unknown	4629	143.355	81.5189	91.987
chr1	EviAnn	gene	410096884	410547380	.	+	.	LOC_00003059	geneID=LOC_00003059	protein_coding	Camkmt:_Calmodulin-lysine_N-methyltransferase_(Rattus_norvegicus)	3360	0	0	0
chr1	EviAnn	gene	410825008	410829445	.	+	.	LOC_00003060	geneID=LOC_00003060	protein_coding	SIX3:_Homeobox_protein_SIX3_(Gallus_gallus)	1005	0	5.64956	0
chr1	EviAnn	gene	410995275	411008663	.	-	.	LOC_00003061	geneID=LOC_00003061	protein_coding	Six2:_Homeobox_protein_SIX2_(Mus_musculus)	1004	0	53.4794	0
chr1	EviAnn	gene	411427170	411701465	.	-	.	LOC_00003062	geneID=LOC_00003062	protein_coding	SRBD1:_S1_RNA-binding_domain-containing_protein_1_(Homo_sapiens)	8591.55	5.2725	7.72776	6.93649
chr1	EviAnn	gene	411701451	411707154	.	+	.	XLOC_001483U_lncRNA	geneID=XLOC_001483U_lncRNA	lncRNA	function_unknown	2318	0.94297	0	4.53306
chr1	EviAnn	gene	411733031	412229998	.	+	.	LOC_00003063	geneID=LOC_00003063	protein_coding	Prkce:_Protein_kinase_C_epsilon_type_(Mus_musculus)	127207	3.70315	3.75535	4.01315
chr1	EviAnn	gene	412345278	412552095	.	+	.	LOC_00003064	geneID=LOC_00003064	protein_coding	EPAS1:_Endothelial_PAS_domain-containing_protein_1_(Homo_sapiens)	12345	2.73351	6.26757	5.31459
chr1	EviAnn	gene	412345295	412375463	.	+	.	LOC_00003065	geneID=LOC_00003065	protein_coding	function_unknown	5768	0.545684	3.5658	1.32727
chr1	EviAnn	gene	412606887	412612380	.	-	.	LOC_00003066	geneID=LOC_00003066	protein_coding	TMEM247:_Transmembrane_protein_247_(Bos_taurus)	1045	0	0	0
chr1	EviAnn	gene	412742826	412790599	.	+	.	LOC_00003067	geneID=LOC_00003067	protein_coding	Rhoq:_Rho-related_GTP-binding_protein_RhoQ_(Rattus_norvegicus)	2771	72.3037	117.416	134.079
chr1	EviAnn	gene	412786750	412825354	.	-	.	LOC_00003068	geneID=LOC_00003068	protein_coding	PIGF:_GPI_ethanolamine_phosphate_transferase,_stabilizing_subunit_(Homo_sapiens)	4748.84	129.135	64.2344	83.2129
chr1	EviAnn	gene	412825422	412857266	.	+	.	LOC_00003069	geneID=LOC_00003069	protein_coding	CRIPT:_Cysteine-rich_PDZ-binding_protein_(Gallus_gallus)	11771.7	75.1461	64.1164	65.3512
chr1	EviAnn	gene	412825619	412838742	.	+	.	LOC_00003070	geneID=LOC_00003070	protein_coding	function_unknown	9899	0	15.634	0
chr1	EviAnn	gene	412825633	412857266	.	+	.	LOC_00003072	geneID=LOC_00003072	protein_coding	RTase:_Probable_RNA-directed_DNA_polymerase_from_transposon_BS_(Drosophila_melanogaster)	13442	0	0	0
chr1	EviAnn	gene	412838186	412853310	.	+	.	LOC_00003071	geneID=LOC_00003071	protein_coding	CFDP2:_Craniofacial_development_protein_2_(Bos_taurus)	12327	1.00856	0	0.680643
chr1	EviAnn	gene	412921122	413000981	.	+	.	LOC_00003073	geneID=LOC_00003073	protein_coding	SOCS5:_Suppressor_of_cytokine_signaling_5_(Homo_sapiens)	11649	2.78894	0.288097	2.53393
chr1	EviAnn	gene	413049236	413065142	.	-	.	LOC_00003074	geneID=LOC_00003074	protein_coding	function_unknown	2128	1.33333	8.70512	0
chr1	EviAnn	gene	413070936	413092562	.	-	.	LOC_00003075	geneID=LOC_00003075	protein_coding	Mcfd2:_Multiple_coagulation_factor_deficiency_protein_2_homolog_(Rattus_norvegicus)	1796.86	0	0	1.46169
chr1	EviAnn	gene	413092502	413349891	.	+	.	LOC_00003076	geneID=LOC_00003076	protein_coding	TTC7A:_Tetratricopeptide_repeat_protein_7A_(Homo_sapiens)	4150	0.506715	0.584639	0.610084
chr1	EviAnn	gene	413419870	413455979	.	-	.	LOC_00003077	geneID=LOC_00003077	protein_coding	Stpg4:_Protein_STPG4_(Mus_musculus)	709	0	0	0
chr1	EviAnn	gene	413456738	413480377	.	-	.	LOC_00003078	geneID=LOC_00003078	protein_coding	calm2-b:_Calmodulin-2_B_(Xenopus_laevis)	1367.5	0	0	0
chr1	EviAnn	gene	413566931	413595191	.	-	.	LOC_00003079	geneID=LOC_00003079	protein_coding	SLC22A7:_Solute_carrier_family_22_member_7_(Pongo_abelii)	1647	0	0	0
chr1	EviAnn	gene	413632249	413786827	.	-	.	LOC_00003080	geneID=LOC_00003080	protein_coding	Ttbk1:_Tau-tubulin_kinase_1_(Mus_musculus)	3572.5	0	0.596982	0
chr1	EviAnn	gene	413794565	413890741	.	-	.	LOC_00003081	geneID=LOC_00003081	protein_coding	CUL9:_Cullin-9_(Homo_sapiens)	9544.25	6.62179	4.57758	1.86482
chr1	EviAnn	gene	413890619	413893573	.	+	.	LOC_00003082	geneID=LOC_00003082	protein_coding	function_unknown	1584	8.63714	0	8.63222
chr1	EviAnn	gene	413893733	413967908	.	-	.	LOC_00003083	geneID=LOC_00003083	protein_coding	function_unknown	8281	8.42159	8.01793	6.27721
chr1	EviAnn	gene	413894471	413967911	.	-	.	LOC_00003084	geneID=LOC_00003084	protein_coding	SRF:_Serum_response_factor_(Homo_sapiens)	3561	0.620186	0	0
chr1	EviAnn	gene	413992097	414120505	.	-	.	LOC_00003085	geneID=LOC_00003085	protein_coding	PTK7:_Inactive_tyrosine-protein_kinase_7_(Gallus_gallus)	7607	0.839337	0.630926	1.78855
chr1	EviAnn	gene	414131593	414150921	.	-	.	LOC_00003086	geneID=LOC_00003086	protein_coding	HEBP1:_Heme-binding_protein_1_(Gallus_gallus)	4229	0.993607	1.71966	0.598176
chr1	EviAnn	gene	414151638	414221878	.	-	.	LOC_00003087	geneID=LOC_00003087	protein_coding	KLC4:_Kinesin_light_chain_4_(Homo_sapiens)	8521.24	1.68593	2.2382	0.456226
chr1	EviAnn	gene	414221979	414242025	.	+	.	LOC_00003088	geneID=LOC_00003088	protein_coding	Mrpl2:_Large_ribosomal_subunit_protein_uL2m_(Rattus_norvegicus)	3821.07	68.365	36.3203	65.2326
chr1	EviAnn	gene	414243011	414275151	.	+	.	LOC_00003089	geneID=LOC_00003089	protein_coding	CUL9:_Cullin-9_(Homo_sapiens)	8382	38.187	19.4833	21.2568
chr1	EviAnn	gene	414275572	414482102	.	-	.	LOC_00003090	geneID=LOC_00003090	protein_coding	Pacs1:_Phosphofurin_acidic_cluster_sorting_protein_1_(Mus_musculus)	3555.27	53.664	12.2574	44.7635
chr1	EviAnn	gene	414363933	414474884	.	-	.	LOC_00003091	geneID=LOC_00003091	protein_coding	pol:_RNA-directed_DNA_polymerase_from_mobile_element_jockey_(Drosophila_melanogaster)	110952	3.07654	2.70472	2.87566
chr1	EviAnn	gene	414520463	414522012	.	+	.	LOC_00003092	geneID=LOC_00003092	protein_coding	TMEM121:_Transmembrane_protein_121_(Gallus_gallus)	1550	2.95103	0	0
chr1	EviAnn	gene	414568331	414605998	.	-	.	LOC_00003093	geneID=LOC_00003093	protein_coding	RRP36:_Ribosomal_RNA_processing_protein_36_homolog_(Bos_taurus)	2661.8	0	0.349982	0.730614
chr1	EviAnn	gene	414607983	414647979	.	-	.	LOC_00003094	geneID=LOC_00003094	protein_coding	NPAS4:_Neuronal_PAS_domain-containing_protein_4_(Homo_sapiens)	2165	0	0	2.44138
chr1	EviAnn	gene	414655185	414717898	.	-	.	LOC_00003095	geneID=LOC_00003095	protein_coding	KLHDC3:_Kelch_domain-containing_protein_3_(Bos_taurus)	11023.6	1.36737	1.80652	1.36809
chr1	EviAnn	gene	414722849	414731346	.	+	.	LOC_00003096	geneID=LOC_00003096	protein_coding	MEA1:_Male-enhanced_antigen_1_(Homo_sapiens)	2778	183.759	178.777	159.454
chr1	EviAnn	gene	414729607	414787858	.	-	.	LOC_00003097	geneID=LOC_00003097	protein_coding	PPP2R5D:_Serine/threonine-protein_phosphatase_2A_56_kDa_regulatory_subunit_delta_isoform_(Homo_sapiens)	5401	24.6442	19.111	30.1506
chr1	EviAnn	gene	414796440	414826879	.	+	.	LOC_00003098	geneID=LOC_00003098	protein_coding	PEX6:_Peroxisomal_ATPase_PEX6_(Homo_sapiens)	10493.9	18.1106	8.90415	17.1606
chr1	EviAnn	gene	414816481	414828947	.	-	.	LOC_00003099	geneID=LOC_00003099	protein_coding	GNMT:_Glycine_N-methyltransferase_(Oryctolagus_cuniculus)	2385	71.3065	41.0869	63.7307
chr1	EviAnn	gene	414832274	414838017	.	+	.	XLOC_001491U_lncRNA	geneID=XLOC_001491U_lncRNA	lncRNA	function_unknown	4954	85.9241	108.885	77.1099
chr1	EviAnn	gene	414832535	414851142	.	-	.	LOC_00003100	geneID=LOC_00003100	protein_coding	CNPY3:_Protein_canopy_homolog_3_(Homo_sapiens)	4476.71	20.5962	94.4097	117.241
chr1	EviAnn	gene	414855944	414865572	.	-	.	LOC_00003101	geneID=LOC_00003101	protein_coding	Ptcra:_Pre_T-cell_antigen_receptor_alpha_(Rattus_norvegicus)	884	0	0	0
chr1	EviAnn	gene	414867351	414872465	.	+	.	LOC_00003102	geneID=LOC_00003102	protein_coding	Pex39:_Peroxisomal_biogenesis_factor_39_(Mus_musculus)	3414	0	0.717865	0.749001
chr1	EviAnn	gene	414876938	414907434	.	-	.	LOC_00003103	geneID=LOC_00003103	protein_coding	POLR1B:_DNA-directed_RNA_polymerase_I_subunit_RPA2_(Homo_sapiens)	3693.13	20.048	9.04845	13.4061
chr1	EviAnn	gene	414909838	414965708	.	-	.	LOC_00003104	geneID=LOC_00003104	protein_coding	TTL:_Tubulin--tyrosine_ligase_(Homo_sapiens)	13699	0.297069	0.171557	0.179104
chr1	EviAnn	gene	414988723	415018638	.	-	.	LOC_00003105	geneID=LOC_00003105	protein_coding	ZC3H6:_Zinc_finger_CCCH_domain-containing_protein_6_(Homo_sapiens)	5162	1.21073	1.39734	1.94446
chr1	EviAnn	gene	415074077	415114079	.	-	.	LOC_00003106	geneID=LOC_00003106	protein_coding	FBLN7:_Fibulin-7_(Homo_sapiens)	1637	0	0	0
chr1	EviAnn	gene	415136425	415224871	.	-	.	LOC_00003107	geneID=LOC_00003107	protein_coding	MERTK:_Tyrosine-protein_kinase_Mer_(Homo_sapiens)	1666	0	0.705416	0
chr1	EviAnn	gene	415244262	415337542	.	+	.	LOC_00003108	geneID=LOC_00003108	protein_coding	ANAPC1:_Anaphase-promoting_complex_subunit_1_(Homo_sapiens)	5205	0.800231	0	1.19471
chr1	EviAnn	gene	415442810	415504623	.	+	.	LOC_00003109	geneID=LOC_00003109	protein_coding	function_unknown	9935	2.63294	3.56744	7.02912
chr1	EviAnn	gene	415525302	415604350	.	+	.	XLOC_001498U_lncRNA	geneID=XLOC_001498U_lncRNA	lncRNA	function_unknown	52221	0.543024	0.600255	0.303083
chr1	EviAnn	gene	415604779	415689314	.	-	.	LOC_00003111	geneID=LOC_00003111	protein_coding	Bcl2l11:_Bcl-2-like_protein_11_(Rattus_norvegicus)	24953.7	515.257	478.993	264.975
chr1	EviAnn	gene	415634051	415682028	.	-	.	LOC_00003110	geneID=LOC_00003110	protein_coding	function_unknown	10087	283.859	274.703	118.67
chr1	EviAnn	gene	415660980	415682399	.	-	.	LOC_00003112	geneID=LOC_00003112	protein_coding	function_unknown	17359	0	0	0
chr1	EviAnn	gene	415771620	415772566	.	-	.	XLOC_003094U_lncRNA	geneID=XLOC_003094U_lncRNA	lncRNA	function_unknown	706	11.6588	8.87971	9.2285
chr1	EviAnn	gene	415772706	415832530	.	+	.	LOC_00003113	geneID=LOC_00003113	protein_coding	BUB1:_Mitotic_checkpoint_serine/threonine-protein_kinase_BUB1_(Homo_sapiens)	2770.71	0	0	0
chr1	EviAnn	gene	415899978	415906876	.	+	.	LOC_00003114	geneID=LOC_00003114	protein_coding	MTLN:_Mitoregulin_(Homo_sapiens)	3627	0.583823	3.93229	22.8272
chr1	EviAnn	gene	415903391	415938649	.	+	.	LOC_00003115	geneID=LOC_00003115	protein_coding	Nphp1:_Nephrocystin-1_(Mus_musculus)	3537	0.599522	0	2.5025
chr1	EviAnn	gene	415940761	415971478	.	+	.	LOC_00003116	geneID=LOC_00003116	protein_coding	MALL:_MAL-like_protein_(Homo_sapiens)	2765	0	0	0
chr1	EviAnn	gene	415975562	415986016	.	+	.	LOC_00003117	geneID=LOC_00003117	protein_coding	function_unknown	10455	39.3297	32.3982	62.2657
chr1	EviAnn	gene	415975834	415982089	.	+	.	LOC_00003118	geneID=LOC_00003118	protein_coding	env:_Envelope_glycoprotein_gp95_(Rous_sarcoma_virus_subgroup_C_(strain_Prague))	2434	75.5964	0	74.0935
chr1	EviAnn	gene	416005924	416044817	.	+	.	LOC_00003119	geneID=LOC_00003119	protein_coding	Mal:_Myelin_and_lymphocyte_protein_(Mus_musculus)	1134	0	0	0
chr1	EviAnn	gene	416068300	416131727	.	-	.	LOC_00003120	geneID=LOC_00003120	protein_coding	MRPS5:_Small_ribosomal_subunit_protein_uS5m_(Bos_taurus)	2394.08	18.7165	13.8001	3.82084
chr1	EviAnn	gene	416099152	416131727	.	-	.	LOC_00003121	geneID=LOC_00003121	protein_coding	function_unknown	7530	0.693718	0	1.51311
chr1	EviAnn	gene	416707741	417022293	.	+	.	LOC_00003122	geneID=LOC_00003122	protein_coding	SLC8A1:_Sodium/calcium_exchanger_1_(Canis_lupus_familiaris)	2901	0	0.853417	1.7806
chr1	EviAnn	gene	416974552	416974641	.	-	.	LOC_00003123	geneID=LOC_00003123	protein_coding	function_unknown	90	0	0	0
chr1	EviAnn	gene	417047727	417091475	.	-	.	LOC_00003124	geneID=LOC_00003124	protein_coding	function_unknown	5169	0	0.930252	0
chr1	EviAnn	gene	417079179	417118371	.	+	.	LOC_00003125	geneID=LOC_00003125	protein_coding	function_unknown	19880.6	25.7707	66.092	32.4371
chr1	EviAnn	gene	417079179	417118371	.	+	.	LOC_00003126	geneID=LOC_00003126	protein_coding	THUMPD2:_U6_snRNA_(guanine-N(2))-methyltransferase_THUMPD2_(Homo_sapiens)	12622.6	300.682	95.0565	164.799
chr1	EviAnn	gene	417091879	417118628	.	+	.	LOC_00003128	geneID=LOC_00003128	protein_coding	F52C9.6:_Putative_uncharacterized_transposon-derived_protein_F52C9.6_(Caenorhabditis_elegans)	12348	0	1.93883	0
