Chromosome	Source	Type	Start	Stop	Score	Strand	Phase	Name	GeneID	BioType	Function	Length	rna_30	rna_35	rna_L007
chr13	EviAnn	gene	1346389	1349239	.	+	.	LOC_00018598	geneID=LOC_00018598	protein_coding	function_unknown	534	0	0	0
chr13	EviAnn	gene	1447796	1448918	.	+	.	LOC_00018599	geneID=LOC_00018599	protein_coding	CRYBB1:_Beta-crystallin_B1_(Gallus_gallus)	258	0	0	0
chr13	EviAnn	gene	1460910	1512014	.	+	.	LOC_00018601	geneID=LOC_00018601	protein_coding	TFIP11:_Tuftelin-interacting_protein_11_(Gallus_gallus)	984.967	29.0749	58.5561	8.47383
chr13	EviAnn	gene	1460913	1485683	.	+	.	LOC_00018600	geneID=LOC_00018600	protein_coding	TPST2:_Protein-tyrosine_sulfotransferase_2_(Gallus_gallus)	1119	0	0	4.29589
chr13	EviAnn	gene	1511972	1518006	.	-	.	LOC_00018602	geneID=LOC_00018602	protein_coding	SRRD:_SRR1-like_protein_(Homo_sapiens)	912	70.2397	77.4981	104.015
chr13	EviAnn	gene	1511973	1517942	.	-	.	LOC_00018603	geneID=LOC_00018603	protein_coding	function_unknown	291	105.032	153.028	154.228
chr13	EviAnn	gene	1518017	1534428	.	+	.	LOC_00018604	geneID=LOC_00018604	protein_coding	HPS4:_BLOC-3_complex_member_HPS4_(Homo_sapiens)	1369.2	0	6.64314	0
chr13	EviAnn	gene	1534056	1543116	.	-	.	LOC_00018605	geneID=LOC_00018605	protein_coding	ASPHD2:_Aspartate_beta-hydroxylase_domain-containing_protein_2_(Homo_sapiens)	1455	44.3075	76.699700000000007	101.441
chr13	EviAnn	gene	1565446	1668509	.	-	.	LOC_00018606	geneID=LOC_00018606	protein_coding	SEZ6L:_Seizure_6-like_protein_(Homo_sapiens)	3036	0	5.6841	0
chr13	EviAnn	gene	1728509	1900586	.	-	.	LOC_00018607	geneID=LOC_00018607	protein_coding	MYO18B:_Unconventional_myosin-XVIIIb_(Homo_sapiens)	6960	0.699843	0.59877	0
chr13	EviAnn	gene	1918721	2007949	.	-	.	LOC_00018608	geneID=LOC_00018608	protein_coding	GRK3:_G_protein-coupled_receptor_kinase_3_(Bos_taurus)	1752	0	0	0
chr13	EviAnn	gene	2043267	2048479	.	-	.	LOC_00018609	geneID=LOC_00018609	protein_coding	Beta-crystallin_B2_(Aquarana_catesbeiana)	606	0	9.47424	0
chr13	EviAnn	gene	2055303	2062333	.	-	.	LOC_00018610	geneID=LOC_00018610	protein_coding	CRYBB3:_Beta-crystallin_B3_(Gallus_gallus)	429	0	0	0
chr13	EviAnn	gene	2061325	2062881	.	-	.	LOC_00018611	geneID=LOC_00018611	protein_coding	function_unknown	813	22.0909	57.5908	57.1456
chr13	EviAnn	gene	2063055	2112013	.	-	.	LOC_00018612	geneID=LOC_00018612	protein_coding	RCJMB04_21h11:_Uncharacterized_protein_KIAA1671_homolog_(Gallus_gallus)	1164	4.77057	5.40299	0
chr13	EviAnn	gene	2162204	2232656	.	-	.	LOC_00018613	geneID=LOC_00018613	protein_coding	Sgsm1:_Small_G_protein_signaling_modulator_1_(Mus_musculus)	3426	1.4588699999999999	7.50222	6.63196
chr13	EviAnn	gene	2240438	2292259	.	-	.	LOC_00018615	geneID=LOC_00018615	protein_coding	ANKRD13A:_Ankyrin_repeat_domain-containing_protein_13A_(Homo_sapiens)	1294	0	5.14163	15.6102
chr13	EviAnn	gene	2242255	2267733	.	+	.	LOC_00018614	geneID=LOC_00018614	protein_coding	Slc6a4:_Sodium-dependent_serotonin_transporter_(Mus_musculus)	363.152	110.717	311.535	469.358
chr13	EviAnn	gene	2292350	2343926	.	+	.	LOC_00018616	geneID=LOC_00018616	protein_coding	GIT2:_ARF_GTPase-activating_protein_GIT2_(Homo_sapiens)	768	7.9154	20.0427	2.35868
chr13	EviAnn	gene	2343418	2354321	.	-	.	LOC_00018617	geneID=LOC_00018617	protein_coding	TCHP:_Trichoplein_keratin_filament-binding_protein_(Homo_sapiens)	1590	53.4699	37.3985	60.2285
chr13	EviAnn	gene	2359037	2382598	.	+	.	LOC_00018618	geneID=LOC_00018618	protein_coding	GLTP:_Glycolipid_transfer_protein_(Sus_scrofa)	393	62.3021	18.3373	54.5498
chr13	EviAnn	gene	2393621	2413597	.	+	.	LOC_00018619	geneID=LOC_00018619	protein_coding	TRPV4:_Transient_receptor_potential_cation_channel_subfamily_V_member_4_(Homo_sapiens)	2601	17.5811	16.762	10.043
chr13	EviAnn	gene	2410976	2535728	.	-	.	LOC_00018620	geneID=LOC_00018620	protein_coding	Fam222a:_Protein_FAM222A_(Mus_musculus)	1329	8.1857	19.1449	0
chr13	EviAnn	gene	2682152	2704316	.	+	.	LOC_00018622	geneID=LOC_00018622	protein_coding	F52C9.6:_Putative_uncharacterized_transposon-derived_protein_F52C9.6_(Caenorhabditis_elegans)	1011	5.63594	4.87766	29.097
chr13	EviAnn	gene	2682162	2695599	.	+	.	LOC_00018621	geneID=LOC_00018621	protein_coding	function_unknown	750	65.2779	78.1196	77.4697
chr13	EviAnn	gene	2701528	2727734	.	-	.	LOC_00018623	geneID=LOC_00018623	protein_coding	MVK:_Mevalonate_kinase_(Bos_taurus)	1072.39	26.2678	54.2831	35.8231
chr13	EviAnn	gene	2727659	2742940	.	+	.	LOC_00018624	geneID=LOC_00018624	protein_coding	MMAB:_Corrinoid_adenosyltransferase_MMAB_(Homo_sapiens)	447	50.7915	0	29.4196
chr13	EviAnn	gene	2739522	2766612	.	-	.	LOC_00018625	geneID=LOC_00018625	protein_coding	ube3b:_Ubiquitin-protein_ligase_E3B_(Xenopus_tropicalis)	2895	1.74289	1.33814	2.98608
chr13	EviAnn	gene	2766718	2785845	.	+	.	LOC_00018626	geneID=LOC_00018626	protein_coding	KCTD10:_BTB/POZ_domain-containing_adapter_for_CUL3-mediated_RhoA_degradation_protein_3_(Homo_sapiens)	670.5	0	35.7785	0
chr13	EviAnn	gene	2786169	2857251	.	-	.	LOC_00018627	geneID=LOC_00018627	protein_coding	MYO1H:_Unconventional_myosin-Ih_(Homo_sapiens)	2685.75	0	0	5.80984
chr13	EviAnn	gene	2880411	2901603	.	+	.	LOC_00018628	geneID=LOC_00018628	protein_coding	foxn4:_Forkhead_box_protein_N4_(Xenopus_laevis)	1035.15	454.619	266.211	464.462
chr13	EviAnn	gene	2991383	3002211	.	-	.	LOC_00018629	geneID=LOC_00018629	protein_coding	UNG:_Uracil-DNA_glycosylase_(Homo_sapiens)	834.75	0	11.2087	0
chr13	EviAnn	gene	3002427	3009298	.	+	.	LOC_00018630	geneID=LOC_00018630	protein_coding	ALKBH2:_DNA_oxidative_demethylase_ALKBH2_(Bos_taurus)	786	15.3701	53.8792	20.5928
chr13	EviAnn	gene	3007398	3022089	.	-	.	LOC_00018631	geneID=LOC_00018631	protein_coding	Usp30:_Ubiquitin_carboxyl-terminal_hydrolase_30_(Mus_musculus)	1191.6	0	0	7.51123
chr13	EviAnn	gene	3026416	3056202	.	+	.	LOC_00018632	geneID=LOC_00018632	protein_coding	SVOP:_Synaptic_vesicle_2-related_protein_(Homo_sapiens)	2040	7.61619	34.9017	19.5909
chr13	EviAnn	gene	3055422	3080873	.	-	.	LOC_00018633	geneID=LOC_00018633	protein_coding	DAO:_D-amino-acid_oxidase_(Macaca_fascicularis)	999.429	0	3.38809	0
chr13	EviAnn	gene	3080300	3131792	.	+	.	LOC_00018634	geneID=LOC_00018634	protein_coding	Ssh1:_Protein_phosphatase_Slingshot_homolog_1_(Mus_musculus)	2095.5	0	4.92642	0
chr13	EviAnn	gene	3142995	3209932	.	+	.	LOC_00018635	geneID=LOC_00018635	protein_coding	CORO1C:_Coronin-1C_(Homo_sapiens)	1917	0	0	0
chr13	EviAnn	gene	3219097	3229771	.	+	.	LOC_00018636	geneID=LOC_00018636	protein_coding	SELPLG:_P-selectin_glycoprotein_ligand_1_(Homo_sapiens)	1473	302.235	210.167	503.308
chr13	EviAnn	gene	3226606	3230536	.	-	.	XLOC_004792U_lncRNA	geneID=XLOC_004792U_lncRNA	lncRNA	function_unknown	NA	NA	NA	NA
chr13	EviAnn	gene	3259798	3273096	.	+	.	LOC_00018637	geneID=LOC_00018637	protein_coding	TMEM119:_Transmembrane_protein_119_(Homo_sapiens)	927	6.25931	0	5.3897
chr13	EviAnn	gene	3279865	3285185	.	-	.	LOC_00018638	geneID=LOC_00018638	protein_coding	ISCU:_Iron-sulfur_cluster_assembly_enzyme_ISCU_(Homo_sapiens)	393.75	0	0	0
chr13	EviAnn	gene	3288112	3306016	.	+	.	LOC_00018639	geneID=LOC_00018639	protein_coding	SART3:_Spliceosome_associated_factor_3,_U4/U6_recycling_protein_(Homo_sapiens)	2838	0	10.6877	9.14985
chr13	EviAnn	gene	3306785	3313590	.	-	.	LOC_00018640	geneID=LOC_00018640	protein_coding	FICD:_Protein_adenylyltransferase_FICD_(Homo_sapiens)	1386	261.393	265.664	254.626
chr13	EviAnn	gene	3420016	3427722	.	+	.	LOC_00018641	geneID=LOC_00018641	protein_coding	CMLKR1:_Chemerin-like_receptor_1_(Bos_taurus)	1171.5	0	8.91959	4.43658
chr13	EviAnn	gene	3471726	3514370	.	-	.	LOC_00018642	geneID=LOC_00018642	protein_coding	WSCD2:_Sialate:O-sulfotransferase_2_(Homo_sapiens)	1269	4.3158	0	0
chr13	EviAnn	gene	3696200	3733273	.	-	.	LOC_00018643	geneID=LOC_00018643	protein_coding	PTPN11:_Tyrosine-protein_phosphatase_non-receptor_type_11_(Gallus_gallus)	1780.5	0	0	2.5211
chr13	EviAnn	gene	3733348	3745673	.	+	.	LOC_00018644	geneID=LOC_00018644	protein_coding	RPL6:_Large_ribosomal_subunit_protein_eL6_(Oryctolagus_cuniculus)	534	12.9573	4.82549	26.7787
chr13	EviAnn	gene	3758752	3873685	.	+	.	LOC_00018645	geneID=LOC_00018645	protein_coding	HECTD4:_Probable_E3_ubiquitin-protein_ligase_HECTD4_(Homo_sapiens)	9388	0	4.381	0
chr13	EviAnn	gene	3874867	3907620	.	-	.	LOC_00018646	geneID=LOC_00018646	protein_coding	TRAFD1:_TRAF-type_zinc_finger_domain-containing_protein_1_(Macaca_fascicularis)	1700.23	15.5076	30.798	8.92529
chr13	EviAnn	gene	3943011	3994998	.	+	.	LOC_00018647	geneID=LOC_00018647	protein_coding	NAA25:_N-alpha-acetyltransferase_25,_NatB_auxiliary_subunit_(Homo_sapiens)	3246.49	55.5813	44.9824	88.0066
chr13	EviAnn	gene	3996354	4004574	.	+	.	LOC_00018648	geneID=LOC_00018648	protein_coding	ERP29:_Endoplasmic_reticulum_resident_protein_29_(Homo_sapiens)	777	15.5971	20.3512	0
chr13	EviAnn	gene	4010483	4043904	.	+	.	LOC_00018649	geneID=LOC_00018649	protein_coding	TMEM116:_Transmembrane_protein_116_(Homo_sapiens)	1041	0	0	5.06718
chr13	EviAnn	gene	4049579	4051831	.	-	.	LOC_00018650	geneID=LOC_00018650	protein_coding	ADAM21:_Disintegrin_and_metalloproteinase_domain-containing_protein_21_(Homo_sapiens)	2253	0	1.95738	0
chr13	EviAnn	gene	4054698	4057427	.	-	.	LOC_00018651	geneID=LOC_00018651	protein_coding	ADAM9:_Disintegrin_and_metalloproteinase_domain-containing_protein_9_(Homo_sapiens)	2232	0	7.9096	0
chr13	EviAnn	gene	4060383	4096291	.	-	.	LOC_00018652	geneID=LOC_00018652	protein_coding	MAPKAPK5:_MAP_kinase-activated_protein_kinase_5_(Homo_sapiens)	1147	0	6.02869	0
chr13	EviAnn	gene	4098248	4126197	.	-	.	LOC_00018653	geneID=LOC_00018653	protein_coding	ALDH2:_Aldehyde_dehydrogenase,_mitochondrial_(Pongo_abelii)	1584	30.2042	5.77817	5.76044
chr13	EviAnn	gene	4129317	4152018	.	-	.	LOC_00018654	geneID=LOC_00018654	protein_coding	ACAD10:_Acyl-CoA_dehydrogenase_family_member_10_(Homo_sapiens)	2241	20.6336	15.8073	30.5283
chr13	EviAnn	gene	4139506	4152000	.	-	.	LOC_00018655	geneID=LOC_00018655	protein_coding	function_unknown	300	0	0	0
chr13	EviAnn	gene	4152146	4177125	.	+	.	LOC_00018656	geneID=LOC_00018656	protein_coding	BRAP:_BRCA1-associated_protein_(Homo_sapiens)	1380	0	5.37651	8.04221
chr13	EviAnn	gene	4188108	4262495	.	+	.	LOC_00018657	geneID=LOC_00018657	protein_coding	Atxn2:_Ataxin-2_(Mus_musculus)	3108	66.2822	38.0238	62.817
chr13	EviAnn	gene	4267983	4332407	.	-	.	LOC_00018658	geneID=LOC_00018658	protein_coding	SH2B3:_SH2B_adapter_protein_3_(Homo_sapiens)	1746	48.1854	49.2194	56.8392
chr13	EviAnn	gene	4332454	4356976	.	+	.	LOC_00018659	geneID=LOC_00018659	protein_coding	PHETA1:_Sesquipedalian-1_(Homo_sapiens)	849	0	6.05566	12.0231
chr13	EviAnn	gene	4474758	4493034	.	+	.	LOC_00018660	geneID=LOC_00018660	protein_coding	function_unknown	432	501.366	157.078	872.242
chr13	EviAnn	gene	4623048	4631186	.	+	.	LOC_00018661	geneID=LOC_00018661	protein_coding	Myosin_regulatory_light_chain_2A,_cardiac_muscle_isoform_(Gallus_gallus)	441	0	0	0
chr13	EviAnn	gene	4634136	4653151	.	-	.	LOC_00018662	geneID=LOC_00018662	protein_coding	CCDC63:_Coiled-coil_domain-containing_protein_63_(Homo_sapiens)	1570.5	0	0	0
chr13	EviAnn	gene	4642328	4645835	.	+	.	LOC_00018663	geneID=LOC_00018663	protein_coding	function_unknown	495	0	0	0
chr13	EviAnn	gene	4697075	4719823	.	+	.	LOC_00018664	geneID=LOC_00018664	protein_coding	ppp1cc:_Serine/threonine-protein_phosphatase_PP1-gamma_catalytic_subunit_(Xenopus_tropicalis)	964.5	0	10.2341	0
chr13	EviAnn	gene	4723826	4743461	.	+	.	LOC_00018665	geneID=LOC_00018665	protein_coding	HVCN1:_Voltage-gated_hydrogen_channel_1_(Gallus_gallus)	687	36.5941	15.9616	15.8115
chr13	EviAnn	gene	4742626	4760256	.	-	.	LOC_00018666	geneID=LOC_00018666	protein_coding	TCTN1:_Tectonic-1_(Homo_sapiens)	519	13.5049	23.1225	5.63637
chr13	EviAnn	gene	4769153	4791296	.	+	.	LOC_00018667	geneID=LOC_00018667	protein_coding	pptc7:_Protein_phosphatase_PTC7_homolog_(Danio_rerio)	788.25	0	9.31876	0
chr13	EviAnn	gene	4791841	4815907	.	-	.	LOC_00018668	geneID=LOC_00018668	protein_coding	RAD9B:_Cell_cycle_checkpoint_control_protein_RAD9B_(Homo_sapiens)	1182	0	8.09295	0
chr13	EviAnn	gene	4815484	4821852	.	+	.	LOC_00018669	geneID=LOC_00018669	protein_coding	Vps29:_Vacuolar_protein_sorting-associated_protein_29_(Mus_musculus)	455.4	0	0	0
chr13	EviAnn	gene	4824105	4839181	.	-	.	LOC_00018670	geneID=LOC_00018670	protein_coding	Kntc1:_Kinetochore-associated_protein_1_(Mus_musculus)	723	0	0	0
chr13	EviAnn	gene	4886089	4900150	.	+	.	LOC_00018671	geneID=LOC_00018671	protein_coding	Rsrc2:_Arginine/serine-rich_coiled-coil_protein_2_(Rattus_norvegicus)	1041.75	0	18.1966	9.00744
chr13	EviAnn	gene	4886103	4925330	.	+	.	LOC_00018672	geneID=LOC_00018672	protein_coding	ZCCHC8:_Zinc_finger_CCHC_domain-containing_protein_8_(Pongo_abelii)	2011.5	0	8.06476	0
chr13	EviAnn	gene	4900636	5057986	.	+	.	LOC_00018673	geneID=LOC_00018673	protein_coding	CLIP1:_CAP-Gly_domain-containing_linker_protein_1_(Gallus_gallus)	4225.88	0	1.89171	0
chr13	EviAnn	gene	5062403	5077192	.	+	.	LOC_00018674	geneID=LOC_00018674	protein_coding	VPS33A:_Vacuolar_protein_sorting-associated_protein_33A_(Homo_sapiens)	1466.14	0	0	0
chr13	EviAnn	gene	5076989	5082303	.	+	.	LOC_00018675	geneID=LOC_00018675	protein_coding	function_unknown	204	0	0	0
chr13	EviAnn	gene	5084983	5093820	.	+	.	LOC_00018676	geneID=LOC_00018676	protein_coding	Diablo:_Diablo_IAP-binding_mitochondrial_protein_(Mus_musculus)	693	0	0	0
chr13	EviAnn	gene	5095661	5100401	.	-	.	LOC_00018677	geneID=LOC_00018677	protein_coding	B3GNT4:_N-acetyllactosaminide_beta-1,3-N-acetylglucosaminyltransferase_4_(Homo_sapiens)	1095	15.3765	4.4306	52.8925
chr13	EviAnn	gene	5101112	5126013	.	-	.	LOC_00018678	geneID=LOC_00018678	protein_coding	LRRC43:_Leucine-rich_repeat-containing_protein_43_(Macaca_fascicularis)	1613	0	41.598	9.38171
chr13	EviAnn	gene	5148034	5212176	.	-	.	LOC_00018679	geneID=LOC_00018679	protein_coding	Mlxip:_MLX-interacting_protein_(Mus_musculus)	2505	4.06738	27.9258	15.6846
chr13	EviAnn	gene	5227405	5255879	.	-	.	LOC_00018680	geneID=LOC_00018680	protein_coding	Bcl7a:_B-cell_CLL/lymphoma_7_protein_family_member_A_(Mus_musculus)	525.75	0	0	0
chr13	EviAnn	gene	5305299	5314221	.	-	.	LOC_00018681	geneID=LOC_00018681	protein_coding	Psmd9:_26S_proteasome_non-ATPase_regulatory_subunit_9_(Rattus_norvegicus)	633	10.2088	8.91902	0
chr13	EviAnn	gene	5314229	5332333	.	+	.	LOC_00018682	geneID=LOC_00018682	protein_coding	HPD:_4-hydroxyphenylpyruvate_dioxygenase_(Homo_sapiens)	939	6.16194	25.0174	0
chr13	EviAnn	gene	5330685	5384653	.	-	.	LOC_00018683	geneID=LOC_00018683	protein_coding	SETD1B:_Histone-lysine_N-methyltransferase_SETD1B_(Gallus_gallus)	672	0	0	0
chr13	EviAnn	gene	5384972	5396289	.	-	.	XLOC_004807U_lncRNA	geneID=XLOC_004807U_lncRNA	lncRNA	function_unknown	NA	NA	NA	NA
chr13	EviAnn	gene	5384988	5438985	.	+	.	LOC_00018684	geneID=LOC_00018684	protein_coding	RHOF:_Rho-related_GTP-binding_protein_RhoF_(Bos_taurus)	442	0	23.9097	0
chr13	EviAnn	gene	5385009	5413562	.	+	.	LOC_00018685	geneID=LOC_00018685	protein_coding	function_unknown	756	2188.81	2136.52	1756.5
chr13	EviAnn	gene	5415374	5445295	.	-	.	LOC_00018686	geneID=LOC_00018686	protein_coding	Tmem120b:_Transmembrane_protein_120B_(Mus_musculus)	1014	0	0	14.4966
chr13	EviAnn	gene	5459045	5467385	.	+	.	LOC_00018687	geneID=LOC_00018687	protein_coding	MORN3:_MORN_repeat-containing_protein_3_(Bos_taurus)	524	0	0	0
chr13	EviAnn	gene	5469746	5560757	.	-	.	LOC_00018689	geneID=LOC_00018689	protein_coding	ORAI1:_Calcium_release-activated_calcium_channel_protein_1_(Gallus_gallus)	744	8.24466	10.5745	0
chr13	EviAnn	gene	5470022	5489473	.	-	.	LOC_00018688	geneID=LOC_00018688	protein_coding	function_unknown	648	29.6707	51.8177	0
chr13	EviAnn	gene	5495547	5584272	.	+	.	LOC_00018690	geneID=LOC_00018690	protein_coding	KDM2B:_Lysine-specific_demethylase_2B_(Homo_sapiens)	3768	14.5232	26.3279	26.0011
chr13	EviAnn	gene	5584298	5594527	.	-	.	LOC_00018691	geneID=LOC_00018691	protein_coding	RNF34:_E3_ubiquitin-protein_ligase_RNF34_(Bos_taurus)	1068	95.0252	27.3905	31.7847
chr13	EviAnn	gene	5598461	5637576	.	+	.	LOC_00018692	geneID=LOC_00018692	protein_coding	ANAPC5:_Anaphase-promoting_complex_subunit_5_(Gallus_gallus)	2271	4.51986	0	0
chr13	EviAnn	gene	5624592	5667503	.	+	.	LOC_00018693	geneID=LOC_00018693	protein_coding	CAMKK2:_Calcium/calmodulin-dependent_protein_kinase_kinase_2_(Homo_sapiens)	1410	0	8.12934	0
chr13	EviAnn	gene	5679300	5697127	.	-	.	LOC_00018694	geneID=LOC_00018694	protein_coding	P2RX4:_P2X_purinoceptor_4_(Homo_sapiens)	1197	0	0	0
chr13	EviAnn	gene	5722813	5740296	.	-	.	LOC_00018695	geneID=LOC_00018695	protein_coding	P2RX7:_P2X_purinoceptor_7_(Homo_sapiens)	1710	0	0	2.64411
chr13	EviAnn	gene	5744948	5804986	.	+	.	LOC_00018696	geneID=LOC_00018696	protein_coding	Ift81:_Intraflagellar_transport_protein_81_homolog_(Mus_musculus)	1355.4	0	20.8708	6.89924
chr13	EviAnn	gene	5845602	5899266	.	+	.	LOC_00018697	geneID=LOC_00018697	protein_coding	ATP2A2:_Sarcoplasmic/endoplasmic_reticulum_calcium_ATPase_2_(Gallus_gallus)	3061.5	0	11.0099	8.64387
chr13	EviAnn	gene	5904429	5923569	.	-	.	LOC_00018698	geneID=LOC_00018698	protein_coding	ANAPC7:_Anaphase-promoting_complex_subunit_7_(Homo_sapiens)	1860	28.0874	36.223	36.1353
chr13	EviAnn	gene	5923612	5963394	.	+	.	LOC_00018701	geneID=LOC_00018701	protein_coding	DENR:_Density-regulated_protein_(Homo_sapiens)	515.25	0	0	0
chr13	EviAnn	gene	5926135	5936918	.	-	.	LOC_00018699	geneID=LOC_00018699	protein_coding	ARPC3:_Actin-related_protein_2/3_complex_subunit_3_(Homo_sapiens)	516	0	0	23.442
chr13	EviAnn	gene	5940113	5950656	.	-	.	LOC_00018700	geneID=LOC_00018700	protein_coding	GPN3:_GPN-loop_GTPase_3_(Homo_sapiens)	780	69.8431	33.7495	53.5574
chr13	EviAnn	gene	5966689	5995258	.	+	.	LOC_00018702	geneID=LOC_00018702	protein_coding	CCDC62:_Coiled-coil_domain-containing_protein_62_(Homo_sapiens)	843	0	16.862	0
chr13	EviAnn	gene	5998963	6073011	.	+	.	LOC_00018703	geneID=LOC_00018703	protein_coding	HIP1R:_Huntingtin-interacting_protein_1-related_protein_(Homo_sapiens)	3198	6.27451	5.37914	5.37397
chr13	EviAnn	gene	6073056	6103349	.	-	.	LOC_00018704	geneID=LOC_00018704	protein_coding	VPS37B:_Vacuolar_protein_sorting-associated_protein_37B_(Homo_sapiens)	670.5	0	38.9369	12.8078
chr13	EviAnn	gene	6116908	6143341	.	-	.	LOC_00018705	geneID=LOC_00018705	protein_coding	ABCB9:_ABC-type_oligopeptide_transporter_ABCB9_(Homo_sapiens)	1745	0	0	11.7342
chr13	EviAnn	gene	6160778	6169349	.	-	.	XLOC_004817U_lncRNA	geneID=XLOC_004817U_lncRNA	lncRNA	function_unknown	NA	NA	NA	NA
chr13	EviAnn	gene	6169391	6183070	.	+	.	LOC_00018706	geneID=LOC_00018706	protein_coding	OGFOD2:_2-oxoglutarate_and_iron-dependent_oxygenase_domain-containing_protein_2_(Homo_sapiens)	625.845	290.278	12.8587	146.926
chr13	EviAnn	gene	6184861	6198337	.	+	.	LOC_00018707	geneID=LOC_00018707	protein_coding	ARL6IP4:_ADP-ribosylation_factor-like_protein_6-interacting_protein_4_(Gallus_gallus)	789	15.2959	0	13.1937
chr13	EviAnn	gene	6206610	6428396	.	-	.	LOC_00018708	geneID=LOC_00018708	protein_coding	PITPNM2:_Membrane-associated_phosphatidylinositol_transfer_protein_2_(Homo_sapiens)	2940	0	2.08797	0
chr13	EviAnn	gene	6438619	6479145	.	-	.	LOC_00018709	geneID=LOC_00018709	protein_coding	MPHOSPH9:_M-phase_phosphoprotein_9_(Homo_sapiens)	2574	0	0	0
chr13	EviAnn	gene	6479286	6496213	.	+	.	LOC_00018710	geneID=LOC_00018710	protein_coding	mtrfr:_Mitochondrial_translation_release_factor_in_rescue_(Danio_rerio)	495	28.9697	102.024	150.847
chr13	EviAnn	gene	6486500	6511879	.	-	.	LOC_00018711	geneID=LOC_00018711	protein_coding	CDK2AP1:_Cyclin-dependent_kinase_2-associated_protein_1_(Homo_sapiens)	396	20.5056	18.115	34.1631
chr13	EviAnn	gene	6512095	6558427	.	-	.	LOC_00018712	geneID=LOC_00018712	protein_coding	SBNO1:_Protein_strawberry_notch_homolog_1_(Homo_sapiens)	3549	22.4928	9.63792	3.61144
chr13	EviAnn	gene	6563225	6576318	.	+	.	LOC_00018713	geneID=LOC_00018713	protein_coding	KMT5A:_N-lysine_methyltransferase_KMT5A_(Homo_sapiens)	1029	0	4.77443	0
chr13	EviAnn	gene	6580761	6586633	.	-	.	LOC_00018714	geneID=LOC_00018714	protein_coding	RILPL2:_RILP-like_protein_2_(Homo_sapiens)	627	51.7105	54.226	44.7399
chr13	EviAnn	gene	6586464	6596430	.	+	.	LOC_00018715	geneID=LOC_00018715	protein_coding	SNRNP35:_U11/U12_small_nuclear_ribonucleoprotein_35_kDa_protein_(Homo_sapiens)	754	0	0	8.94798
chr13	EviAnn	gene	6599193	6629359	.	-	.	LOC_00018716	geneID=LOC_00018716	protein_coding	Rilpl1:_RILP-like_protein_1_(Mus_musculus)	834	0	0	0
chr13	EviAnn	gene	6639303	6654492	.	+	.	LOC_00018717	geneID=LOC_00018717	protein_coding	Tmed2:_Transmembrane_emp24_domain-containing_protein_2_(Rattus_norvegicus)	210	0	0	0
chr13	EviAnn	gene	6655331	6673894	.	+	.	LOC_00018718	geneID=LOC_00018718	protein_coding	DDX55:_ATP-dependent_RNA_helicase_DDX55_(Gallus_gallus)	1794	11.6908	15.9475	0
chr13	EviAnn	gene	6667957	6682913	.	-	.	LOC_00018719	geneID=LOC_00018719	protein_coding	EIF2B1:_Translation_initiation_factor_eIF2B_subunit_alpha_(Macaca_fascicularis)	909	6.41126	0	5.52151
chr13	EviAnn	gene	6682970	6702496	.	+	.	LOC_00018720	geneID=LOC_00018720	protein_coding	GTF2H3:_General_transcription_factor_IIH_subunit_3_(Homo_sapiens)	855	0	6.58579	0
chr13	EviAnn	gene	6699002	6702462	.	-	.	LOC_00018721	geneID=LOC_00018721	protein_coding	function_unknown	474	92.7854	54.4471	161.184
chr13	EviAnn	gene	6704394	6719052	.	+	.	LOC_00018722	geneID=LOC_00018722	protein_coding	TCTN2:_Tectonic-2_(Homo_sapiens)	1531.8	0	4.59214	0
chr13	EviAnn	gene	6720093	6744171	.	+	.	LOC_00018723	geneID=LOC_00018723	protein_coding	ATP6V0A2:_V-type_proton_ATPase_116_kDa_subunit_a_2_(Homo_sapiens)	1770	0	1.71441	0
chr13	EviAnn	gene	6744421	6841989	.	+	.	LOC_00018724	geneID=LOC_00018724	protein_coding	DNAH10:_Dynein_axonemal_heavy_chain_10_(Homo_sapiens)	13590	0.708314	1.8166	0
chr13	EviAnn	gene	6841073	6862348	.	-	.	LOC_00018725	geneID=LOC_00018725	protein_coding	CCDC92:_Coiled-coil_domain-containing_protein_92_(Homo_sapiens)	927	0	0	5.5441
chr13	EviAnn	gene	6984946	7019775	.	+	.	LOC_00018726	geneID=LOC_00018726	protein_coding	RFLNA:_Refilin-A_(Homo_sapiens)	663	9.59136	0	24.8786
chr13	EviAnn	gene	7048982	7320915	.	-	.	LOC_00018727	geneID=LOC_00018727	protein_coding	NCOR2:_Nuclear_receptor_corepressor_2_(Homo_sapiens)	7444	0	3.39016	1.13017
chr13	EviAnn	gene	7187678	7187776	.	-	.	LOC_00018728	geneID=LOC_00018728	protein_coding	function_unknown	99	0	0	0
chr13	EviAnn	gene	7586629	7653217	.	-	.	LOC_00018729	geneID=LOC_00018729	protein_coding	SCARB1:_Scavenger_receptor_class_B_member_1_(Sus_scrofa)	1461	0	4.18407	4.16385
chr13	EviAnn	gene	7662694	7670410	.	-	.	LOC_00018730	geneID=LOC_00018730	protein_coding	Ubi-p63E:_Polyubiquitin_(Drosophila_melanogaster)	736.722	83.5001	7.93402	39.2993
