"Chromosome","Source","Type","Start","Stop","Score","Strand","Phase","Name","GeneID","BioType","Function","Length","SRR2889291","SRR2889292","SRR2889293","Fmean","value"
"NC_052533.1","Gnomon","gene",99241521,99315535,".","-",".","gene-ARHGAP28","Name=ARHGAP28","protein_coding","Dbxref=CGNC:10945,GeneID:421053",1875,0.445932,1.10287,2.13889,1.22923066666667,0.297755664637099
"NC_052533.1","Gnomon","gene",99697694,99837695,".","+",".","gene-EPB41L3","Name=EPB41L3","protein_coding","Dbxref=CGNC:10955,GeneID:421055",2728.7,3.35706,4.3618,2.80722,3.50869333333333,1.81093385887912
"NC_052533.1","BestRefSeq%2CGnomon","gene",99861945,99868339,".","+",".","gene-ZBTB14","Name=ZBTB14","protein_coding","Dbxref=CGNC:49638,GeneID:396070",1347,1.92701,2.0645,1.46014,1.81721666666667,0.861730442296355
"NC_052533.1","Gnomon","gene",100035085,100426374,".","+",".","gene-DLGAP1","Name=DLGAP1","protein_coding","Dbxref=CGNC:63454,GeneID:100859693",2784,0.073036,0,0,0.0243453333333333,-5.36021093582799
"NC_052533.1","BestRefSeq%2CGnomon","gene",100440947,100449482,".","-",".","gene-TGIF1","Name=TGIF1","protein_coding","Dbxref=CGNC:49758,GeneID:396339",810,10.4715,9.67281,8.53371,9.55934,3.25691101448253
"NC_052533.1","Gnomon","gene",100489441,100495118,".","-",".","gene-MYL12B","Name=MYL12B","protein_coding","Dbxref=CGNC:55709,GeneID:770011",519,63.3378,67.2354,54.4778,61.6836666666667,5.94681662091512
"NC_052533.1","BestRefSeq%2CGnomon","gene",100505446,100512629,".","-",".","gene-MYL12A","Name=MYL12A","protein_coding","Dbxref=CGNC:49735,GeneID:396284",574.995,87.9208,66.7453,104.172,86.2793666666667,6.43094368132763
"NC_052533.1","BestRefSeq%2CGnomon","gene",100531776,100609406,".","+",".","gene-MYOM1","Name=MYOM1","protein_coding","Dbxref=CGNC:11015,GeneID:395805",4786.78,3.61064,3.96283,1.89378,3.15575,1.6579829188982
"NC_052533.1","BestRefSeq%2CGnomon","gene",100615990,100655786,".","+",".","gene-LPIN2","Name=LPIN2","protein_coding","Dbxref=CGNC:51395,GeneID:421059",2757.56,13.7224,15.9153,18.0941,15.9106,3.99191633663444
"NC_052533.1","Gnomon","gene",100657915,100691970,".","-",".","gene-EMILIN2","Name=EMILIN2","protein_coding","Dbxref=CGNC:10988,GeneID:421058",3201,1.38731,2.18621,2.0209,1.86480666666667,0.899026067210126
"NC_052533.1","Gnomon","gene",100713948,100786405,".","-",".","gene-SMCHD1","Name=SMCHD1","protein_coding","Dbxref=CGNC:10985,GeneID:421057",6096,1.42412,0.99315,1.63281,1.35002666666667,0.432987904674471
"NC_052533.1","BestRefSeq%2CGnomon","gene",100795200,100813931,".","-",".","gene-NDC80","Name=NDC80","protein_coding","Dbxref=CGNC:10977,GeneID:395134",1923,0.216936,0.429228,0.547626,0.39793,-1.32941342676873
"NC_052533.1","Gnomon","gene",100813995,100844557,".","+",".","gene-METTL4","Name=METTL4","protein_coding","Dbxref=CGNC:10975,GeneID:421056",1317,0.823531,0.651517,0.665636,0.713561333333333,-0.486890654684702
"NC_052533.1","Gnomon","gene",101492505,101501066,".","-",".","gene-LOC107052005","Name=LOC107052005","protein_coding","Dbxref=CGNC:75011,GeneID:107052005",1113,0.399064,0.394541,0,0.264535,-1.91846948035187
"NC_052533.1","BestRefSeq","gene",101500421,101551044,".","+",".","gene-YES1","Name=YES1","protein_coding","Dbxref=CGNC:49713,GeneID:396238",1626,19.4098,18.5549,24.4714,20.8120333333333,4.37934601799095
"NC_052533.1","Gnomon","gene",101550806,101569908,".","-",".","gene-TYMS","Name=TYMS","protein_coding","Dbxref=CGNC:11055,GeneID:421060",897,4.37046,4.57323,6.75982,5.23450333333333,2.38805265606159
"NC_052533.1","BestRefSeq","gene",101635060,101728825,".","+",".","gene-COLEC12","Name=COLEC12","protein_coding","Dbxref=CGNC:11067,GeneID:421061",2229,3.14557,3.75301,2.24168,3.04675333333333,1.60727270344355
"NC_052533.1","BestRefSeq","gene",101745958,101766211,".","+",".","gene-THOC1","Name=THOC1","protein_coding","Dbxref=CGNC:11072,GeneID:421062",1971,6.54791,5.43313,5.75845,5.91316333333333,2.56393012775968
"NC_052533.1","Gnomon","gene",101767266,101784634,".","-",".","gene-USP14","Name=USP14","protein_coding","Dbxref=CGNC:11077,GeneID:421063",1479,7.08816,8.15509,7.59832,7.61385666666667,2.92862741095145
"NC_052533.1","BestRefSeq%2CGnomon","gene",101788760,101866636,".","-",".","gene-ROCK1","Name=ROCK1","protein_coding","Dbxref=CGNC:11078,GeneID:373970",4077,5.14494,5.33447,6.72473,5.73471333333333,2.51972137064999
"NC_052533.1","Gnomon","gene",101899649,102028277,".","+",".","gene-GREB1L","Name=GREB1L","protein_coding","Dbxref=CGNC:51396,GeneID:421064",5794.38,17.2864,20.4698,23.074,20.2767333333333,4.34175334173522
"NC_052533.1","Gnomon","gene",102028901,102057268,".","-",".","gene-ESCO1","Name=ESCO1","protein_coding","Dbxref=CGNC:11088,GeneID:421067",2571,1.03294,0.86485,1.12291,1.0069,0.00992040959306388
"NC_052533.1","Gnomon","gene",102062376,102085675,".","-",".","gene-ABHD3","Name=ABHD3","protein_coding","Dbxref=CGNC:11090,GeneID:421068",1647,0.385325,1.90574,1.16749,1.15285166666667,0.205206898478754
"NC_052533.1","Gnomon","gene",102096018,102169172,".","+",".","gene-MIB1","Name=MIB1","protein_coding","Dbxref=CGNC:11124,GeneID:421069",3011.23,10.8255,9.68634,12.129,10.88028,3.44364377917907
"NC_052533.1","BestRefSeq","gene",102256451,102278648,".","+",".","gene-GATA6","Name=GATA6","protein_coding","Dbxref=CGNC:49785,GeneID:396390",1165.58,14.0023,13.6461,17.1985,14.9489666666667,3.90197385781248
"NC_052533.1","Gnomon","gene",102440119,102478333,".","+",".","gene-RBBP8","Name=RBBP8","protein_coding","Dbxref=CGNC:11132,GeneID:421071",2472,1.82253,3.11833,2.60133,2.51406333333333,1.33002099404443
"NC_052533.1","Gnomon","gene",102503932,102572436,".","+",".","gene-CABLES1","Name=CABLES1","protein_coding","Dbxref=CGNC:11146,GeneID:768914",1121.86,7.71093,8.01614,7.90151,7.87619333333333,2.97749852485271
"NC_052533.1","Gnomon","gene",102539406,102639333,".","-",".","gene-TMEM241","Name=TMEM241","protein_coding","Dbxref=CGNC:15789,GeneID:421073",890.786,24.6275,23.2768,28.1771,25.3604666666667,4.66450938813642
"NC_052533.1","Gnomon","gene",102639247,102650883,".","+",".","gene-RIOK3","Name=RIOK3","protein_coding","Dbxref=CGNC:11152,GeneID:421074",1551,23.7411,27.6837,30.6172,27.3473333333333,4.77332825608285
"NC_052533.1","Gnomon","gene",102651948,102667332,".","+",".","gene-C18orf8","Name=C18orf8","protein_coding","Dbxref=CGNC:11157,GeneID:421075",2076,9.98593,5.7302,8.16673,7.96095333333333,2.99294120550737
"NC_052533.1","Gnomon","gene",102667247,102693274,".","-",".","gene-NPC1","Name=NPC1","protein_coding","Dbxref=CGNC:11176,GeneID:421076",3720.48,11.6941,11.1234,14.4031,12.4068666666667,3.63306690614703
"NC_052533.1","Gnomon","gene",102738404,102851911,".","+",".","gene-LAMA3","Name=LAMA3","protein_coding","Dbxref=CGNC:11197,GeneID:428524",10341,0.245528,0.280445,0.304851,0.276941333333333,-1.85234770371475
"NC_052533.1","Gnomon","gene",102867250,102901574,".","+",".","gene-TTC39C","Name=TTC39C","protein_coding","Dbxref=CGNC:11205,GeneID:421077",1731,0.486501,0.494982,0.859795,0.613759333333333,-0.704255036476189
"NC_052533.1","Gnomon","gene",102903286,102907093,".","+",".","gene-CABYR","Name=CABYR","protein_coding","Dbxref=CGNC:75008,GeneID:107052002",972,0.233682,0.230979,0.472536,0.312399,-1.67853825951679
"NC_052533.1","Gnomon","gene",102907316,102983620,".","-",".","gene-OSBPL1A","Name=OSBPL1A","protein_coding","Dbxref=CGNC:11224,GeneID:421079",1698.26,22.7276,27.0871,30.4589,26.7578666666667,4.74189119322445
"NC_052533.1","Gnomon","gene",102991598,103009674,".","+",".","gene-IMPACT","Name=IMPACT","protein_coding","Dbxref=CGNC:51398,GeneID:421080",963,3.54395,3.03584,3.34438,3.30805666666667,1.72598394793687
"NC_052533.1","Gnomon","gene",103228483,103461402,".","-",".","gene-ZNF521","Name=ZNF521","protein_coding","Dbxref=CGNC:11244,GeneID:421083",3646.23,2.64161,2.34161,2.88231,2.62184333333333,1.39058148076339
"NC_052533.1","BestRefSeq%2CGnomon","gene",103703503,103746316,".","-",".","gene-SS18","Name=SS18","protein_coding","Dbxref=CGNC:11249,GeneID:421085",1142.71,54.2001,48.944,63.6064,55.5835,5.79658477637911
"NC_052533.1","Gnomon","gene",103770829,103844126,".","+",".","gene-TAF4B","Name=TAF4B","protein_coding","Dbxref=CGNC:11252,GeneID:421086",1926,0.21657,0,0,0.07219,-3.7920571857592
"NC_052533.1","Gnomon","gene",103870726,103967633,".","-",".","gene-KCTD1","Name=KCTD1","protein_coding","Dbxref=CGNC:11254,GeneID:421087",1811.31,14.3531,6.93657,4.78319,8.69095333333333,3.11951443870085
"NC_052533.1","BestRefSeq","gene",104053523,104066826,".","-",".","gene-AQP4","Name=AQP4","protein_coding","Dbxref=CGNC:51401,GeneID:421088",1025,0,0,0.472536,0.157512,-2.66646635083985
"NC_052533.1","Gnomon","gene",104083373,104170200,".","-",".","gene-CHST9","Name=CHST9","protein_coding","Dbxref=CGNC:13883,GeneID:421089",1092,0.203972,0.201654,0.824658,0.410094666666667,-1.28597111353285
"NC_052533.1","BestRefSeq%2CGnomon","gene",104411911,104526394,".","-",".","gene-CDH2","Name=CDH2","protein_coding","Dbxref=CGNC:11259,GeneID:414745",2739,2.52636,1.6176,1.21213,1.78536333333333,0.836217702185799
"NC_052533.1","Gnomon","gene",105599471,105623599,".","-",".","gene-DSC1","Name=DSC1","protein_coding","Dbxref=CGNC:53391,GeneID:428527",2463,0.083164,0,0.235373,0.106179,-3.23542963563494
"NC_052533.1","Gnomon","gene",105747712,105770551,".","+",".","gene-DSG2","Name=DSG2","protein_coding","Dbxref=CGNC:11267,GeneID:428529",3262.09,8.59335,8.66017,9.94365,9.06572333333333,3.1804221339
"NC_052533.1","BestRefSeq","gene",105791008,105800067,".","+",".","gene-TTR","Name=TTR","protein_coding","Dbxref=CGNC:49731,GeneID:396277",453,9668.91,7179.82,6855.75,7901.49333333333,12.9479096241537
"NC_052533.1","Gnomon","gene",105799767,105810847,".","+",".","gene-LOC112531842","Name=LOC112531842","protein_coding","Dbxref=CGNC:85401,GeneID:112531842",444,1.30106,3.84676,4.62412,3.25731333333333,1.70368250472108
"NC_052533.1","BestRefSeq","gene",105808866,105832788,".","-",".","gene-B4GALT6","Name=B4GALT6","protein_coding","Dbxref=CGNC:11275,GeneID:421092",1149,1.73119,3.80368,1.74959,2.42815333333333,1.27985952795886
"NC_052533.1","Gnomon","gene",105936197,105986301,".","-",".","gene-TRAPPC8","Name=TRAPPC8","protein_coding","Dbxref=CGNC:11281,GeneID:421095",4422,4.14404,4.21019,5.28652,4.54691666666667,2.18488856342082
"NC_052533.1","Gnomon","gene",106008328,106017823,".","+",".","gene-RNF138","Name=RNF138","protein_coding","Dbxref=CGNC:11282,GeneID:421096",637.681,9.83076,11.3371,7.42978,9.53254666666667,3.25286168869503
"NC_052533.1","Gnomon","gene",106025654,106051002,".","+",".","gene-MEP1B","Name=MEP1B","protein_coding","Dbxref=CGNC:11288,GeneID:421097",2481,0.165045,1.55143,0.166609,0.627694666666667,-0.671865144061382
"NC_052533.1","Gnomon","gene",106067173,106170004,".","-",".","gene-GAREM1","Name=GAREM1","protein_coding","Dbxref=CGNC:11295,GeneID:421098",2652,2.61415,3.19538,3.02682,2.94545,1.55848806297701
"NC_052533.1","Gnomon","gene",106177034,106208071,".","-",".","gene-RAB10L","Name=RAB10L","protein_coding","Dbxref=CGNC:84392,GeneID:421099",627,12.4622,17.463,8.94404,12.9564133333333,3.69559449348339
"NC_052533.1","BestRefSeq%2CGnomon","gene",106239194,106300941,".","-",".","gene-KLHL14","Name=KLHL14","protein_coding","Dbxref=CGNC:51406,GeneID:421100",1869,3.1324,3.43082,5.30941,3.95754333333333,1.9846051473158
"NC_052533.1","Gnomon","gene",106365007,106548646,".","-",".","gene-CCDC178","Name=CCDC178","protein_coding","Dbxref=CGNC:53392,GeneID:428531",2643,0.77164,1.22168,0.623128,0.872149333333333,-0.197352913997692
"NC_052533.1","Gnomon","gene",106548481,106681510,".","+",".","gene-ASXL3","Name=ASXL3","protein_coding","Dbxref=CGNC:51408,GeneID:421102",6732,0.233918,0.321762,0.177004,0.244228,-2.03369948446603
"NC_052533.1","Gnomon","gene",106986936,107207290,".","+",".","gene-DTNA","Name=DTNA","protein_coding","Dbxref=CGNC:11319,GeneID:421104",2481,1.32036,0.816543,1.08296,1.07328766666667,0.102036804567379
"NC_052533.1","BestRefSeq%2CGnomon","gene",107231508,107323179,".","+",".","gene-MAPRE2","Name=MAPRE2","protein_coding","Dbxref=CGNC:11322,GeneID:421105",981,9.93978,7.00564,10.4391,9.12817333333333,3.19032618697784
"NC_052533.1","Gnomon","gene",107325372,107374841,".","-",".","gene-SELENOI2","Name=SELENOI2","protein_coding","Dbxref=CGNC:65222,GeneID:100857837",1167,0.377912,0.186828,0,0.188246666666667,-2.40930377594525
"NC_052533.1","Gnomon","gene",107380178,107586124,".","+",".","gene-LOC421106","Name=LOC421106","protein_coding","Dbxref=CGNC:11326,GeneID:421106",2320.89,6.37947,4.82317,6.06544,5.75602666666667,2.52507327584795
"NC_052533.1","Gnomon","gene",107580235,107581834,".","-",".","gene-CEBPD","Name=CEBPD","protein_coding","Dbxref=CGNC:75709,GeneID:107052707",1002,10.8227,10.9209,9.34585,10.36315,3.37339068851353
"NC_052533.1","BestRefSeq%2CGnomon","gene",107585589,107670586,".","-",".","gene-PRKDC","Name=PRKDC","protein_coding","Dbxref=CGNC:49288,GeneID:395376",11462.9,1.12292,1.16612,1.6121,1.30038,0.37893327248918
"NC_052533.1","Gnomon","gene",107671147,107683231,".","+",".","gene-MCM4","Name=MCM4","protein_coding","Dbxref=CGNC:9780,GeneID:426764",2580,2.37489,3.28994,2.39732,2.68738333333333,1.42620212472075
"NC_052533.1","BestRefSeq%2CGnomon","gene",107705814,107740556,".","+",".","gene-UBE2V2","Name=UBE2V2","protein_coding","Dbxref=CGNC:66391,GeneID:421109",315.367,50.6085,48.9824,61.1995,53.5968,5.74407496195201
"NC_052533.1","Gnomon","gene",107742662,107818450,".","+",".","gene-LOC421108","Name=LOC421108","protein_coding","Dbxref=CGNC:51410,GeneID:421108",2379,0,0.088973,0,0.0296576666666667,-5.07545109234791
"NC_052533.1","Gnomon","gene",108099701,108103167,".","-",".","gene-SNAI2","Name=SNAI2","protein_coding","Dbxref=CGNC:54314,GeneID:432368",729,2.65143,1.73219,1.77366,2.05242666666667,1.0373306753398
"NC_052533.1","BestRefSeq","gene",108165656,108168794,".","+",".","gene-C8orf22","Name=C8orf22","protein_coding","Dbxref=CGNC:17418,GeneID:425711",258,1323.7,608.262,1476.61,1136.19066666667,10.1499892416638
"NC_052533.1","Gnomon","gene",108439101,108773847,".","+",".","gene-SNTG1","Name=SNTG1","protein_coding","Dbxref=CGNC:11347,GeneID:421113",1530,0.278634,0.137796,0.422162,0.279530666666667,-1.83892152838079
"NC_052533.1","BestRefSeq%2CGnomon","gene",109145951,109189564,".","-",".","gene-PCMTD1","Name=PCMTD1","protein_coding","Dbxref=CGNC:11349,GeneID:421114",1077,7.66883,8.60603,11.3131,9.19598666666667,3.20100437428273
"NC_052533.1","Gnomon","gene",109618633,109692596,".","-",".","gene-RB1CC1","Name=RB1CC1","protein_coding","Dbxref=CGNC:11357,GeneID:421116",4797,1.36654,1.88812,2.38297,1.87921,0.910126295618996
"NC_052533.1","Gnomon","gene",109690942,109692769,".","+",".","gene-LOC107052717","Name=LOC107052717","protein_coding","Dbxref=CGNC:75719,GeneID:107052717",942,0,0.239691,0,0.079897,-3.64571485641344
"NC_052533.1","BestRefSeq%2CGnomon","gene",109925032,109991382,".","-",".","gene-ATP6V1H","Name=ATP6V1H","protein_coding","Dbxref=CGNC:10210,GeneID:426199",1443,5.35242,5.88182,4.20533,5.14652333333333,2.36359816752957
"NC_052533.1","BestRefSeq","gene",110038488,110063974,".","-",".","gene-TCEA1","Name=TCEA1","protein_coding","Dbxref=CGNC:51413,GeneID:421119",915,3.51471,4.7142,4.84262,4.35717666666667,2.12339361014468
"NC_052533.1","Gnomon","gene",110070141,110080386,".","-",".","gene-LYPLA1","Name=LYPLA1","protein_coding","Dbxref=CGNC:55944,GeneID:770321",690,25.9353,35.3042,38.1249,33.1214666666667,5.04969465377162
"NC_052533.1","BestRefSeq","gene",110082905,110091343,".","+",".","gene-MRPL15","Name=MRPL15","protein_coding","Dbxref=CGNC:11375,GeneID:421121",894,29.4257,29.5902,37.59,32.2019666666667,5.00907689545099
"NC_052533.1","Gnomon","gene",110223755,110225450,".","+",".","gene-LOC121109895","Name=LOC121109895","protein_coding","Dbxref=CGNC:89762,GeneID:121109895",1233,0.887299,0.526427,0.717274,0.710333333333333,-0.49343190760054
"NC_052533.1","Gnomon","gene",110460475,110696944,".","+",".","gene-XKR4","Name=XKR4","protein_coding","Dbxref=CGNC:64906,GeneID:100858171",1992,0.835269,0.228098,0.948799,0.670722,-0.576213170976383
"NC_052533.1","BestRefSeq%2CGnomon","gene",110698647,110728269,".","-",".","gene-TMEM68","Name=TMEM68","protein_coding","Dbxref=CGNC:51416,GeneID:421124",896.792,1.80008,1.71308,2.58156,2.03157333333333,1.02259744220958
"NC_052533.1","BestRefSeq","gene",110782637,110808013,".","+",".","gene-TGS1","Name=TGS1","protein_coding","Dbxref=CGNC:11425,GeneID:421126",2679,3.65118,4.06454,3.60876,3.77482666666667,1.91641039996576
"NC_052533.1","BestRefSeq%2CGnomon","gene",110833081,110880252,".","+",".","gene-LYN","Name=LYN","protein_coding","Dbxref=CGNC:51418,GeneID:421127",1542,3.31483,1.91256,3.66867,2.96535333333333,1.56820401771465
"NC_052533.1","Gnomon","gene",110879306,110902402,".","-",".","gene-KIF20AL","Name=KIF20AL","protein_coding","Dbxref=CGNC:54047,GeneID:430761",2754,0.221631,0.162266,0.248316,0.210737666666667,-2.24647989437006
"NC_052533.1","Gnomon","gene",110903281,110905934,".","-",".","gene-RPS20","Name=RPS20","protein_coding","Dbxref=CGNC:10734,GeneID:430990",360,1048.14,894.411,830.431,924.327333333333,9.85226003551666
"NC_052533.1","BestRefSeq%2CGnomon","gene",110930133,110983341,".","-",".","gene-PLAG1","Name=PLAG1","protein_coding","Dbxref=CGNC:53668,GeneID:429484",1260,1.7315,2.05463,1.92451,1.90354666666667,0.928689938927389
"NC_052533.1","Gnomon","gene",110983640,111016293,".","+",".","gene-CHCHD7","Name=CHCHD7","protein_coding","Dbxref=CGNC:56225,GeneID:770709",255,1.79443,7.02126,9.2238,6.01316333333333,2.58812414645842
"NC_052533.1","BestRefSeq%2CGnomon","gene",111005846,111019525,".","-",".","gene-SDR16C5","Name=SDR16C5","protein_coding","Dbxref=CGNC:51419,GeneID:421130",918,33.7599,42.757,42.7372,39.7513666666667,5.31293255652533
"NC_052533.1","Gnomon","gene",111281358,111303558,".","-",".","gene-IMPAD1","Name=IMPAD1","protein_coding","Dbxref=CGNC:11492,GeneID:421132",1071,4.38088,5.7746,4.63906,4.93151333333333,2.30203043432522
"NC_052533.1","Gnomon","gene",111505614,111608642,".","+",".","gene-FAM110B","Name=FAM110B","protein_coding","Dbxref=CGNC:11494,GeneID:421134",1113,1.79579,1.9727,2.82335,2.19728,1.13571872450508
"NC_052533.1","BestRefSeq%2CGnomon","gene",111690594,111743304,".","+",".","gene-UBXN2B","Name=UBXN2B","protein_coding","Dbxref=CGNC:51421,GeneID:421135",912,1.26019,0.249088,0.254875,0.588051,-0.765986813539309
"NC_052533.1","BestRefSeq","gene",111729524,111737083,".","-",".","gene-CYP7A1","Name=CYP7A1","protein_coding","Dbxref=CGNC:11501,GeneID:414834",1542,0.276236,0.273222,0.139507,0.229655,-2.12245990093583
"NC_052533.1","BestRefSeq%2CGnomon","gene",111752562,111765146,".","+",".","gene-SDCBP","Name=SDCBP","protein_coding","Dbxref=CGNC:51422,GeneID:421136",885,28.2174,30.2092,29.0662,29.1642666666667,4.86612989303477
"NC_052533.1","Gnomon","gene",111767968,111806672,".","-",".","gene-NSMAF","Name=NSMAF","protein_coding","Dbxref=CGNC:11513,GeneID:421137",2751,3.47622,3.1471,4.40473,3.67601666666667,1.87814330766689
"NC_052533.1","BestRefSeq%2CGnomon","gene",111854653,112074874,".","-",".","gene-TOX","Name=TOX","protein_coding","Dbxref=CGNC:51423,GeneID:421138",1578,1.21176,1.98508,1.09251,1.42978333333333,0.515796540284421
"NC_052533.1","Gnomon","gene",112403761,112455667,".","-",".","gene-CA8","Name=CA8","protein_coding","Dbxref=CGNC:11520,GeneID:421139",852,3.00872,2.16223,0.829976,2.00030866666667,1.0002226387548
"NC_052533.1","BestRefSeq%2CGnomon","gene",112521229,112563927,".","+",".","gene-RAB2A","Name=RAB2A","protein_coding","Dbxref=CGNC:49674,GeneID:396153",639,65.1025,66.2153,72.2867,67.8681666666667,6.08466313679301
"NC_052533.1","BestRefSeq%2CGnomon","gene",112578530,112708402,".","+",".","gene-CHD7","Name=CHD7","protein_coding","Dbxref=CGNC:51424,GeneID:421140",9003,2.58713,3.26083,4.69805,3.51533666666667,1.81366286399807
"NC_052533.1","Gnomon","gene",112985655,113089736,".","-",".","gene-ASPH","Name=ASPH","protein_coding","Dbxref=CGNC:11539,GeneID:421142",2340.4,8.07902,7.43834,12.2414,9.25292,3.2099087174928
"NC_052533.1","Gnomon","gene",113492749,113506451,".","-",".","gene-GGH","Name=GGH","protein_coding","Dbxref=CGNC:11559,GeneID:421144",1320,6.40709,8.12313,7.13724,7.22248666666667,2.85249563545287
